opportunity_id,order_id,opportunity_name,stage,probability,amount,created_date,close_date,lead_source,type,fiscal_quarter,expected_revenue
OPP_021047,2501d981eb7ba23c129bb38d8fefdda8,Deal 2501d981,Closed Won,1.0,212.61,2025-02-26,2025-03-06,Social Media,New Business,Q3 2017,212.61
OPP_021048,b91d854aba08883a55d43af8856e90d8,Deal b91d854a,Closed Won,1.0,176.82,2025-03-01,2025-03-06,Social Media,New Business,Q3 2017,176.82
OPP_021049,bad77ee7480612102102403c00cf825e,Deal bad77ee7,Closed Won,1.0,48.17,2025-03-06,2025-03-06,Paid Search,New Business,Q3 2017,48.17
OPP_021050,25a35f3ddac45387a6140eefc740d2a5,Deal 25a35f3d,Closed Won,1.0,53.89,2025-03-05,2025-03-06,Referral,New Business,Q3 2017,53.89
OPP_021051,0778ca929f32b5357008bd57489a1272,Deal 0778ca92,Closed Won,1.0,60.21,2025-02-24,2025-03-06,Web,New Business,Q3 2017,60.21
OPP_021052,431fe12f4d24d8f61a0947c0bc842a04,Deal 431fe12f,Closed Won,1.0,63.1,2025-03-05,2025-03-06,Social Media,New Business,Q3 2017,63.1
OPP_021053,25af0443015b8d200489039a00361f2e,Deal 25af0443,Closed Won,1.0,54.94,2025-02-25,2025-03-06,Social Media,New Business,Q3 2017,54.94
OPP_021054,a7e1d929900de316ec364240ad348947,Deal a7e1d929,Closed Won,1.0,42.68,2025-02-22,2025-03-06,Referral,New Business,Q3 2017,42.68
OPP_021055,dcbca116084725bc77c3e8b6480c4d82,Deal dcbca116,Closed Won,1.0,209.46,2025-02-23,2025-03-06,Email,New Business,Q3 2017,209.46
OPP_021056,48eb2e811b9e45fe519111b4d98a65af,Deal 48eb2e81,Closed Won,1.0,30.0,2025-03-06,2025-03-06,Social Media,New Business,Q3 2017,30.0
OPP_021057,9b80fe8a497834eb67892e43db08b915,Deal 9b80fe8a,Closed Won,1.0,66.1,2025-02-25,2025-03-06,Paid Search,New Business,Q3 2017,66.1
OPP_021058,e92495a2d1ba8587502a3cb99e5325e7,Deal e92495a2,Closed Won,1.0,271.54,2025-03-05,2025-03-06,Paid Search,New Business,Q3 2017,271.54
OPP_021059,35ebf843a8ae15a2ec5e2467f811c593,Deal 35ebf843,Closed Won,1.0,79.56,2025-02-28,2025-03-06,Email,New Business,Q3 2017,79.56
OPP_021060,2ed4a7943bbe7f0641a9b23dde2241ec,Deal 2ed4a794,Closed Won,1.0,76.76,2025-03-03,2025-03-06,Referral,New Business,Q3 2017,76.76
OPP_021061,0d5a43468a7d06bbb3f055417223c8e3,Deal 0d5a4346,Closed Won,1.0,53.37,2025-03-06,2025-03-06,Social Media,New Business,Q3 2017,53.37
OPP_021062,5494c710e1d7ff9770343f2abe0cf40c,Deal 5494c710,Closed Won,1.0,192.48,2025-02-26,2025-03-06,Web,New Business,Q3 2017,192.48
OPP_021063,2d816b6a11ddd3843f307d1333321091,Deal 2d816b6a,Closed Won,1.0,26.68,2025-03-03,2025-03-06,Email,New Business,Q3 2017,26.68
OPP_021064,59aeb2ec44b9400fafd0b59e842959d1,Deal 59aeb2ec,Closed Won,1.0,121.1,2025-02-23,2025-03-06,Direct,New Business,Q3 2017,121.1
OPP_021065,3bc85ea22011e6a4c0677bd7a985f76b,Deal 3bc85ea2,Closed Won,1.0,75.76,2025-03-04,2025-03-06,Social Media,New Business,Q3 2017,75.76
OPP_021066,fb8c006ccc9a5c06f63dc31bb472daf6,Deal fb8c006c,Closed Won,1.0,663.93,2025-02-22,2025-03-06,Email,New Business,Q3 2017,663.93
OPP_021067,5f5a9ba3e0190ff4773314db075b930d,Deal 5f5a9ba3,Closed Won,1.0,59.64,2025-02-23,2025-03-06,Paid Search,New Business,Q3 2017,59.64
OPP_021068,c918c3225cd5d12cacf8c7e54e9444c5,Deal c918c322,Closed Won,1.0,33.24,2025-02-26,2025-03-06,Web,New Business,Q3 2017,33.24
OPP_021069,d9ddf675a1e7539367d20a66ba38b168,Deal d9ddf675,Closed Won,1.0,53.27,2025-03-02,2025-03-06,Email,New Business,Q3 2017,53.27
OPP_021070,0e95a07f6a6a936f84a55c8ff5449185,Deal 0e95a07f,Closed Won,1.0,67.02,2025-02-26,2025-03-06,Referral,New Business,Q3 2017,67.02
OPP_021071,f6b9db7ac3bc6be81597b909a90978fd,Deal f6b9db7a,Closed Won,1.0,204.75,2025-02-24,2025-03-06,Web,New Business,Q3 2017,204.75
OPP_021072,1cf03b2013a9167bb623e62ac5681f07,Deal 1cf03b20,Closed Won,1.0,57.68,2025-02-21,2025-03-06,Social Media,New Business,Q3 2017,57.68
OPP_021073,dfb37d2ceed290c718d7778273ba8b4a,Deal dfb37d2c,Closed Won,1.0,42.62,2025-03-06,2025-03-06,Referral,New Business,Q3 2017,42.62
OPP_021074,8b032554e12735baca24e92f1e33c000,Deal 8b032554,Closed Won,1.0,117.04,2025-03-01,2025-03-06,Paid Search,New Business,Q3 2017,117.04
OPP_021075,8e9fbb6ae194c4576ae39436916dcb1f,Deal 8e9fbb6a,Closed Won,1.0,64.14,2025-03-01,2025-03-06,Social Media,New Business,Q3 2017,64.14
OPP_021076,de4887366c9ddf1dd93719769e1bc533,Deal de488736,Closed Won,1.0,65.0,2025-02-26,2025-03-06,Social Media,New Business,Q3 2017,65.0
OPP_021077,7e7aa7dd23657ca98b6b94fa4ad4c576,Deal 7e7aa7dd,Closed Won,1.0,81.39,2025-03-04,2025-03-06,Web,New Business,Q3 2017,81.39
OPP_021078,8ef41982a967f8279637b497cc5f1275,Deal 8ef41982,Closed Won,1.0,81.21,2025-02-24,2025-03-06,Paid Search,New Business,Q3 2017,81.21
OPP_021079,a6416406ea6958fce23536fa5eb5ce00,Deal a6416406,Closed Won,1.0,242.1,2025-03-06,2025-03-06,Social Media,New Business,Q3 2017,242.1
OPP_021080,ee088b3b71973f18c74eb187567d42aa,Deal ee088b3b,Closed Won,1.0,94.43,2025-02-27,2025-03-06,Referral,New Business,Q3 2017,94.43
OPP_021081,f36a1eff2af8e26d62b33c28ead8063b,Deal f36a1eff,Closed Won,1.0,236.77,2025-03-05,2025-03-06,Web,New Business,Q3 2017,236.77
OPP_021082,4ec8686587a9b92422ae24861683958f,Deal 4ec86865,Closed Won,1.0,230.83,2025-03-06,2025-03-06,Referral,New Business,Q3 2017,230.83
OPP_021083,80170e6171a9f379e26b6554babb9d37,Deal 80170e61,Closed Won,1.0,40.09,2025-02-23,2025-03-06,Email,New Business,Q3 2017,40.09
OPP_021084,35c16e53e67eb73077166edd4aa57fd7,Deal 35c16e53,Closed Won,1.0,77.89,2025-02-25,2025-03-06,Email,New Business,Q3 2017,77.89
OPP_021085,129751cc187cf2f43dcb7ea8f8fdcf0d,Deal 129751cc,Closed Won,1.0,68.89,2025-02-22,2025-03-06,Paid Search,New Business,Q3 2017,68.89
OPP_021086,bb834ae438c1dce8fa0736a15ac30242,Deal bb834ae4,Closed Won,1.0,111.4,2025-03-05,2025-03-06,Web,New Business,Q3 2017,111.4
OPP_021087,e37400ea2216206cb88f2d8c87b4aa35,Deal e37400ea,Closed Won,1.0,164.94,2025-02-25,2025-03-06,Email,New Business,Q3 2017,164.94
OPP_021088,403e499c55ee10e52fbf26762b33a5f3,Deal 403e499c,Closed Won,1.0,246.26,2025-03-05,2025-03-06,Referral,New Business,Q3 2017,246.26
OPP_021089,2cf60e81bd122e58c99e87fa99fd24cb,Deal 2cf60e81,Closed Won,1.0,105.74,2025-03-01,2025-03-06,Social Media,New Business,Q3 2017,105.74
OPP_021090,82788932fd3b02d1fa882ab5230e895c,Deal 82788932,Closed Won,1.0,144.56,2025-03-01,2025-03-06,Web,New Business,Q3 2017,144.56
OPP_021091,9c45d684670744358dfa62bf619d648f,Deal 9c45d684,Closed Won,1.0,195.1,2025-02-26,2025-03-06,Web,New Business,Q3 2017,195.1
OPP_021092,0fbfebae9c3d582b0057288e551a8c0e,Deal 0fbfebae,Closed Won,1.0,78.1,2025-02-23,2025-03-06,Direct,New Business,Q3 2017,78.1
OPP_021093,3b2d47df8aa11bc72eb017ae96631c4d,Deal 3b2d47df,Closed Won,1.0,97.44,2025-02-25,2025-03-06,Referral,New Business,Q3 2017,97.44
OPP_021094,037853d95871494e2e6147d00e37659a,Deal 037853d9,Closed Won,1.0,39.24,2025-02-21,2025-03-06,Web,New Business,Q3 2017,39.24
OPP_021095,b161deecd4d00e692166e541a2bff028,Deal b161deec,Closed Won,1.0,321.92,2025-02-24,2025-03-06,Social Media,New Business,Q3 2017,321.92
OPP_021096,8d3e3ee88c55c4666fda9d82a922a036,Deal 8d3e3ee8,Closed Won,1.0,89.03,2025-03-02,2025-03-06,Web,New Business,Q3 2017,89.03
OPP_021097,fca312dc89356252ea94431b39df1d4c,Deal fca312dc,Closed Won,1.0,114.45,2025-03-01,2025-03-06,Email,New Business,Q3 2017,114.45
OPP_021098,be04ca2f1365ded8bb52c193a32e33e5,Deal be04ca2f,Closed Won,1.0,163.84,2025-03-01,2025-03-06,Web,New Business,Q3 2017,163.84
OPP_021099,5118fc0388588e95a1eb25564d1a3946,Deal 5118fc03,Closed Won,1.0,118.01,2025-03-05,2025-03-06,Referral,New Business,Q3 2017,118.01
OPP_021100,13525797d8c75a8c92126b1efe3f1e1a,Deal 13525797,Closed Won,1.0,146.02,2025-02-28,2025-03-06,Email,New Business,Q3 2017,146.02
OPP_021101,dd1bd072c709a5e654fd047560eba5aa,Deal dd1bd072,Closed Won,1.0,30.1,2025-03-05,2025-03-06,Email,New Business,Q3 2017,30.1
OPP_021102,9570076bd35deeec20575eb8e0540131,Deal 9570076b,Closed Won,1.0,38.78,2025-02-22,2025-03-06,Paid Search,New Business,Q3 2017,38.78
OPP_021103,4351905382d9da2470629f5e764540d6,Deal 43519053,Closed Won,1.0,307.14,2025-02-28,2025-03-06,Social Media,New Business,Q3 2017,307.14
OPP_021104,4122d084b6a345866be978647c68acd2,Deal 4122d084,Closed Won,1.0,150.09,2025-03-05,2025-03-06,Referral,New Business,Q3 2017,150.09
OPP_021105,8a24246c79463794ce357f7adc2eb5dc,Deal 8a24246c,Closed Won,1.0,329.98,2025-02-26,2025-03-06,Direct,New Business,Q3 2017,329.98
OPP_021106,f947132461622a725c4661c580ab80da,Deal f9471324,Closed Won,1.0,36.09,2025-02-21,2025-03-06,Referral,New Business,Q3 2017,36.09
OPP_021107,fa2cc48dfd7ce0f97490bb4ab4c98eb2,Deal fa2cc48d,Closed Won,1.0,65.71,2025-02-21,2025-03-06,Email,New Business,Q3 2017,65.71
OPP_021108,6956c7a7b6e1be46fa34926ef6aea60f,Deal 6956c7a7,Closed Won,1.0,205.65,2025-02-22,2025-03-06,Referral,New Business,Q3 2017,205.65
OPP_021109,d4c18b8b231657cfa6a0a7553052430f,Deal d4c18b8b,Closed Won,1.0,176.65,2025-02-22,2025-03-06,Direct,New Business,Q3 2017,176.65
OPP_021110,f46423982b1927442355a79e98c8bb29,Deal f4642398,Closed Won,1.0,61.75,2025-03-02,2025-03-07,Web,New Business,Q3 2017,61.75
OPP_021111,371a9794bafb1204f585018715ed6065,Deal 371a9794,Closed Won,1.0,59.27,2025-03-01,2025-03-07,Paid Search,New Business,Q3 2017,59.27
OPP_021112,2cb13a60aa8162ece6fbc46f608f56b5,Deal 2cb13a60,Closed Won,1.0,27.38,2025-02-27,2025-03-07,Direct,New Business,Q3 2017,27.38
OPP_021113,aa70246e9f9947e5a9a5e69684afe114,Deal aa70246e,Closed Won,1.0,48.17,2025-03-03,2025-03-07,Direct,New Business,Q3 2017,48.17
OPP_021114,b07c9c5d4b4b96db91b933d31bed5248,Deal b07c9c5d,Closed Won,1.0,31.75,2025-02-28,2025-03-07,Paid Search,New Business,Q3 2017,31.75
OPP_021115,6da773deea92afdc15b0010a39d2430e,Deal 6da773de,Closed Won,1.0,114.45,2025-03-06,2025-03-07,Web,New Business,Q3 2017,114.45
OPP_021116,78dec59f50d90e8c0cb22eff4dac7b07,Deal 78dec59f,Closed Won,1.0,75.07,2025-03-05,2025-03-07,Direct,New Business,Q3 2017,75.07
OPP_021117,8f2da1ebf763886822d2ee38c2986cbf,Deal 8f2da1eb,Closed Won,1.0,74.07,2025-02-27,2025-03-07,Web,New Business,Q3 2017,74.07
OPP_021118,2a2facd836dcb344b5af3736c563b1ac,Deal 2a2facd8,Closed Won,1.0,71.82,2025-02-23,2025-03-07,Referral,New Business,Q3 2017,71.82
OPP_021119,53fcc6acefb2363ea775e316c810677b,Deal 53fcc6ac,Closed Won,1.0,51.85,2025-03-02,2025-03-07,Direct,New Business,Q3 2017,51.85
OPP_021120,5531c5191d84b148fedae149af1971ad,Deal 5531c519,Closed Won,1.0,154.64,2025-03-03,2025-03-07,Direct,New Business,Q3 2017,154.64
OPP_021121,ab14fdcfbe524636d65ee38360e22ce8,Deal ab14fdcf,Closed Won,1.0,2262.8,2025-02-24,2025-03-07,Web,New Business,Q3 2017,2262.8
OPP_021122,3cb894b9d2fb0fa0ba040e556b246c07,Deal 3cb894b9,Closed Won,1.0,32.0,2025-03-03,2025-03-07,Email,New Business,Q3 2017,32.0
OPP_021123,93d350ebaa988529d9b1988c454035b2,Deal 93d350eb,Closed Won,1.0,188.45,2025-02-27,2025-03-07,Web,New Business,Q3 2017,188.45
OPP_021124,41d0050b0a103c674289659fdd6f602e,Deal 41d0050b,Closed Won,1.0,185.1,2025-03-01,2025-03-07,Direct,New Business,Q3 2017,185.1
OPP_021125,488470d4668abcf0aa20df845d584dc2,Deal 488470d4,Closed Won,1.0,80.2,2025-02-25,2025-03-07,Web,New Business,Q3 2017,80.2
OPP_021126,a5e6afa3599ee9c2accf10acd3c923c9,Deal a5e6afa3,Closed Won,1.0,65.71,2025-03-05,2025-03-07,Referral,New Business,Q3 2017,65.71
OPP_021127,e22a05fe5e9468a3bc9527967feeb3c9,Deal e22a05fe,Closed Won,1.0,86.15,2025-03-04,2025-03-07,Referral,New Business,Q3 2017,86.15
OPP_021128,9d8b5a8e3231c5bed9d2c45e1fbb116d,Deal 9d8b5a8e,Closed Won,1.0,133.49,2025-02-23,2025-03-07,Referral,New Business,Q3 2017,133.49
OPP_021129,41d92de81c9d9741c53203e1076e38e3,Deal 41d92de8,Closed Won,1.0,114.44,2025-03-04,2025-03-07,Web,New Business,Q3 2017,114.44
OPP_021130,941b2fd26e5b95866e364344706f66c0,Deal 941b2fd2,Closed Won,1.0,97.87,2025-02-26,2025-03-07,Email,New Business,Q3 2017,97.87
OPP_021131,9b54c2bfcff91ba7acf6d8a1119ea379,Deal 9b54c2bf,Closed Won,1.0,220.24,2025-03-03,2025-03-07,Direct,New Business,Q3 2017,220.24
OPP_021132,b94ba5a27a4df43455d1c0efc383a81c,Deal b94ba5a2,Closed Won,1.0,139.98,2025-03-01,2025-03-07,Social Media,New Business,Q3 2017,139.98
OPP_021133,6b331bf7ee3fd56657566f64027c8c88,Deal 6b331bf7,Closed Won,1.0,173.25,2025-02-28,2025-03-07,Paid Search,New Business,Q3 2017,173.25
OPP_021134,7d7f3cbab666fd1e2f103d28b2c9bc64,Deal 7d7f3cba,Closed Won,1.0,757.94,2025-03-04,2025-03-07,Paid Search,New Business,Q3 2017,757.94
OPP_021135,9cdcfc512d810430e601a06d02c4548b,Deal 9cdcfc51,Closed Won,1.0,47.34,2025-02-22,2025-03-07,Direct,New Business,Q3 2017,47.34
OPP_021136,78278e87bcd17ccb24ec5c720a19c073,Deal 78278e87,Closed Won,1.0,34.17,2025-02-22,2025-03-07,Social Media,New Business,Q3 2017,34.17
OPP_021137,5f67873cb4b18c98b9f2015eaae0a752,Deal 5f67873c,Closed Won,1.0,76.08,2025-02-26,2025-03-07,Referral,New Business,Q3 2017,76.08
OPP_021138,69956999b3f715c96f6cc505376e0d3a,Deal 69956999,Closed Won,1.0,42.68,2025-03-01,2025-03-07,Direct,New Business,Q3 2017,42.68
OPP_021139,517378a05081f7b18f04a01a9cb8e866,Deal 517378a0,Closed Won,1.0,278.09,2025-03-04,2025-03-07,Paid Search,New Business,Q3 2017,278.09
OPP_021140,0c65eb5a1415db7a20dfc869c9277e7a,Deal 0c65eb5a,Closed Won,1.0,57.6,2025-03-01,2025-03-07,Email,New Business,Q3 2017,57.6
OPP_021141,765d8e5f6a9d496c895d21bb271ff1e8,Deal 765d8e5f,Closed Won,1.0,87.0,2025-03-01,2025-03-07,Direct,New Business,Q3 2017,87.0
OPP_021142,5e71f5832e566171d43c90da65f506c4,Deal 5e71f583,Closed Won,1.0,979.26,2025-02-23,2025-03-07,Web,New Business,Q3 2017,979.26
OPP_021143,9b748aef33e9ccf30c83d8cac9b0f6e3,Deal 9b748aef,Closed Won,1.0,59.17,2025-03-03,2025-03-07,Referral,New Business,Q3 2017,59.17
OPP_021144,d18bad91398c54df81cafc7b59e435d3,Deal d18bad91,Closed Won,1.0,189.89,2025-02-28,2025-03-07,Web,New Business,Q3 2017,189.89
OPP_021145,214957eabef2b509b290c836e9e97c03,Deal 214957ea,Closed Won,1.0,35.0,2025-02-27,2025-03-07,Web,New Business,Q3 2017,35.0
OPP_021146,6d8699cc1bfa9e279a2149dc5ed26e04,Deal 6d8699cc,Closed Won,1.0,13.78,2025-03-07,2025-03-07,Web,New Business,Q3 2017,13.78
OPP_021147,1cbc4baabac9832d53b29dc25766d494,Deal 1cbc4baa,Closed Won,1.0,26.94,2025-02-22,2025-03-07,Referral,New Business,Q3 2017,26.94
OPP_021148,cf49377f810a8d21818d08c194215b1d,Deal cf49377f,Closed Won,1.0,129.21,2025-02-28,2025-03-07,Social Media,New Business,Q3 2017,129.21
OPP_021149,cf27a34836d48e933ab56b845c2337a2,Deal cf27a348,Closed Won,1.0,90.83,2025-02-27,2025-03-07,Web,New Business,Q3 2017,90.83
OPP_021150,5ba2971983dbd7066539c01bcaad029d,Deal 5ba29719,Closed Won,1.0,36.85,2025-02-27,2025-03-07,Social Media,New Business,Q3 2017,36.85
OPP_021151,db658dd622104d1e0dc6d4728bb3e267,Deal db658dd6,Closed Won,1.0,55.1,2025-02-28,2025-03-07,Email,New Business,Q3 2017,55.1
OPP_021152,4a631d69e25800fdf31d9e2d0e08b1ba,Deal 4a631d69,Closed Won,1.0,282.31,2025-03-02,2025-03-07,Paid Search,New Business,Q3 2017,282.31
OPP_021153,2e82d5a49fc8bc6fd1676b727079b7c8,Deal 2e82d5a4,Closed Won,1.0,155.14,2025-02-23,2025-03-07,Paid Search,New Business,Q3 2017,155.14
OPP_021154,e670e635e13b902d8de6bdb5026d9a88,Deal e670e635,Closed Won,1.0,60.0,2025-02-28,2025-03-07,Social Media,New Business,Q3 2017,60.0
OPP_021155,d67954930a77c40b72e9ee69fa019a81,Deal d6795493,Closed Won,1.0,132.05,2025-02-24,2025-03-07,Social Media,New Business,Q3 2017,132.05
OPP_021156,190ce4e52f05189563942da003cbf332,Deal 190ce4e5,Closed Won,1.0,63.0,2025-02-26,2025-03-07,Web,New Business,Q3 2017,63.0
OPP_021157,e646693de81fdeb786896ccf5518d750,Deal e646693d,Closed Won,1.0,78.27,2025-02-25,2025-03-07,Email,New Business,Q3 2017,78.27
OPP_021158,5f79e2da24a52e76bc22897df03a7901,Deal 5f79e2da,Closed Won,1.0,57.6,2025-02-22,2025-03-07,Referral,New Business,Q3 2017,57.6
OPP_021159,a749acbc328952e55d87733a869f2817,Deal a749acbc,Closed Won,1.0,287.0,2025-03-05,2025-03-07,Email,New Business,Q3 2017,287.0
OPP_021160,e1f88babb53e94b0c3fba094e84fd266,Deal e1f88bab,Closed Won,1.0,126.43,2025-03-05,2025-03-07,Email,New Business,Q3 2017,126.43
OPP_021161,3e6f06c624c7f67d6a0710e39ca97f2b,Deal 3e6f06c6,Closed Won,1.0,424.55,2025-02-28,2025-03-07,Web,New Business,Q3 2017,424.55
OPP_021162,48b760fc197c55acb4437518587e75ca,Deal 48b760fc,Closed Won,1.0,165.8,2025-03-05,2025-03-07,Email,New Business,Q3 2017,165.8
OPP_021163,80b0bd0c8f8cb86ae0c2dddb11693b07,Deal 80b0bd0c,Closed Won,1.0,177.26,2025-02-27,2025-03-07,Direct,New Business,Q3 2017,177.26
OPP_021164,1d46e93ded8b3ff059abe41e14754362,Deal 1d46e93d,Closed Won,1.0,152.16,2025-03-03,2025-03-07,Paid Search,New Business,Q3 2017,152.16
OPP_021165,4e8a81dd08968b65427a30b932a8fb0a,Deal 4e8a81dd,Closed Won,1.0,61.0,2025-02-25,2025-03-07,Paid Search,New Business,Q3 2017,61.0
OPP_021166,62ef0cbba07110a267fa4206fcfe7862,Deal 62ef0cbb,Closed Won,1.0,152.54,2025-02-28,2025-03-07,Web,New Business,Q3 2017,152.54
OPP_021167,4636fbfb5ecb1733a2b2cf4c931f695c,Deal 4636fbfb,Closed Won,1.0,63.0,2025-02-26,2025-03-07,Email,New Business,Q3 2017,63.0
OPP_021168,304d09edb1e5147a08dde21e0efc3443,Deal 304d09ed,Closed Won,1.0,83.56,2025-02-22,2025-03-07,Social Media,New Business,Q3 2017,83.56
OPP_021169,a9d21182da34ce17091420d35f22834a,Deal a9d21182,Closed Won,1.0,329.0,2025-03-04,2025-03-07,Email,New Business,Q3 2017,329.0
OPP_021170,bf04b0c11f0a840b83b25819a1a8d98d,Deal bf04b0c1,Closed Won,1.0,81.89,2025-02-28,2025-03-07,Social Media,New Business,Q3 2017,81.89
OPP_021171,5f71bc83356f39cf9e9b8004f39a989a,Deal 5f71bc83,Closed Won,1.0,241.73,2025-02-26,2025-03-07,Web,New Business,Q3 2017,241.73
OPP_021172,ffe4972089425f7752aad086a7fdce28,Deal ffe49720,Closed Won,1.0,161.23,2025-03-05,2025-03-07,Social Media,New Business,Q3 2017,161.23
OPP_021173,31b855608ca69e4146b737745506f2d5,Deal 31b85560,Closed Won,1.0,765.92,2025-03-06,2025-03-07,Direct,New Business,Q3 2017,765.92
OPP_021174,cf0d7785ec55eefbe15fed83be6655c6,Deal cf0d7785,Closed Won,1.0,336.2,2025-02-23,2025-03-07,Paid Search,New Business,Q3 2017,336.2
OPP_021175,046ce63db7db8b9160b6231429c8ea66,Deal 046ce63d,Closed Won,1.0,149.61,2025-03-04,2025-03-07,Paid Search,New Business,Q3 2017,149.61
OPP_021176,09d3f9f1be63c067456cc619076685a1,Deal 09d3f9f1,Closed Won,1.0,63.86,2025-02-28,2025-03-07,Referral,New Business,Q3 2017,63.86
OPP_021177,8571f5b695cac36f5124691c0e102b41,Deal 8571f5b6,Closed Won,1.0,69.33,2025-03-05,2025-03-07,Paid Search,New Business,Q3 2017,69.33
OPP_021178,0473cdb86b1d6469287e484366a1a608,Deal 0473cdb8,Closed Won,1.0,85.23,2025-03-02,2025-03-07,Direct,New Business,Q3 2017,85.23
OPP_021179,04ee5eeac980a849efb5ac99abf87259,Deal 04ee5eea,Closed Won,1.0,207.1,2025-02-23,2025-03-07,Paid Search,New Business,Q3 2017,207.1
OPP_021180,f551ed5f4c40a33b4922f6d2bd276941,Deal f551ed5f,Closed Won,1.0,86.15,2025-02-28,2025-03-07,Web,New Business,Q3 2017,86.15
OPP_021181,07f6b1ad9ba4f7a4d2326adf7b8f517f,Deal 07f6b1ad,Closed Won,1.0,106.91,2025-02-24,2025-03-07,Referral,New Business,Q3 2017,106.91
OPP_021182,bb23ee96defc419b4137ae66d0c0e44e,Deal bb23ee96,Closed Won,1.0,46.01,2025-02-27,2025-03-07,Web,New Business,Q3 2017,46.01
OPP_021183,70c06583df3a26d0a632b3205baee66a,Deal 70c06583,Closed Won,1.0,180.51,2025-03-03,2025-03-07,Direct,New Business,Q3 2017,180.51
OPP_021184,d9a60236d90a394c2ac8282b85dbed8f,Deal d9a60236,Closed Won,1.0,244.35,2025-03-06,2025-03-07,Email,New Business,Q3 2017,244.35
OPP_021185,0ef7521d9d7e51a822826d40be82fe1d,Deal 0ef7521d,Closed Won,1.0,408.37,2025-03-05,2025-03-07,Social Media,New Business,Q3 2017,408.37
OPP_021186,6adb69c0a8d87a08560f83649413742b,Deal 6adb69c0,Closed Won,1.0,92.59,2025-02-23,2025-03-07,Email,New Business,Q3 2017,92.59
OPP_021187,c8d402ad1a675e158653f4e470c7d42c,Deal c8d402ad,Closed Won,1.0,126.0,2025-02-22,2025-03-07,Social Media,New Business,Q3 2017,126.0
OPP_021188,bcc2b6a2acc5f49f9ed5ea31410be28a,Deal bcc2b6a2,Closed Won,1.0,201.65,2025-02-25,2025-03-07,Referral,New Business,Q3 2017,201.65
OPP_021189,88103bcbd13a5c9370870d086a609e1c,Deal 88103bcb,Closed Won,1.0,38.27,2025-03-04,2025-03-07,Web,New Business,Q3 2017,38.27
OPP_021190,dc70e9ac18df7e49a5a51fb2ec9a5b02,Deal dc70e9ac,Closed Won,1.0,39.09,2025-02-22,2025-03-07,Email,New Business,Q3 2017,39.09
OPP_021191,b6572524ff6f0892276c1cc31367daa9,Deal b6572524,Closed Won,1.0,107.98,2025-02-25,2025-03-07,Paid Search,New Business,Q3 2017,107.98
OPP_021192,59de12363514fbd1aca1eeb1b39816a8,Deal 59de1236,Closed Won,1.0,201.17,2025-02-24,2025-03-07,Email,New Business,Q3 2017,201.17
OPP_021193,f9f682974316f9f27b860858f43ea423,Deal f9f68297,Closed Won,1.0,335.18,2025-02-28,2025-03-07,Referral,New Business,Q3 2017,335.18
OPP_021194,1cf843db5be8c3ec934d6bc2b58e5061,Deal 1cf843db,Closed Won,1.0,157.45,2025-03-02,2025-03-07,Social Media,New Business,Q3 2017,157.45
OPP_021195,8880101bd698b1b1c4d7f46a246c620d,Deal 8880101b,Closed Won,1.0,53.01,2025-03-07,2025-03-07,Direct,New Business,Q3 2017,53.01
OPP_021196,23ec62701b81a534e40494d279ea0b83,Deal 23ec6270,Closed Won,1.0,146.66,2025-02-22,2025-03-07,Paid Search,New Business,Q3 2017,146.66
OPP_021197,e67f76501c34f4adb5587ee50a6474c6,Deal e67f7650,Closed Won,1.0,85.85,2025-03-05,2025-03-07,Web,New Business,Q3 2017,85.85
OPP_021198,5f6e8cf3a5b3483cae7889fc3f452e4c,Deal 5f6e8cf3,Closed Won,1.0,117.94,2025-03-05,2025-03-07,Paid Search,New Business,Q3 2017,117.94
OPP_021199,eac07a0dbd3a43600f76d084fb472e63,Deal eac07a0d,Closed Won,1.0,208.48,2025-02-27,2025-03-07,Email,New Business,Q3 2017,208.48
OPP_021200,feb4e69949791cedc24d210212eb73ce,Deal feb4e699,Closed Won,1.0,252.0,2025-03-05,2025-03-07,Social Media,New Business,Q3 2017,252.0
OPP_021201,ae40d2ac0cd2d22399f561044c426e8a,Deal ae40d2ac,Closed Won,1.0,66.89,2025-03-05,2025-03-07,Web,New Business,Q3 2017,66.89
OPP_021202,387620ec766797a584b7e92a41daad5f,Deal 387620ec,Closed Won,1.0,39.62,2025-02-28,2025-03-07,Referral,New Business,Q3 2017,39.62
OPP_021203,26343f9d74c00cf82b588331730367e9,Deal 26343f9d,Closed Won,1.0,208.88,2025-02-28,2025-03-07,Direct,New Business,Q3 2017,208.88
OPP_021204,aa32183a575c0f3e9a0f2cfae712d030,Deal aa32183a,Closed Won,1.0,90.88,2025-02-27,2025-03-07,Web,New Business,Q3 2017,90.88
OPP_021205,469486849094bf1935cd99d96e117ded,Deal 46948684,Closed Won,1.0,63.61,2025-03-04,2025-03-07,Email,New Business,Q3 2017,63.61
OPP_021206,b5ed14c14034b74bb0ae1c0427d72304,Deal b5ed14c1,Closed Won,1.0,35.13,2025-03-02,2025-03-07,Social Media,New Business,Q3 2017,35.13
OPP_021207,4baf66d022680c163d31c85a42b6bbd6,Deal 4baf66d0,Closed Won,1.0,163.33,2025-03-03,2025-03-07,Paid Search,New Business,Q3 2017,163.33
