date,campaign_id,campaign_name,objective,impressions,reach,spend,link_clicks,ctr,cpc,cpm,purchases,purchase_value,cost_per_purchase,roas
2024-12-19,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,14986,10989,102.89,300,2.0,0.34,6.87,14,1513.61,7.35,14.71
2024-12-19,META_C002,Retargeting - Add to Cart,CONVERSIONS,26960,20709,121.47,511,1.9,0.24,4.51,14,1485.0,8.68,12.23
2024-12-19,META_C003,Brand Awareness - Video,AWARENESS,9874,6317,99.55,167,1.69,0.6,12.83,9,1422.92,11.06,14.29
2024-12-19,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,26360,17678,252.61,392,1.49,0.64,9.58,4,455.32,63.15,1.8
2024-12-19,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,10611,7395,125.41,234,2.21,0.54,11.82,10,1460.48,12.54,11.65
2024-12-20,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,14532,12069,70.87,269,1.85,0.26,4.88,8,931.48,8.86,13.14
2024-12-20,META_C002,Retargeting - Add to Cart,CONVERSIONS,19222,15727,155.74,254,1.32,0.61,11.76,7,644.42,22.25,4.14
2024-12-20,META_C003,Brand Awareness - Video,AWARENESS,31619,21575,103.16,536,1.7,0.19,7.96,20,2187.71,5.16,21.21
2024-12-20,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,20867,17310,194.41,177,0.85,1.1,9.32,4,611.94,48.6,3.15
2024-12-20,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,9831,7397,88.54,83,0.84,1.07,9.01,4,589.19,22.14,6.65
2024-12-21,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,17766,14947,103.2,239,1.35,0.43,5.81,8,1206.0,12.9,11.69
2024-12-21,META_C002,Retargeting - Add to Cart,CONVERSIONS,10964,8390,109.46,104,0.95,1.05,9.98,2,323.02,54.73,2.95
2024-12-21,META_C003,Brand Awareness - Video,AWARENESS,12108,9315,59.56,271,2.24,0.22,4.92,13,2092.01,4.58,35.12
2024-12-21,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,29865,23214,267.9,591,1.98,0.45,8.97,23,3104.44,11.65,11.59
2024-12-21,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,30638,20647,137.29,302,0.99,0.45,4.48,7,1265.93,19.61,9.22
2024-12-22,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,24567,15778,237.71,410,1.67,0.58,11.34,11,2036.19,21.61,8.57
2024-12-22,META_C002,Retargeting - Add to Cart,CONVERSIONS,16503,10290,116.58,316,1.91,0.37,7.06,6,613.78,19.43,5.26
2024-12-22,META_C003,Brand Awareness - Video,AWARENESS,24792,19067,101.86,610,2.46,0.17,7.62,12,1841.73,8.49,18.08
2024-12-22,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,8929,6949,71.84,185,2.07,0.39,8.05,9,920.05,7.98,12.81
2024-12-22,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,9792,6693,97.03,169,1.73,0.57,9.91,6,1067.91,16.17,11.01
2024-12-23,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,21598,16258,193.14,259,1.2,0.75,8.94,6,624.45,32.19,3.23
2024-12-23,META_C002,Retargeting - Add to Cart,CONVERSIONS,28631,20125,156.94,680,2.38,0.23,7.46,39,4120.46,4.02,26.26
2024-12-23,META_C003,Brand Awareness - Video,AWARENESS,30368,20716,92.83,505,1.66,0.18,4.51,7,1044.01,13.26,11.25
2024-12-23,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,28631,19881,214.83,678,2.37,0.32,7.5,8,1111.67,26.85,5.17
2024-12-23,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,15203,12518,79.74,226,1.49,0.35,5.25,12,1364.45,6.64,17.11
2024-12-24,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,24406,15463,242.15,455,1.86,0.53,12.79,14,1787.12,17.3,7.38
2024-12-24,META_C002,Retargeting - Add to Cart,CONVERSIONS,13946,10473,138.29,320,2.29,0.43,12.8,5,964.87,27.66,6.98
2024-12-24,META_C003,Brand Awareness - Video,AWARENESS,17281,12009,99.36,349,2.02,0.28,8.47,11,1623.02,9.03,16.33
2024-12-24,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,9526,6440,70.92,166,1.74,0.43,7.44,7,1182.11,10.13,16.67
2024-12-24,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,14492,11485,66.26,141,0.97,0.47,4.57,6,887.9,11.04,13.4
2024-12-25,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,19381,14975,91.48,358,1.85,0.26,4.72,18,2374.59,5.08,25.96
2024-12-25,META_C002,Retargeting - Add to Cart,CONVERSIONS,15062,10990,140.1,344,2.28,0.41,9.88,12,1127.29,11.67,8.05
2024-12-25,META_C003,Brand Awareness - Video,AWARENESS,14197,10117,89.4,349,2.46,0.26,10.54,9,1337.16,9.93,14.96
2024-12-25,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,9258,7602,105.0,220,2.38,0.48,11.34,5,830.7,21.0,7.91
2024-12-25,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,28619,22472,204.57,712,2.49,0.29,12.47,13,1605.81,15.74,7.85
2024-12-26,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,24196,18951,216.2,539,2.23,0.4,9.1,31,4172.81,6.97,19.3
2024-12-26,META_C002,Retargeting - Add to Cart,CONVERSIONS,14240,8612,92.39,334,2.35,0.28,6.49,4,603.43,23.1,6.53
2024-12-26,META_C003,Brand Awareness - Video,AWARENESS,25631,17149,99.3,570,2.22,0.17,9.42,18,3100.76,5.52,31.23
2024-12-26,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,16103,10519,97.4,138,0.86,0.71,6.05,3,485.23,32.47,4.98
2024-12-26,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,24479,15137,169.62,328,1.34,0.52,6.93,10,1684.09,16.96,9.93
2024-12-27,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,9024,6037,51.01,219,2.43,0.23,5.65,6,887.88,8.5,17.41
2024-12-27,META_C002,Retargeting - Add to Cart,CONVERSIONS,26558,16249,152.46,601,2.26,0.25,6.52,17,2230.99,8.97,14.63
2024-12-27,META_C003,Brand Awareness - Video,AWARENESS,27116,18269,90.15,395,1.46,0.23,5.43,4,570.62,22.54,6.33
2024-12-27,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,26708,19455,134.41,535,2.0,0.25,5.03,6,579.5,22.4,4.31
2024-12-27,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,17768,11526,193.25,228,1.28,0.85,12.63,10,1312.42,19.32,6.79
2024-12-28,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,11997,7909,120.64,151,1.26,0.8,10.06,3,336.37,40.21,2.79
2024-12-28,META_C002,Retargeting - Add to Cart,CONVERSIONS,25322,20421,146.87,597,2.36,0.25,10.7,7,758.96,20.98,5.17
2024-12-28,META_C003,Brand Awareness - Video,AWARENESS,18828,13049,89.13,198,1.05,0.45,8.08,7,1344.6,12.73,15.09
2024-12-28,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,18285,11169,194.08,222,1.21,0.87,10.61,5,848.1,38.82,4.37
2024-12-28,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,28615,21375,182.42,289,1.01,0.63,7.24,16,2563.13,11.4,14.05
2024-12-29,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,9452,7236,78.78,207,2.19,0.38,8.33,3,507.64,26.26,6.44
2024-12-29,META_C002,Retargeting - Add to Cart,CONVERSIONS,20550,13290,143.92,175,0.85,0.82,10.55,7,1118.94,20.56,7.77
2024-12-29,META_C003,Brand Awareness - Video,AWARENESS,12286,8443,87.78,276,2.25,0.32,9.56,3,303.94,29.26,3.46
2024-12-29,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,11609,8498,114.43,149,1.28,0.77,9.86,7,682.58,16.35,5.97
2024-12-29,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,15583,9502,70.47,176,1.13,0.4,4.52,4,721.22,17.62,10.23
2024-12-30,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,12744,10132,131.78,220,1.73,0.6,10.34,7,728.86,18.83,5.53
2024-12-30,META_C002,Retargeting - Add to Cart,CONVERSIONS,30753,22831,152.21,287,0.93,0.53,12.15,5,529.89,30.44,3.48
2024-12-30,META_C003,Brand Awareness - Video,AWARENESS,28904,23574,87.08,297,1.03,0.29,9.05,15,2883.16,5.81,33.11
2024-12-30,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,13627,8214,99.65,300,2.2,0.33,7.31,10,1606.05,9.96,16.12
2024-12-30,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,18757,12874,119.21,371,1.98,0.32,6.36,10,1253.23,11.92,10.51
2024-12-31,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,8830,5438,87.28,135,1.53,0.65,9.88,6,872.57,14.55,10.0
2024-12-31,META_C002,Retargeting - Add to Cart,CONVERSIONS,18104,11592,144.79,173,0.96,0.84,11.62,7,957.3,20.68,6.61
2024-12-31,META_C003,Brand Awareness - Video,AWARENESS,28435,23593,99.63,254,0.89,0.39,9.68,9,1557.79,11.07,15.64
2024-12-31,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,20821,15582,256.32,201,0.97,1.28,12.31,8,1444.11,32.04,5.63
2024-12-31,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,29381,22341,198.03,278,0.95,0.71,11.73,13,1426.48,15.23,7.2
2025-01-01,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,14525,10148,104.12,157,1.08,0.66,7.17,3,276.49,34.71,2.66
2025-01-01,META_C002,Retargeting - Add to Cart,CONVERSIONS,20244,16036,152.11,305,1.51,0.5,11.99,14,1703.35,10.87,11.2
2025-01-01,META_C003,Brand Awareness - Video,AWARENESS,10144,7800,101.03,187,1.84,0.54,10.11,3,551.54,33.68,5.46
2025-01-01,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,23979,19228,268.86,222,0.93,1.21,11.21,4,400.86,67.22,1.49
2025-01-01,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,14690,10501,181.86,296,2.01,0.61,12.38,3,382.66,60.62,2.1
2025-01-02,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,25312,16003,258.23,354,1.4,0.73,11.45,16,1700.84,16.14,6.59
2025-01-02,META_C002,Retargeting - Add to Cart,CONVERSIONS,25517,15447,146.13,512,2.01,0.29,5.73,21,2992.71,6.96,20.48
2025-01-02,META_C003,Brand Awareness - Video,AWARENESS,25132,19940,102.77,540,2.15,0.19,12.91,24,3675.77,4.28,35.77
2025-01-02,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,11718,7515,136.15,216,1.84,0.63,11.62,6,557.18,22.69,4.09
2025-01-02,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,16717,11788,145.02,164,0.98,0.88,8.68,5,652.36,29.0,4.5
2025-01-03,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,32760,26714,262.48,548,1.67,0.48,8.26,10,1511.46,26.25,5.76
2025-01-03,META_C002,Retargeting - Add to Cart,CONVERSIONS,14274,10835,151.09,180,1.26,0.84,12.65,4,390.49,37.77,2.58
2025-01-03,META_C003,Brand Awareness - Video,AWARENESS,15718,9794,99.17,326,2.07,0.3,8.8,4,509.58,24.79,5.14
2025-01-03,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,15773,9875,119.71,296,1.88,0.4,7.59,16,2240.52,7.48,18.72
2025-01-03,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,26869,17102,176.1,302,1.12,0.58,12.28,4,496.26,44.02,2.82
2025-01-04,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,22168,18776,231.52,394,1.78,0.59,11.38,16,2888.0,14.47,12.47
2025-01-04,META_C002,Retargeting - Add to Cart,CONVERSIONS,26622,19762,149.88,273,1.03,0.55,10.29,5,828.72,29.98,5.53
2025-01-04,META_C003,Brand Awareness - Video,AWARENESS,29380,20634,89.32,443,1.51,0.2,13.02,12,2307.99,7.44,25.84
2025-01-04,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,15706,11272,94.98,354,2.25,0.27,6.05,8,1433.5,11.87,15.09
2025-01-04,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,30853,19074,180.21,338,1.1,0.53,11.06,13,2179.01,13.86,12.09
2025-01-05,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,18353,11191,227.51,231,1.26,0.98,12.4,8,744.46,28.44,3.27
2025-01-05,META_C002,Retargeting - Add to Cart,CONVERSIONS,17010,12428,133.75,360,2.12,0.37,8.95,8,1230.76,16.72,9.2
2025-01-05,META_C003,Brand Awareness - Video,AWARENESS,15370,10855,95.7,234,1.52,0.41,6.23,2,186.2,47.85,1.95
2025-01-05,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,20201,13045,192.89,386,1.91,0.5,9.55,22,3259.54,8.77,16.9
2025-01-05,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,27854,21956,178.56,614,2.2,0.29,12.51,33,4395.73,5.41,24.62
2025-01-06,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,16394,13738,162.68,351,2.14,0.46,9.92,8,875.24,20.34,5.38
2025-01-06,META_C002,Retargeting - Add to Cart,CONVERSIONS,21964,16287,141.21,479,2.18,0.29,11.67,12,1839.49,11.77,13.03
2025-01-06,META_C003,Brand Awareness - Video,AWARENESS,13845,9641,89.32,301,2.17,0.3,11.95,7,656.56,12.76,7.35
2025-01-06,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,11460,9012,76.85,227,1.98,0.34,6.71,6,853.45,12.81,11.11
2025-01-06,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,18571,15540,134.0,263,1.42,0.51,7.22,11,1833.81,12.18,13.69
2025-01-07,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,31162,25566,216.18,645,2.07,0.34,6.94,36,4575.17,6.0,21.16
2025-01-07,META_C002,Retargeting - Add to Cart,CONVERSIONS,19555,16130,141.92,457,2.34,0.31,7.55,22,2569.1,6.45,18.1
2025-01-07,META_C003,Brand Awareness - Video,AWARENESS,16660,11466,104.98,352,2.11,0.3,12.43,12,1093.43,8.75,10.42
2025-01-07,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,25679,17907,256.03,415,1.62,0.62,9.97,23,2128.56,11.13,8.31
2025-01-07,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,26033,18287,197.01,212,0.81,0.93,10.68,5,554.0,39.4,2.81
2025-01-08,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,12841,10043,83.57,156,1.21,0.54,6.51,6,1015.58,13.93,12.15
2025-01-08,META_C002,Retargeting - Add to Cart,CONVERSIONS,16812,12621,130.33,337,2.0,0.39,11.66,8,827.93,16.29,6.35
2025-01-08,META_C003,Brand Awareness - Video,AWARENESS,22004,14447,85.86,212,0.96,0.4,11.63,7,1083.49,12.27,12.62
2025-01-08,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,26463,17593,312.19,436,1.65,0.72,11.81,20,2954.67,15.61,9.46
2025-01-08,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,10481,7143,54.19,124,1.18,0.44,5.17,5,606.39,10.84,11.19
2025-01-09,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,24608,16059,218.04,571,2.32,0.38,11.31,29,4775.4,7.52,21.9
2025-01-09,META_C002,Retargeting - Add to Cart,CONVERSIONS,10431,6802,124.78,111,1.06,1.12,11.96,4,480.64,31.2,3.85
2025-01-09,META_C003,Brand Awareness - Video,AWARENESS,14174,10544,87.81,242,1.71,0.36,7.68,7,1195.58,12.54,13.62
2025-01-09,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,11286,8522,93.01,134,1.19,0.69,8.24,1,183.25,93.01,1.97
2025-01-09,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,16699,12862,192.6,246,1.47,0.78,12.74,5,963.72,38.52,5.0
2025-01-10,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,25306,19392,206.25,509,2.01,0.41,8.15,12,1871.44,17.19,9.07
2025-01-10,META_C002,Retargeting - Add to Cart,CONVERSIONS,19210,11557,131.18,320,1.67,0.41,11.51,8,1021.04,16.4,7.78
2025-01-10,META_C003,Brand Awareness - Video,AWARENESS,20352,17284,88.65,375,1.84,0.24,7.99,8,812.88,11.08,9.17
2025-01-10,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,10014,6065,82.06,111,1.11,0.74,8.19,5,521.1,16.41,6.35
2025-01-10,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,30950,23116,143.7,409,1.32,0.35,4.64,13,1576.5,11.05,10.97
2025-01-11,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,26427,19064,147.06,537,2.03,0.27,5.56,11,1156.73,13.37,7.87
2025-01-11,META_C002,Retargeting - Add to Cart,CONVERSIONS,20886,16723,135.79,463,2.22,0.29,6.85,8,1262.72,16.97,9.3
2025-01-11,META_C003,Brand Awareness - Video,AWARENESS,31911,25858,91.4,332,1.04,0.28,4.94,19,3770.62,4.81,41.25
2025-01-11,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,14486,11116,171.03,162,1.12,1.06,11.81,1,135.32,171.03,0.79
2025-01-11,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,30566,25239,168.85,456,1.49,0.37,5.52,22,3460.68,7.67,20.5
2025-01-12,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,21235,15883,111.41,528,2.49,0.21,5.25,7,1029.82,15.92,9.24
2025-01-12,META_C002,Retargeting - Add to Cart,CONVERSIONS,15954,11725,144.82,358,2.24,0.4,9.45,10,1467.99,14.48,10.14
2025-01-12,META_C003,Brand Awareness - Video,AWARENESS,9064,7227,60.58,113,1.25,0.54,6.68,1,107.03,60.58,1.77
2025-01-12,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,32653,22202,174.94,433,1.33,0.4,5.36,5,731.32,34.99,4.18
2025-01-12,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,13972,10197,78.78,253,1.81,0.31,5.64,3,401.59,26.26,5.1
2025-01-13,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,14655,9673,129.5,274,1.87,0.47,8.84,4,485.71,32.38,3.75
2025-01-13,META_C002,Retargeting - Add to Cart,CONVERSIONS,12612,9271,96.97,269,2.13,0.36,7.69,3,591.72,32.32,6.1
2025-01-13,META_C003,Brand Awareness - Video,AWARENESS,10563,8379,73.37,97,0.92,0.76,6.95,2,253.8,36.69,3.46
2025-01-13,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,29849,25263,164.72,510,1.71,0.32,5.52,9,976.1,18.3,5.93
2025-01-13,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,29763,21226,149.01,373,1.25,0.4,5.01,13,1649.83,11.46,11.07
2025-01-14,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,18010,11555,119.12,416,2.31,0.29,6.61,8,1386.07,14.89,11.64
2025-01-14,META_C002,Retargeting - Add to Cart,CONVERSIONS,15690,11274,99.32,350,2.23,0.28,6.33,8,933.15,12.41,9.4
2025-01-14,META_C003,Brand Awareness - Video,AWARENESS,22991,14916,86.89,426,1.85,0.2,9.12,15,1537.94,5.79,17.7
2025-01-14,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,22280,15855,127.82,364,1.63,0.35,5.74,5,976.69,25.56,7.64
2025-01-14,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,22642,14165,182.9,410,1.81,0.45,10.58,9,1536.07,20.32,8.4
2025-01-15,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,23906,17642,141.7,346,1.45,0.41,5.93,5,635.71,28.34,4.49
2025-01-15,META_C002,Retargeting - Add to Cart,CONVERSIONS,23055,18621,134.51,510,2.21,0.26,6.66,27,3647.76,4.98,27.12
2025-01-15,META_C003,Brand Awareness - Video,AWARENESS,8591,6647,85.36,155,1.8,0.55,10.27,6,789.95,14.23,9.25
2025-01-15,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,24494,17318,230.59,299,1.22,0.77,9.41,12,2052.72,19.22,8.9
2025-01-15,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,29425,20451,132.88,547,1.86,0.24,4.52,31,3144.05,4.29,23.66
2025-01-16,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,15524,9834,165.86,256,1.65,0.65,10.68,4,415.93,41.47,2.51
2025-01-16,META_C002,Retargeting - Add to Cart,CONVERSIONS,20939,15214,136.66,310,1.48,0.44,9.56,3,471.35,45.55,3.45
2025-01-16,META_C003,Brand Awareness - Video,AWARENESS,17309,14365,92.97,216,1.25,0.43,9.13,11,1009.68,8.45,10.86
2025-01-16,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,15192,12698,140.26,174,1.15,0.81,9.23,8,899.7,17.53,6.41
2025-01-16,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,13461,8722,70.87,245,1.82,0.29,5.27,10,1949.76,7.09,27.51
2025-01-17,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,13072,7862,114.92,210,1.61,0.55,8.79,2,279.98,57.46,2.44
2025-01-17,META_C002,Retargeting - Add to Cart,CONVERSIONS,14326,9578,82.79,200,1.4,0.41,5.78,5,988.31,16.56,11.94
2025-01-17,META_C003,Brand Awareness - Video,AWARENESS,28520,21208,104.82,400,1.4,0.26,11.85,12,2345.96,8.73,22.38
2025-01-17,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,21389,13971,203.52,294,1.37,0.69,9.52,6,701.69,33.92,3.45
2025-01-17,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,8102,6645,51.59,76,0.94,0.68,6.37,2,398.44,25.8,7.72
2025-01-18,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,11190,6992,84.0,145,1.3,0.58,7.51,3,410.08,28.0,4.88
2025-01-18,META_C002,Retargeting - Add to Cart,CONVERSIONS,14911,12358,64.65,324,2.17,0.2,4.34,16,1636.34,4.04,25.31
2025-01-18,META_C003,Brand Awareness - Video,AWARENESS,29422,22753,94.12,383,1.3,0.25,6.18,6,732.18,15.69,7.78
2025-01-18,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,20762,16744,143.43,331,1.59,0.43,6.91,13,2244.81,11.03,15.65
2025-01-18,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,15189,11339,108.07,164,1.08,0.66,7.11,3,410.6,36.02,3.8
2025-01-19,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,27567,20491,217.66,436,1.58,0.5,11.72,13,2028.29,16.74,9.32
2025-01-19,META_C002,Retargeting - Add to Cart,CONVERSIONS,25863,20958,146.75,624,2.41,0.24,9.36,18,3268.91,8.15,22.28
2025-01-19,META_C003,Brand Awareness - Video,AWARENESS,28273,20438,92.54,302,1.07,0.31,9.83,11,1227.73,8.41,13.27
2025-01-19,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,18067,14782,84.7,330,1.83,0.26,4.69,8,1087.79,10.59,12.84
2025-01-19,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,16925,10521,68.18,198,1.17,0.34,4.03,6,1181.47,11.36,17.33
2025-01-20,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,26188,16419,211.29,520,1.99,0.41,8.07,24,3367.68,8.8,15.94
2025-01-20,META_C002,Retargeting - Add to Cart,CONVERSIONS,11870,8501,109.0,109,0.92,1.0,9.18,1,196.18,109.0,1.8
2025-01-20,META_C003,Brand Awareness - Video,AWARENESS,11339,7638,93.19,125,1.1,0.75,10.14,4,610.34,23.3,6.55
2025-01-20,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,17960,14902,112.75,177,0.99,0.64,6.28,5,857.55,22.55,7.61
2025-01-20,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,12945,9675,67.67,218,1.68,0.31,5.23,9,922.23,7.52,13.63
2025-01-21,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,28191,18505,139.82,306,1.09,0.46,4.96,4,711.05,34.95,5.09
2025-01-21,META_C002,Retargeting - Add to Cart,CONVERSIONS,18901,13176,138.63,204,1.08,0.68,11.61,4,465.15,34.66,3.36
2025-01-21,META_C003,Brand Awareness - Video,AWARENESS,18972,12765,98.39,402,2.12,0.24,8.13,18,2027.07,5.47,20.6
2025-01-21,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,10549,7759,58.98,178,1.69,0.33,5.59,4,692.71,14.74,11.74
2025-01-21,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,14912,12595,150.14,248,1.66,0.61,10.07,9,1498.35,16.68,9.98
2025-01-22,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,18951,13661,131.59,456,2.41,0.29,6.94,11,1066.74,11.96,8.11
2025-01-22,META_C002,Retargeting - Add to Cart,CONVERSIONS,11680,9511,101.54,254,2.17,0.4,8.69,12,1806.81,8.46,17.79
2025-01-22,META_C003,Brand Awareness - Video,AWARENESS,11896,7578,92.33,208,1.75,0.44,8.59,7,1093.69,13.19,11.85
2025-01-22,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,8706,5295,85.08,166,1.91,0.51,9.77,6,1187.98,14.18,13.96
2025-01-22,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,26378,18551,174.69,384,1.46,0.45,8.93,17,2694.4,10.28,15.42
2025-01-23,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,18658,12018,194.51,409,2.19,0.48,10.43,16,2096.01,12.16,10.78
2025-01-23,META_C002,Retargeting - Add to Cart,CONVERSIONS,8893,5852,98.82,158,1.78,0.63,11.11,5,805.93,19.76,8.16
2025-01-23,META_C003,Brand Awareness - Video,AWARENESS,18257,13894,101.77,363,1.99,0.28,6.46,9,1632.36,11.31,16.04
2025-01-23,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,18721,12049,86.52,425,2.27,0.2,4.62,21,3404.55,4.12,39.35
2025-01-23,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,11110,6927,75.11,270,2.43,0.28,6.76,5,869.15,15.02,11.57
2025-01-24,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,20625,12539,172.08,261,1.27,0.66,8.34,14,1623.84,12.29,9.44
2025-01-24,META_C002,Retargeting - Add to Cart,CONVERSIONS,9682,6196,103.56,208,2.15,0.5,10.7,7,1000.03,14.79,9.66
2025-01-24,META_C003,Brand Awareness - Video,AWARENESS,25752,18177,87.01,484,1.88,0.18,10.42,21,3966.91,4.14,45.59
2025-01-24,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,12935,9714,96.57,126,0.97,0.77,7.47,2,364.14,48.28,3.77
2025-01-24,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,24494,17037,173.23,456,1.86,0.38,10.63,24,4374.6,7.22,25.25
2025-01-25,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,16201,12738,120.21,275,1.7,0.44,7.42,13,1282.36,9.25,10.67
2025-01-25,META_C002,Retargeting - Add to Cart,CONVERSIONS,20980,15474,148.37,495,2.36,0.3,8.88,24,2739.84,6.18,18.47
2025-01-25,META_C003,Brand Awareness - Video,AWARENESS,26169,16500,102.66,254,0.97,0.4,8.98,13,2312.03,7.9,22.52
2025-01-25,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,19083,12923,138.23,218,1.14,0.63,7.24,8,793.25,17.28,5.74
