account_id,seller_id,account_name,city,state,account_type,industry,annual_revenue,num_employees
ACC_00582,99eaacc9e6046db1c82b163c5f84869f,Seller 99eaacc9,franca,SP,Premium,Health & Beauty,651656.2,23
ACC_00583,8603f0038fe0e52fedd3382d266723de,Seller 8603f003,garopaba,SC,Premium,Fashion,251126.67,4
ACC_00584,d98eec89afa3380e14463da2aabaea72,Seller d98eec89,porto alegre,RS,Standard,Health & Beauty,489007.98,45
ACC_00585,ab75b89cc49c9ab3160d0c91565a442a,Seller ab75b89c,tupa,SP,Standard,Fashion,1953476.54,48
ACC_00586,08084d990eb3f53af056ccbc1730c8a7,Seller 08084d99,sao paulo,SP,Standard,Electronics,978998.14,45
ACC_00587,d85efbc8eff2b7adf524e2820569adc8,Seller d85efbc8,sao paulo,SP,Standard,Retail,1466479.13,41
ACC_00588,23613d49c3ac2bd302259e55c06c050c,Seller 23613d49,porto ferreira,SP,Standard,Retail,419549.94,18
ACC_00589,87d3c3aeb3ead335511b3ce315eb341e,Seller 87d3c3ae,sao paulo,SP,Enterprise,Retail,452957.77,41
ACC_00590,93b9a99027bd8bd6af682aff18dd19bf,Seller 93b9a990,mairipora,SP,Standard,Fashion,518830.3,2
ACC_00591,0bf0150d5b9d60d9cd2906003332f085,Seller 0bf0150d,sao paulo,SP,Enterprise,Health & Beauty,691486.1,34
ACC_00592,7ecef8194babfec876ca720714327841,Seller 7ecef819,campinas,SP,Enterprise,Retail,846825.7,47
ACC_00593,87b4428a334b8f676fd9a7f3bf544fb5,Seller 87b4428a,guaimbe,SP,Standard,Sports,847608.23,39
ACC_00594,30829ded4523ab9224b93bc49a62c95f,Seller 30829ded,parai,RS,Enterprise,Sports,1114119.27,27
ACC_00595,dcb7367a92f5ffb89f1e2152ed260285,Seller dcb7367a,osvaldo cruz,SP,Standard,Retail,413690.9,28
ACC_00596,513a54369b6a8a6602fcb0e129c6d78d,Seller 513a5436,sao bernardo do campo,SP,Standard,Home & Garden,619316.35,22
ACC_00597,5075aaa8404020ae6aa8bf4792099b41,Seller 5075aaa8,pocos de caldas,MG,Enterprise,Sports,1275923.74,27
ACC_00598,d354c38a7182125a748cb10474fe963b,Seller d354c38a,aperibe,RJ,Enterprise,Electronics,810131.46,25
ACC_00599,4be9ae93c4fc0f41713d71a4194ee1b3,Seller 4be9ae93,divinopolis,MG,Enterprise,Home & Garden,1391512.34,48
ACC_00600,e0487761face83d64fcada2408959a36,Seller e0487761,sao paulo,SP,Premium,Health & Beauty,273050.87,6
ACC_00601,9996ae921c50e8dff411ac69c0b4bb8b,Seller 9996ae92,tupa,SP,Standard,Fashion,704661.19,49
ACC_00602,c3cfdc648177fdbbbb35635a37472c53,Seller c3cfdc64,curitiba,PR,Standard,Health & Beauty,197205.03,34
ACC_00603,c8cc60ffd415254af5d9b9f34f32c369,Seller c8cc60ff,sorocaba,SP,Standard,Retail,842456.97,34
ACC_00604,1ce3ae5a399804d1a87e706f8a813c3e,Seller 1ce3ae5a,jaguaruna,SC,Standard,Retail,1925921.61,13
ACC_00605,5f26c1408a65b42a7224cd463bdf3292,Seller 5f26c140,arapongas,PR,Premium,Retail,402807.38,46
ACC_00606,e59e575a175fadcadf8479e191770425,Seller e59e575a,nova iguacu,RJ,Standard,Sports,567914.07,39
ACC_00607,2138ccb85b11a4ec1e37afbd1c8eda1f,Seller 2138ccb8,sao paulo,SP,Standard,Health & Beauty,386571.75,7
ACC_00608,83d458c0d6d4f94295d63f091460bd60,Seller 83d458c0,vila velha,SP,Standard,Sports,1607532.29,48
ACC_00609,ef30892870c278497523264be1be2241,Seller ef308928,araraquara,SP,Standard,Sports,1323807.09,38
ACC_00610,d5b9a084373da994a6e37f732169a853,Seller d5b9a084,santo andre,SP,Premium,Health & Beauty,198630.39,32
ACC_00611,e9c2dc0dd4ac38448289be644ac94f42,Seller e9c2dc0d,joinville,SC,Standard,Fashion,441076.44,28
ACC_00612,fe87f472055fbcf1d7e691c00b1560dc,Seller fe87f472,campinas,SP,Standard,Home & Garden,1391734.15,37
ACC_00613,5a32c398a06c345440bf2a683b017ad3,Seller 5a32c398,rio de janeiro,RJ,Premium,Health & Beauty,487052.8,19
ACC_00614,f46490624488d3ff7ce78613913a7711,Seller f4649062,guarulhos,SP,Standard,Sports,563711.17,6
ACC_00615,4d0041cdbe51b4617d95c70b19decc74,Seller 4d0041cd,juiz de fora,MG,Standard,Sports,1225139.68,43
ACC_00616,db46ca7bce82b11f7e247539271fc390,Seller db46ca7b,rio de janeiro,RJ,Standard,Health & Beauty,1121211.02,25
ACC_00617,ad420dd0c4f92f8af951ac24b86d0cf5,Seller ad420dd0,fronteira,MG,Standard,Fashion,723931.35,27
ACC_00618,e8b4225284fbb02d16f200513f1f395d,Seller e8b42252,novo horizonte,SP,Standard,Fashion,470383.67,35
ACC_00619,f61c63d13f7cd800549d5acdd390ae72,Seller f61c63d1,pilar do sul,SP,Standard,Retail,1639260.43,17
ACC_00620,054694fa03fe82cec4b7551487331d74,Seller 054694fa,itajobi,SP,Enterprise,Retail,701061.31,48
ACC_00621,dc50afafdfa325eadc890c7fa42a8f4e,Seller dc50afaf,maringa,PR,Standard,Sports,1985164.59,5
ACC_00622,376d67b61dce0c990155286e7ae486a4,Seller 376d67b6,sao paulo,SP,Premium,Fashion,1901068.95,2
ACC_00623,7994b065a7ffb14e71c6312cf87b9de2,Seller 7994b065,cariacica / es,ES,Premium,Fashion,981771.37,30
ACC_00624,a9415cf907dfa12f9ed18693244f5329,Seller a9415cf9,prados,MG,Standard,Retail,372165.28,40
ACC_00625,b7d5b4b87af9d42b601865d3f3810bff,Seller b7d5b4b8,florianopolis,SC,Standard,Home & Garden,897523.01,28
ACC_00626,7315baebc0572ff220d226283dc66728,Seller 7315baeb,sao carlos,SP,Premium,Health & Beauty,723664.48,31
ACC_00627,4125d9385a25e82d2f72d3a0fd55bc3f,Seller 4125d938,santos,SP,Standard,Sports,79008.83,36
ACC_00628,c8b0e2b0a7095e5d8219575d5e7e1181,Seller c8b0e2b0,itaquaquecetuba,SP,Standard,Sports,478726.07,47
ACC_00629,38102b031c2a15e54623d711bfc753d3,Seller 38102b03,mucambo,CE,Standard,Retail,268563.3,35
ACC_00630,160e4f13fd3a64b1b86807be88b5ffb0,Seller 160e4f13,colombo,PR,Standard,Electronics,412958.41,23
ACC_00631,8ccf3cf69651cc1d8a02c8bfaf3b8568,Seller 8ccf3cf6,rio claro,SP,Standard,Sports,1067871.62,19
ACC_00632,391fc6631aebcf3004804e51b40bcf1e,Seller 391fc663,ibitinga,SP,Standard,Home & Garden,1712060.72,40
ACC_00633,33cbbec1e7e1044aaf11d152172c776f,Seller 33cbbec1,bento goncalves,RS,Standard,Electronics,164695.58,16
ACC_00634,da03c298e3999e9d828591fc2179d109,Seller da03c298,sao paulo,SP,Standard,Fashion,135935.26,18
ACC_00635,49383af7ab774e4e8f3000f49c83dc4b,Seller 49383af7,taubate,SP,Standard,Retail,1964264.49,45
ACC_00636,8a2d12a90e92f012ce5226fc6592b653,Seller 8a2d12a9,curitiba,PR,Enterprise,Retail,948845.4,9
ACC_00637,52956b80ae65fda598f06f6b9943e7a9,Seller 52956b80,maringa,PR,Standard,Home & Garden,1683873.03,10
ACC_00638,762ed976527cddf02787edba70fffa2a,Seller 762ed976,londrina,PR,Premium,Electronics,609687.3,17
ACC_00639,7994081388d55b9cf976c050653dd359,Seller 79940813,sao paulo,SP,Premium,Home & Garden,1625171.66,24
ACC_00640,585175ec331ea177fa47199e39a6170a,Seller 585175ec,montes claros,MG,Premium,Sports,1473271.49,5
ACC_00641,e59aa562b9f8076dd550fcddf0e73491,Seller e59aa562,curitiba,PR,Premium,Fashion,636891.05,49
ACC_00642,e84ad2127668df3aafc6b73531a0beb8,Seller e84ad212,sao paulo,SP,Premium,Home & Garden,1625856.5,40
ACC_00643,1a6245add4353f18ed55138808906979,Seller 1a6245ad,sao bernardo do campo,SP,Standard,Retail,496316.41,35
ACC_00644,e9779976487b77c6d4ac45f75ec7afe9,Seller e9779976,praia grande,SP,Premium,Home & Garden,1183073.33,13
ACC_00645,6b90f847357d8981edd79a1eb1bf0acb,Seller 6b90f847,guarulhos,SP,Standard,Retail,114437.89,23
ACC_00646,48328ec9a579151d9cc6a86d4a59336c,Seller 48328ec9,canoas,RS,Standard,Retail,1586996.71,1
ACC_00647,73a63f72308aa20a46f4b1632018f196,Seller 73a63f72,curitiba,PR,Standard,Retail,1736018.41,44
ACC_00648,f62d7bb4a613ec758a03342d46b580b2,Seller f62d7bb4,vicosa,MG,Standard,Sports,187967.05,18
ACC_00649,252e76235acb79183cfca6e34f13337d,Seller 252e7623,campinas,SP,Premium,Retail,1513850.93,15
ACC_00650,7c5b05cbdb5542049f38d90d7815b97d,Seller 7c5b05cb,sao paulo,SP,Enterprise,Health & Beauty,499398.62,16
ACC_00651,db4350fd57ae30082dec7acbaacc17f9,Seller db4350fd,sao paulo,SP,Standard,Sports,207754.28,14
ACC_00652,845e8036c3f7bf62099352f5ed910240,Seller 845e8036,rio de janeiro,RJ,Standard,Health & Beauty,1321070.97,45
ACC_00653,712efd3b68f9686dc856b84abd0f21ae,Seller 712efd3b,curitiba,PR,Standard,Health & Beauty,426299.31,9
ACC_00654,3364a91ec4d56c98e44174de954b94f6,Seller 3364a91e,porto velho,RO,Premium,Home & Garden,162625.08,33
ACC_00655,b00af24704019bd2e1b335e70ad11f7c,Seller b00af247,salvador,BA,Standard,Home & Garden,1819631.72,35
ACC_00656,4324dd16853115efb0fd9d0d131ba6f4,Seller 4324dd16,sao jose do rio pardo,SP,Standard,Home & Garden,1300665.01,17
ACC_00657,0a198e95d32b1be2da9424c962a6ebfa,Seller 0a198e95,contagem,MG,Standard,Retail,642233.49,44
ACC_00658,d1a1b40ec554c593a1a99366746289dd,Seller d1a1b40e,pato branco,PR,Standard,Home & Garden,1908391.6,28
ACC_00659,55a5b51f93f2b70ea513f5a047b0262a,Seller 55a5b51f,sao joao del rei,MG,Premium,Fashion,1109852.13,8
ACC_00660,6426d21aca402a131fc0a5d0960a3c90,Seller 6426d21a,ribeirao preto,SP,Standard,Home & Garden,1176273.23,34
ACC_00661,8a432f4e5b471f8da497d7dc517666e2,Seller 8a432f4e,presidente prudente,SP,Premium,Sports,543994.36,32
ACC_00662,da3fede3469bf49b7293ce3fc45b294d,Seller da3fede3,mogi das cruzes,SP,Standard,Retail,1458085.32,36
ACC_00663,c092292535a57dacd95a8765f5518f87,Seller c0922925,paracambi,RJ,Premium,Health & Beauty,958038.12,45
ACC_00664,20a8b0dc55da94fe74d112082427c84f,Seller 20a8b0dc,itu,SP,Standard,Health & Beauty,864637.81,40
ACC_00665,bfd27a966d91cfaafdb25d076585f0da,Seller bfd27a96,serra negra,SP,Standard,Retail,1786028.12,3
ACC_00666,fadb07c842a2aef5d5a676b85f220e71,Seller fadb07c8,sao jose do rio preto,SP,Standard,Electronics,423611.77,19
ACC_00667,6b15924333bd1a741595fe981ea04822,Seller 6b159243,sao caetano do sul,SP,Standard,Health & Beauty,1310352.38,33
ACC_00668,1c83418358f249c9d6affa52d579db0e,Seller 1c834183,sao paulo,SP,Standard,Fashion,456342.08,46
ACC_00669,04e38a233f726ef161074ab1c9b0399a,Seller 04e38a23,sao paulo,SP,Premium,Fashion,1781029.16,5
ACC_00670,1b4b28463457a256e9a784ebe2a8f630,Seller 1b4b2846,piracicaba,SP,Standard,Electronics,1915772.41,14
ACC_00671,db7ed69a53aa9fb1c01930ba54a88bbe,Seller db7ed69a,jaguariuna,SP,Standard,Sports,265855.47,28
ACC_00672,f664f98bfda2eaf266a23ff144e7a872,Seller f664f98b,sao paulo,SP,Standard,Health & Beauty,163788.16,20
ACC_00673,7ade73f1b9b4e965f9009a4c3a7e2c15,Seller 7ade73f1,bauru,SP,Premium,Home & Garden,1476558.51,27
ACC_00674,a369d693961cb93b61ca2cc518872a85,Seller a369d693,sao jose do rio preto,SP,Standard,Health & Beauty,490483.67,47
ACC_00675,fb8904a8ea99f8831b64ce27db2c1765,Seller fb8904a8,sao caetano do sul,SP,Standard,Retail,1699613.55,44
ACC_00676,2ef086a599b597572aca4433b7ed6b3d,Seller 2ef086a5,jaragua do sul,SC,Standard,Sports,876736.87,48
ACC_00677,134285d1f41da5c13a756ee8142c8a4e,Seller 134285d1,sao paulo,SP,Standard,Health & Beauty,419005.0,47
ACC_00678,9ed65337433adfbedefd23dd76eaa494,Seller 9ed65337,sao paulo,SP,Standard,Electronics,1571155.84,36
ACC_00679,aec99834ab5d38ead22766ada8497e87,Seller aec99834,colombo,PR,Standard,Fashion,133976.82,40
ACC_00680,b8578d2d823bd8e251f6fdd02b40902d,Seller b8578d2d,blumenau,SC,Premium,Fashion,1848785.7,47
ACC_00681,d9d43faf741ceaa8da52fdbb81d9e0e3,Seller d9d43faf,juiz de fora,SP,Standard,Retail,166356.49,26
ACC_00682,964ff64dc05b13811c6d0f41e0aa5f6b,Seller 964ff64d,sao paulo,SP,Standard,Home & Garden,1048300.69,4
ACC_00683,96e5dc09087bad639b4ee193104ec2e5,Seller 96e5dc09,bom jardim,RJ,Standard,Home & Garden,736485.84,10
ACC_00684,24c1de8d9551c0b4fbc53317d53efda8,Seller 24c1de8d,serra redonda,PB,Standard,Electronics,1468634.45,35
ACC_00685,0336182e1b3e92f029d5354832045fdf,Seller 0336182e,ibitinga,SP,Standard,Sports,274843.52,21
ACC_00686,c03121937e54a93fcc1825c3098bbb6e,Seller c0312193,curitiba,PR,Standard,Sports,1350359.24,14
ACC_00687,b87a7ea0c30fad2dd6781b74a0064859,Seller b87a7ea0,sao paulo,SP,Premium,Electronics,307254.85,14
ACC_00688,84c945f15571830c1a91a33978e94009,Seller 84c945f1,sao paulo,SP,Standard,Electronics,769489.78,16
ACC_00689,2d378dbb39815785238c0139c7647fb7,Seller 2d378dbb,sao francisco do sul,SC,Standard,Fashion,1123875.07,35
ACC_00690,0b0ddbc7b9d9584f442c7ac92b0ff6c9,Seller 0b0ddbc7,guarulhos,SP,Enterprise,Sports,345729.71,10
ACC_00691,51209b446b2073894bdc0face6c73ffc,Seller 51209b44,vila velha,ES,Premium,Health & Beauty,1992389.91,21
ACC_00692,5996cddab893a4652a15592fb58ab8db,Seller 5996cdda,presidente prudente,SP,Premium,Sports,245752.31,19
ACC_00693,aa8af66c623d7d544dfe4bb85b5ebe3b,Seller aa8af66c,betim,MG,Standard,Retail,1232859.63,14
ACC_00694,1690cada046eb7e92c12f98b1f8a8167,Seller 1690cada,sao paulo,SP,Standard,Fashion,1022403.23,17
ACC_00695,385799a1cddbd26dfeb9157356a42282,Seller 385799a1,sao paulo,SP,Standard,Sports,968529.55,32
ACC_00696,42b729f859728f5079499127a9c2ef37,Seller 42b729f8,sao paulo,SP,Premium,Electronics,603590.89,32
ACC_00697,556a6409838156ea299c9d1f9e2dde43,Seller 556a6409,curitiba,PR,Premium,Sports,575472.6,21
ACC_00698,179d859f51292aac5c10806a356f7af9,Seller 179d859f,ribeirao pires,SP,Standard,Sports,1734396.29,19
ACC_00699,934ed5cd1b9c1c7382d0a94a94b9e639,Seller 934ed5cd,curitiba,PR,Premium,Home & Garden,1285078.55,8
ACC_00700,be3b4b0f050a6aa1b2d901c4b77e979f,Seller be3b4b0f,imbituva,PR,Standard,Health & Beauty,1248142.66,13
ACC_00701,6806dad1da97bfb5a9038eac6881f706,Seller 6806dad1,guaratuba,PR,Standard,Sports,1556624.9,19
ACC_00702,94231344608e603693b0a8891143f65d,Seller 94231344,porto alegre,SP,Standard,Fashion,1860543.74,8
ACC_00703,446cc09cdbb130904da114e807dbec40,Seller 446cc09c,sao paulo,SP,Standard,Fashion,112283.29,29
ACC_00704,47efca563408aae19bb7206c2d969ea9,Seller 47efca56,teresina,PI,Standard,Home & Garden,499519.39,24
ACC_00705,00ab3eff1b5192e5f1a63bcecfee11c8,Seller 00ab3eff,sao paulo,SP,Premium,Health & Beauty,1523235.51,23
ACC_00706,71271995e85f5b8530be99ed54a91b89,Seller 71271995,porto alegre,RS,Standard,Fashion,398506.79,49
ACC_00707,a435b009cd956ea60748b5cfbddf2e24,Seller a435b009,franca,SP,Standard,Electronics,619149.57,4
ACC_00708,11938fcc75f6902fea1d0a6f72b54a57,Seller 11938fcc,sao miguel d'oeste,SC,Standard,Retail,1241571.92,21
ACC_00709,9b76ad3d04236f76bc71c59470305e13,Seller 9b76ad3d,boituva,SP,Enterprise,Electronics,1105487.46,42
ACC_00710,d7ab82074b5f1dfba46db123df101bff,Seller d7ab8207,atibaia,SP,Standard,Fashion,711696.85,6
ACC_00711,9c0e69c7bf2619675bbadf47b43f655a,Seller 9c0e69c7,sao jose dos campos,SP,Standard,Fashion,1491988.89,15
ACC_00712,94d76e96eedd976258cd3278ce56d5f2,Seller 94d76e96,sao roque,SP,Standard,Retail,1499658.62,18
ACC_00713,52f976b17ea7f2f087f56dcc419328f6,Seller 52f976b1,california,PR,Standard,Home & Garden,1100376.25,9
ACC_00714,4e326052e5dbba8adcd512f3450a307e,Seller 4e326052,sao paulo,SP,Premium,Electronics,847101.98,24
ACC_00715,3586b8580d9c917874e053a1bb37b5ff,Seller 3586b858,araraquara,SP,Premium,Home & Garden,762649.5,5
ACC_00716,6edacfd9f9074789dad6d62ba7950b9c,Seller 6edacfd9,guarulhos,SP,Enterprise,Electronics,215767.3,45
ACC_00717,52831e5990d0771cb4951d6f12928167,Seller 52831e59,tupa,SP,Enterprise,Electronics,501517.87,41
ACC_00718,9e7c5f4d7770eab65738cca38f9efccf,Seller 9e7c5f4d,sao paulo,SP,Standard,Retail,234855.28,10
ACC_00719,4677a5437afda5fa7140b927b07be1cc,Seller 4677a543,japira,PR,Standard,Retail,127885.72,2
ACC_00720,3e8bd881d92466e63ba9e3e809cd3c50,Seller 3e8bd881,rio de janeiro,RJ,Standard,Home & Garden,920767.84,11
ACC_00721,4a1917ef994878940e1fb03eeb787ad7,Seller 4a1917ef,brasilia,DF,Premium,Retail,234735.98,32
ACC_00722,334cab711dee080b079fa5779b584783,Seller 334cab71,santo andre,SP,Standard,Home & Garden,452297.15,34
ACC_00723,9dd59e43f0c9f0553244e8f9c2fb247e,Seller 9dd59e43,foz do iguacu,PR,Standard,Health & Beauty,979536.64,38
ACC_00724,ccf8813e5a7d6c84d865cd38bfc2b130,Seller ccf8813e,taubate,SP,Standard,Sports,569190.11,23
ACC_00725,8d956fec2e4337affcb520f56fd8cbfd,Seller 8d956fec,sao bernardo do campo,SP,Standard,Home & Garden,324541.5,7
ACC_00726,e5a3438891c0bfdb9394643f95273d8e,Seller e5a34388,limeira,SP,Standard,Health & Beauty,444019.13,3
ACC_00727,f9f68daa2af419d38f745478bcb3da1a,Seller f9f68daa,sumare,SP,Premium,Sports,1375564.34,46
ACC_00728,138dbe45fc62f1e244378131a6801526,Seller 138dbe45,sao paulo,SP,Premium,Retail,482816.92,46
ACC_00729,5058e8c1e82653974541e83690655b4a,Seller 5058e8c1,itaquaquecetuba,SP,Premium,Sports,1912853.05,44
ACC_00730,cd2169d9f31ff6fbb9ca3373b0c9e354,Seller cd2169d9,nova friburgo,RJ,Standard,Retail,662380.55,47
ACC_00731,15aec03fe4cf30dfa574cf550f5ff5ff,Seller 15aec03f,rio de janeiro,RJ,Premium,Health & Beauty,347930.8,31
ACC_00732,9674754b5a0cb32b638cec001178f799,Seller 9674754b,sao paulo,SP,Standard,Electronics,1879355.34,19
ACC_00733,c161d1327ebc3a156c09582ab2f59f6c,Seller c161d132,sao paulo,SP,Standard,Retail,1576363.34,18
ACC_00734,4d232b78ab7ef10393dc3807d827bc0d,Seller 4d232b78,belo horizonte,MG,Standard,Electronics,1292164.98,46
ACC_00735,23ff42c4bf1f8f16cddb19d8b972974a,Seller 23ff42c4,itau de minas,MG,Standard,Sports,1216822.92,10
ACC_00736,d3dcf0604eabf0224fbd5948b5e02f69,Seller d3dcf060,sao paulo,SP,Premium,Retail,1395823.52,1
ACC_00737,49067458c68f7701fd334ce326accbe0,Seller 49067458,juiz de fora,MG,Standard,Sports,268927.58,19
ACC_00738,dfa0c4c6229ab200a4a1336b4d7128ff,Seller dfa0c4c6,florianopolis,SC,Standard,Home & Garden,380952.73,25
ACC_00739,35281d148dcf7134bae913c57db4e6da,Seller 35281d14,sao paulo,SP,Standard,Health & Beauty,534169.32,36
ACC_00740,76833248bbc0e65a0293ec62023e4396,Seller 76833248,birigui,SP,Standard,Sports,1110811.41,37
ACC_00741,48e5ee06fb2dc74df1c711a9b6dfac2a,Seller 48e5ee06,oliveira,MG,Premium,Retail,63334.3,22
ACC_00742,2cb6eb1b7185064167657fa09f541105,Seller 2cb6eb1b,sabara,MG,Enterprise,Electronics,1844500.22,23
ACC_00743,0f7eea709efdf942b5f95c7516dbacd7,Seller 0f7eea70,pedrinhas paulista,SP,Enterprise,Fashion,200162.14,33
ACC_00744,54583ab379489add547fe47b628db589,Seller 54583ab3,sao bernardo do campo,SP,Premium,Sports,246310.41,7
ACC_00745,51e0557bc7b86de13e946c60ee91ce39,Seller 51e0557b,belo horizonte,MG,Standard,Electronics,755650.28,14
ACC_00746,0bebbb2cea103a4a020c95d43fd7d754,Seller 0bebbb2c,sao paulo,SP,Enterprise,Electronics,1577409.79,22
ACC_00747,9da1ca0bef29ee170e541927a5aeabdc,Seller 9da1ca0b,votuporanga,SP,Standard,Fashion,1122808.1,37
ACC_00748,6c7d50c24b3ccd2fd83b44d8bb34e073,Seller 6c7d50c2,presidente prudente,SP,Standard,Home & Garden,898305.03,29
ACC_00749,3faf68a3b0af94b10bac70d86077be49,Seller 3faf68a3,holambra,SP,Standard,Electronics,376129.27,27
ACC_00750,05feb94f19d094d4b0f9281f0b1d4c99,Seller 05feb94f,mogi das cruzes,SP,Standard,Electronics,511108.81,45
ACC_00751,f650a9708fa1bab22bdd8d3a818cc415,Seller f650a970,ararangua,SC,Standard,Sports,141239.83,2
ACC_00752,5cbbd5a299cab112b7bf23862255e43e,Seller 5cbbd5a2,pinhais,PR,Standard,Health & Beauty,1209459.8,25
ACC_00753,07d75e33f2750d97d467fb57e4dfdd8a,Seller 07d75e33,sao paulo,SP,Standard,Retail,1510554.75,41
ACC_00754,8a8835a43bda99fd37310ad76c457510,Seller 8a8835a4,sao caetano do sul,SP,Premium,Home & Garden,1187898.51,46
ACC_00755,ca3bd7cd9f149df75950150d010fe4a2,Seller ca3bd7cd,sao paulo,SP,Standard,Retail,1449737.72,26
ACC_00756,323ce52b5b81df2cd804b017b7f09aa7,Seller 323ce52b,sao paulo,SP,Standard,Sports,514773.4,33
ACC_00757,ebd1417732defaf66c50b5a800eb293e,Seller ebd14177,londrina,PR,Standard,Electronics,473195.05,36
ACC_00758,76ea5315acb3f5f7ade3cd261faf922a,Seller 76ea5315,sao paulo,SP,Standard,Home & Garden,1038279.56,18
ACC_00759,4b1eaadf791bdbbad8c4a35b65236d52,Seller 4b1eaadf,ribeirao preto,SP,Standard,Home & Garden,469605.83,30
ACC_00760,4cc43a222a0f94910728b62b97a8c5f8,Seller 4cc43a22,ribeirao preto,SP,Standard,Retail,61796.2,43
ACC_00761,bc503e244f187939d10c92a5c8e378ce,Seller bc503e24,birigui,SP,Premium,Sports,353314.76,11
ACC_00762,b6f52e346160519c24a23af05410ad32,Seller b6f52e34,sao paulo,SP,Standard,Fashion,191031.37,36
ACC_00763,70125af26c2d6d4ef401a1d02ae7701f,Seller 70125af2,goiania,GO,Enterprise,Home & Garden,1098645.99,2
ACC_00764,c84592044b180dec206770c38603814b,Seller c8459204,sao paulo,SP,Standard,Electronics,1400677.15,39
ACC_00765,1caf283236cd69af44cbc09a0a1e7d32,Seller 1caf2832,nova iguacu,RJ,Standard,Sports,1768401.69,46
ACC_00766,ba90964cff9b9e0e6f32b23b82465f7b,Seller ba90964c,guarulhos,SP,Standard,Health & Beauty,976537.04,4
ACC_00767,5e9f5bd34e0830569f05c9d4f56e04a8,Seller 5e9f5bd3,porto alegre,RS,Standard,Home & Garden,1193027.9,24
ACC_00768,15fa791d5e017f66402dc28c44480657,Seller 15fa791d,sao paulo,SP,Standard,Fashion,1015064.23,43
ACC_00769,20d83f3ef0e6925fd74bfd59170babf7,Seller 20d83f3e,sao paulo,SP,Standard,Home & Garden,386451.87,41
ACC_00770,59417c56835dd8e2e72f91f809cd4092,Seller 59417c56,limeira,SP,Enterprise,Electronics,635852.59,31
ACC_00771,a13580f0e8f782b7a543885a0ef99f08,Seller a13580f0,rio de janeiro,RJ,Standard,Sports,572493.31,47
ACC_00772,ccada0ef508e698917a6eab263375905,Seller ccada0ef,pato bragado,PR,Standard,Sports,1455662.77,48
ACC_00773,4bde6149c15cf7e177b36fa060dd6de8,Seller 4bde6149,carazinho,RS,Premium,Electronics,264527.37,30
ACC_00774,fe1bbc5feda5c8979a8a1b3b2512d5a6,Seller fe1bbc5f,arinos,MG,Standard,Electronics,224278.07,49
ACC_00775,23a0ffca143a15b9b5bbdb7d552f626a,Seller 23a0ffca,sao pedro,SP,Premium,Health & Beauty,531049.6,47
ACC_00776,32b8764b4ef628b53608fc34011fcc13,Seller 32b8764b,lages,SC,Standard,Health & Beauty,1805701.77,48
ACC_00777,e7df4cd29ab5abab70fb0783ddb53987,Seller e7df4cd2,sao paulo,SP,Enterprise,Health & Beauty,755416.64,21
ACC_00778,0432ead42b6c8a0bdf68154add917fdf,Seller 0432ead4,maua,SP,Premium,Home & Garden,1440509.75,29
ACC_00779,7e959205cebc10adefcb331f934238a4,Seller 7e959205,sao paulo,SP,Standard,Electronics,1524538.23,4
ACC_00780,2a261b5b644fa05f4f2700eb93544f2c,Seller 2a261b5b,porto ferreira,SP,Enterprise,Retail,663227.27,49
ACC_00781,f680f85bee2d253556ac91be391d2c82,Seller f680f85b,carapicuiba,SP,Enterprise,Retail,771907.11,5
ACC_00782,3785b653b1b82de85ab47dd139938091,Seller 3785b653,ampere,PR,Standard,Retail,1678674.91,17
ACC_00783,d379f449f2a3b271bc01c0782020f705,Seller d379f449,divinopolis,MG,Standard,Sports,1728929.36,4
ACC_00784,7ea5bfa6c340f58f8e71fc1f0412b0d6,Seller 7ea5bfa6,belo horizonte,MG,Standard,Home & Garden,791980.44,39
ACC_00785,dc120d932ddf9d4dfb6fd68beefda622,Seller dc120d93,sao jose dos pinhais,PR,Standard,Home & Garden,1437680.48,33
ACC_00786,6902157ee16728322d61a1321fa79e58,Seller 6902157e,sao paulo,SP,Standard,Fashion,1258889.36,13
ACC_00787,f3041c2e75ec683697a6a5ea82192210,Seller f3041c2e,itauna,MG,Enterprise,Home & Garden,698583.93,25
ACC_00788,c54679b132454625907c773d273d4126,Seller c54679b1,guaruja,SP,Enterprise,Sports,216682.96,36
ACC_00789,d26aa40b90272d4843d63be7c1462c8d,Seller d26aa40b,sao paulo,SP,Standard,Sports,232507.35,22
ACC_00790,a2fa0bdc798ee84cdb08281337cf4fb6,Seller a2fa0bdc,florianopolis,SC,Standard,Home & Garden,498194.79,21
ACC_00791,bd697db56ff8e7c9cd1abeb7f72029b2,Seller bd697db5,sao paulo,SP,Enterprise,Retail,1456535.19,38
ACC_00792,2aafae69bf4c41fbd94053d9413e87ee,Seller 2aafae69,porto alegre,RS,Premium,Home & Garden,1948588.6,18
ACC_00793,483ca627d131e18f988349b1655c0acd,Seller 483ca627,mogi mirim,SP,Standard,Sports,1359681.22,43
ACC_00794,1a3df491d1c4f1589fc2b934ada68bf2,Seller 1a3df491,joinville,SC,Standard,Retail,1439065.14,29
ACC_00795,e81e1f9c3e762e620f3fb60a51499e16,Seller e81e1f9c,curitibanos,SC,Premium,Health & Beauty,1802574.98,27
ACC_00796,4170f6a9367e6b5d6401d03ce6d54569,Seller 4170f6a9,brasilia df,DF,Standard,Fashion,1222211.17,45
