date,channel_group,device_category,sessions,engaged_sessions,bounce_rate,avg_session_duration_sec,pages_per_session,new_users,conversions,revenue,conversion_rate
2024-12-18,direct,desktop,338,230,31.9,79.0,2.8,239,11,2259.09,3.25
2024-12-18,direct,tablet,100,71,28.4,128.0,2.7,75,3,244.97,3.0
2024-12-18,email,mobile,225,176,21.7,88.0,2.5,178,9,1233.31,4.0
2024-12-18,email,desktop,194,151,21.9,137.0,5.0,145,5,429.36,2.58
2024-12-18,email,tablet,50,36,27.1,136.0,2.1,29,2,295.24,4.0
2024-12-18,referral,mobile,191,86,54.7,60.0,3.1,133,3,324.38,1.57
2024-12-18,referral,desktop,160,72,54.5,195.0,2.9,88,3,428.1,1.88
2024-12-18,referral,tablet,36,18,47.6,166.0,2.2,21,0,0.0,0.0
2024-12-18,organic_social,mobile,159,75,52.5,195.0,2.8,90,2,210.09,1.26
2024-12-18,organic_social,desktop,105,40,61.0,117.0,1.8,77,1,195.8,0.95
2024-12-18,organic_social,tablet,21,6,68.4,111.0,1.9,15,0,0.0,0.0
2024-12-19,organic_search,mobile,660,346,47.5,129.0,4.4,451,14,1592.57,2.12
2024-12-19,organic_search,desktop,355,184,48.2,110.0,3.4,217,9,1505.69,2.54
2024-12-19,organic_search,tablet,102,51,49.6,80.0,3.8,58,2,347.72,1.96
2024-12-19,paid_search,mobile,673,430,36.1,70.0,4.4,357,17,3516.91,2.53
2024-12-19,paid_search,desktop,427,283,33.6,223.0,3.0,215,13,1382.15,3.04
2024-12-19,paid_search,tablet,118,73,37.4,129.0,3.1,89,4,562.56,3.39
2024-12-19,paid_social,mobile,572,241,57.8,186.0,4.7,344,11,2323.77,1.92
2024-12-19,paid_social,desktop,287,143,50.1,162.0,1.5,170,6,1177.7,2.09
2024-12-19,paid_social,tablet,112,55,50.9,92.0,4.8,64,2,311.97,1.79
2024-12-19,direct,mobile,561,390,30.4,212.0,4.8,387,14,2753.9,2.5
2024-12-19,direct,desktop,325,215,33.7,75.0,4.9,217,8,733.0,2.46
2024-12-19,direct,tablet,66,48,26.8,219.0,4.9,48,2,388.41,3.03
2024-12-19,email,mobile,222,162,26.7,153.0,3.4,119,9,1635.28,4.05
2024-12-19,email,desktop,239,181,24.1,131.0,5.0,134,10,1090.02,4.18
2024-12-19,email,tablet,45,34,23.2,90.0,4.3,34,1,152.9,2.22
2024-12-19,referral,mobile,173,82,52.6,154.0,2.1,129,3,378.15,1.73
2024-12-19,referral,desktop,96,47,51.0,134.0,4.3,74,1,203.39,1.04
2024-12-19,referral,tablet,34,15,55.7,61.0,4.3,21,0,0.0,0.0
2024-12-19,organic_social,mobile,150,49,67.0,100.0,4.4,111,2,191.56,1.33
2024-12-19,organic_social,desktop,109,51,52.8,74.0,4.2,64,1,161.46,0.92
2024-12-19,organic_social,tablet,29,12,57.5,95.0,1.5,16,0,0.0,0.0
2024-12-20,organic_search,mobile,810,489,39.6,69.0,2.8,437,15,3182.45,1.85
2024-12-20,organic_search,desktop,608,335,44.7,192.0,4.8,432,11,2063.98,1.81
2024-12-20,organic_search,tablet,100,54,45.7,156.0,4.1,55,2,369.6,2.0
2024-12-20,paid_search,mobile,582,365,37.2,208.0,1.7,305,23,1901.53,3.95
2024-12-20,paid_search,desktop,345,206,40.3,196.0,2.2,238,12,2014.84,3.48
2024-12-20,paid_search,tablet,119,71,39.8,224.0,5.2,84,4,444.05,3.36
2024-12-20,paid_social,mobile,526,233,55.6,212.0,3.3,351,7,916.13,1.33
2024-12-20,paid_social,desktop,440,169,61.4,61.0,4.4,341,8,941.27,1.82
2024-12-20,paid_social,tablet,98,50,48.3,74.0,4.8,56,1,131.44,1.02
2024-12-20,direct,mobile,511,360,29.4,76.0,3.2,295,21,3740.45,4.11
2024-12-20,direct,desktop,325,226,30.4,74.0,2.2,232,10,1261.24,3.08
2024-12-20,direct,tablet,87,62,28.7,215.0,4.6,65,3,443.45,3.45
2024-12-20,email,mobile,365,268,26.3,87.0,2.6,193,17,3209.04,4.66
2024-12-20,email,desktop,156,113,27.1,236.0,2.7,117,8,1394.47,5.13
2024-12-20,email,tablet,49,35,28.0,222.0,3.0,26,2,435.41,4.08
2024-12-20,referral,mobile,259,126,51.1,50.0,1.5,181,6,805.19,2.32
2024-12-20,referral,desktop,103,47,53.7,185.0,2.2,64,1,158.84,0.97
2024-12-20,referral,tablet,43,18,56.3,207.0,3.7,33,0,0.0,0.0
2024-12-20,organic_social,mobile,191,61,67.7,55.0,2.0,110,2,314.59,1.05
2024-12-20,organic_social,desktop,69,32,52.8,74.0,1.5,43,0,0.0,0.0
2024-12-20,organic_social,tablet,32,11,65.6,80.0,3.7,23,0,0.0,0.0
2024-12-21,organic_search,mobile,775,394,49.1,132.0,4.4,417,14,2285.77,1.81
2024-12-21,organic_search,desktop,398,215,45.8,184.0,2.1,211,12,1099.78,3.02
2024-12-21,organic_search,tablet,128,68,46.1,137.0,2.4,75,3,506.57,2.34
2024-12-21,paid_search,mobile,703,466,33.6,242.0,1.8,480,17,3072.97,2.42
2024-12-21,paid_search,desktop,324,218,32.6,55.0,5.0,214,12,1814.46,3.7
2024-12-21,paid_search,tablet,125,78,37.1,105.0,2.5,86,3,435.54,2.4
2024-12-21,paid_social,mobile,411,191,53.3,155.0,4.6,327,7,1255.66,1.7
2024-12-21,paid_social,desktop,437,177,59.4,132.0,3.7,272,8,679.68,1.83
2024-12-21,paid_social,tablet,92,40,55.7,112.0,3.7,51,2,233.06,2.17
2024-12-21,direct,mobile,544,372,31.5,107.0,4.5,283,17,3078.76,3.12
2024-12-21,direct,desktop,276,199,27.9,226.0,4.1,203,11,2039.23,3.99
2024-12-21,direct,tablet,79,54,31.6,189.0,4.9,57,1,203.3,1.27
2024-12-21,email,mobile,263,201,23.3,76.0,1.5,155,13,1376.17,4.94
2024-12-21,email,desktop,146,106,27.3,177.0,1.7,104,6,692.11,4.11
2024-12-21,email,tablet,55,43,21.3,94.0,5.5,42,2,370.05,3.64
2024-12-21,referral,mobile,247,139,43.7,73.0,5.2,134,4,486.99,1.62
2024-12-21,referral,desktop,119,52,55.7,212.0,2.2,84,1,145.73,0.84
2024-12-21,referral,tablet,28,13,51.5,122.0,2.4,18,0,0.0,0.0
2024-12-21,organic_social,mobile,118,40,65.7,99.0,4.5,81,1,156.3,0.85
2024-12-21,organic_social,desktop,83,28,65.5,59.0,4.6,48,1,97.78,1.2
2024-12-21,organic_social,tablet,30,14,51.7,69.0,4.2,22,0,0.0,0.0
2024-12-22,organic_search,mobile,853,525,38.4,182.0,4.3,587,18,2349.62,2.11
2024-12-22,organic_search,desktop,564,315,44.0,127.0,3.0,385,14,1245.93,2.48
2024-12-22,organic_search,tablet,127,74,41.5,181.0,3.8,85,2,197.48,1.57
2024-12-22,paid_search,mobile,616,391,36.5,135.0,3.0,338,22,4599.83,3.57
2024-12-22,paid_search,desktop,424,260,38.7,104.0,3.6,337,17,2750.69,4.01
2024-12-22,paid_search,tablet,124,82,33.8,221.0,3.8,92,3,365.45,2.42
2024-12-22,paid_social,mobile,438,167,61.7,44.0,1.9,345,5,662.39,1.14
2024-12-22,paid_social,desktop,258,131,49.1,119.0,1.5,189,5,897.12,1.94
2024-12-22,paid_social,tablet,98,46,52.1,142.0,4.4,71,1,150.74,1.02
2024-12-22,direct,mobile,526,357,32.1,225.0,3.6,345,21,3672.15,3.99
2024-12-22,direct,desktop,323,235,27.0,113.0,3.9,164,13,2743.8,4.02
2024-12-22,direct,tablet,95,65,30.5,215.0,2.4,67,3,300.06,3.16
2024-12-22,email,mobile,319,235,26.2,218.0,3.4,198,9,1654.73,2.82
2024-12-22,email,desktop,174,124,28.2,242.0,2.8,119,8,1422.45,4.6
2024-12-22,email,tablet,61,43,28.7,69.0,1.8,39,2,272.05,3.28
2024-12-22,referral,mobile,169,95,43.6,108.0,4.4,128,4,852.79,2.37
2024-12-22,referral,desktop,131,70,45.9,194.0,2.8,92,2,199.43,1.53
2024-12-22,referral,tablet,39,20,48.4,198.0,4.4,19,0,0.0,0.0
2024-12-22,organic_social,mobile,118,41,64.6,132.0,3.6,60,1,170.1,0.85
2024-12-22,organic_social,desktop,121,58,51.4,222.0,1.5,92,1,111.66,0.83
2024-12-22,organic_social,tablet,21,9,53.0,184.0,2.2,16,0,0.0,0.0
2024-12-23,organic_search,mobile,421,240,42.9,156.0,3.5,335,10,894.83,2.38
2024-12-23,organic_search,desktop,387,218,43.6,147.0,1.5,230,11,1395.85,2.84
2024-12-23,organic_search,tablet,104,54,47.7,210.0,2.4,75,1,191.61,0.96
2024-12-23,paid_search,mobile,366,225,38.3,54.0,3.5,275,13,1743.41,3.55
2024-12-23,paid_search,desktop,220,148,32.6,123.0,1.7,116,8,939.19,3.64
2024-12-23,paid_search,tablet,88,54,38.6,124.0,4.1,66,2,286.77,2.27
2024-12-23,paid_social,mobile,473,251,46.8,203.0,2.2,361,6,840.68,1.27
2024-12-23,paid_social,desktop,199,103,47.9,130.0,2.5,108,4,410.71,2.01
2024-12-23,paid_social,tablet,80,29,62.7,159.0,1.7,53,1,129.52,1.25
2024-12-23,direct,mobile,334,238,28.7,161.0,4.9,187,13,1255.65,3.89
2024-12-23,direct,desktop,185,126,31.4,123.0,4.4,108,7,837.67,3.78
2024-12-23,direct,tablet,68,49,26.9,147.0,1.5,42,2,352.83,2.94
2024-12-23,email,mobile,198,154,22.0,256.0,4.6,154,5,431.86,2.53
2024-12-23,email,desktop,111,82,25.5,150.0,4.1,57,3,251.26,2.7
2024-12-23,email,tablet,37,28,21.9,126.0,3.8,24,1,146.05,2.7
2024-12-23,referral,mobile,142,73,48.3,184.0,1.8,107,2,265.18,1.41
2024-12-23,referral,desktop,90,41,53.4,124.0,2.2,61,2,408.49,2.22
2024-12-23,referral,tablet,23,10,54.4,119.0,3.4,12,0,0.0,0.0
2024-12-23,organic_social,mobile,126,50,59.8,172.0,3.2,76,1,198.58,0.79
2024-12-23,organic_social,desktop,69,29,57.3,161.0,4.9,43,0,0.0,0.0
2024-12-23,organic_social,tablet,26,11,54.4,156.0,3.0,17,0,0.0,0.0
2024-12-24,organic_search,mobile,684,335,50.9,212.0,2.3,443,16,3010.11,2.34
2024-12-24,organic_search,desktop,468,266,43.0,76.0,4.5,291,12,2063.81,2.56
2024-12-24,organic_search,tablet,103,54,46.9,146.0,2.6,64,2,251.02,1.94
2024-12-24,paid_search,mobile,347,201,41.9,197.0,1.4,235,10,915.9,2.88
2024-12-24,paid_search,desktop,323,211,34.5,247.0,4.4,191,8,767.55,2.48
2024-12-24,paid_search,tablet,74,44,39.7,59.0,4.4,56,2,235.98,2.7
2024-12-24,paid_social,mobile,336,175,47.8,100.0,1.6,213,4,551.99,1.19
2024-12-24,paid_social,desktop,213,111,47.9,197.0,2.4,115,4,640.6,1.88
2024-12-24,paid_social,tablet,68,27,59.6,67.0,4.9,53,1,115.7,1.47
2024-12-24,direct,mobile,372,269,27.4,207.0,4.9,221,15,2426.26,4.03
2024-12-24,direct,desktop,270,179,33.6,132.0,4.0,179,9,1582.56,3.33
2024-12-24,direct,tablet,55,39,28.4,93.0,3.0,40,2,427.86,3.64
2024-12-24,email,mobile,175,124,28.7,224.0,4.6,89,8,1660.1,4.57
2024-12-24,email,desktop,136,105,22.8,76.0,2.9,70,6,1051.44,4.41
2024-12-24,email,tablet,47,35,24.4,62.0,2.5,25,1,152.48,2.13
2024-12-24,referral,mobile,199,103,48.2,166.0,2.4,106,4,601.65,2.01
2024-12-24,referral,desktop,75,40,45.4,127.0,1.4,51,1,113.04,1.33
2024-12-24,referral,tablet,35,19,43.2,101.0,1.5,18,0,0.0,0.0
2024-12-24,organic_social,mobile,141,51,63.8,185.0,4.2,107,2,283.33,1.42
2024-12-24,organic_social,desktop,52,19,62.7,124.0,4.1,41,0,0.0,0.0
2024-12-24,organic_social,tablet,24,7,66.7,106.0,2.5,18,0,0.0,0.0
2024-12-25,organic_search,mobile,940,493,47.5,125.0,4.5,582,28,3652.63,2.98
2024-12-25,organic_search,desktop,348,198,43.0,112.0,5.0,263,8,813.19,2.3
2024-12-25,organic_search,tablet,133,69,47.8,133.0,4.1,92,2,370.71,1.5
2024-12-25,paid_search,mobile,507,294,41.8,65.0,3.7,297,16,3036.6,3.16
2024-12-25,paid_search,desktop,468,266,43.1,66.0,4.7,251,10,1814.0,2.14
2024-12-25,paid_search,tablet,89,57,35.2,167.0,3.6,55,3,362.86,3.37
2024-12-25,paid_social,mobile,557,285,48.7,205.0,3.3,381,12,1307.89,2.15
2024-12-25,paid_social,desktop,296,146,50.4,121.0,3.0,172,5,587.15,1.69
2024-12-25,paid_social,tablet,86,31,62.8,49.0,1.2,56,1,196.46,1.16
2024-12-25,direct,mobile,542,373,31.0,249.0,3.5,287,20,1990.2,3.69
2024-12-25,direct,desktop,273,201,26.1,120.0,2.7,178,9,1616.57,3.3
2024-12-25,direct,tablet,82,57,29.7,148.0,5.4,59,2,173.43,2.44
2024-12-25,email,mobile,263,193,26.3,213.0,2.3,199,9,961.31,3.42
2024-12-25,email,desktop,178,130,26.9,96.0,1.5,132,6,1028.3,3.37
2024-12-25,email,tablet,66,47,27.9,224.0,2.7,42,2,373.06,3.03
2024-12-25,referral,mobile,200,101,49.1,100.0,1.8,140,4,554.01,2.0
2024-12-25,referral,desktop,101,57,43.4,84.0,5.1,74,2,354.4,1.98
2024-12-25,referral,tablet,42,19,53.8,197.0,1.4,31,0,0.0,0.0
2024-12-25,organic_social,mobile,146,59,59.4,156.0,1.8,97,1,164.99,0.68
2024-12-25,organic_social,desktop,94,32,65.1,126.0,3.0,73,1,140.14,1.06
2024-12-25,organic_social,tablet,24,11,51.7,206.0,1.7,15,0,0.0,0.0
2024-12-26,organic_search,mobile,597,331,44.4,202.0,3.4,412,17,3400.58,2.85
2024-12-26,organic_search,desktop,496,268,45.8,127.0,3.7,361,15,1639.47,3.02
2024-12-26,organic_search,tablet,159,95,39.8,117.0,1.3,89,3,622.84,1.89
2024-12-26,paid_search,mobile,775,497,35.8,177.0,2.9,487,26,4725.01,3.35
2024-12-26,paid_search,desktop,463,278,39.9,103.0,2.8,311,10,1084.84,2.16
2024-12-26,paid_search,tablet,101,58,41.7,129.0,2.5,72,3,450.92,2.97
2024-12-26,paid_social,mobile,456,190,58.1,46.0,1.9,332,8,754.53,1.75
2024-12-26,paid_social,desktop,322,128,60.0,184.0,4.7,168,5,422.92,1.55
2024-12-26,paid_social,tablet,81,33,58.6,59.0,3.5,56,1,202.68,1.23
2024-12-26,direct,mobile,489,339,30.6,199.0,3.7,317,14,2430.27,2.86
2024-12-26,direct,desktop,240,167,30.4,209.0,4.1,166,6,541.08,2.5
2024-12-26,direct,tablet,103,73,28.9,147.0,3.5,75,3,413.77,2.91
2024-12-26,email,mobile,251,189,24.5,200.0,1.6,169,10,1036.76,3.98
2024-12-26,email,desktop,158,124,21.3,229.0,3.1,122,5,700.4,3.16
2024-12-26,email,tablet,66,51,22.7,130.0,3.8,35,2,228.28,3.03
2024-12-26,referral,mobile,215,104,51.2,192.0,3.7,167,4,628.05,1.86
2024-12-26,referral,desktop,150,76,49.0,62.0,2.0,84,2,162.95,1.33
2024-12-26,referral,tablet,44,22,48.3,144.0,3.6,33,0,0.0,0.0
2024-12-26,organic_social,mobile,151,73,51.1,70.0,4.2,80,1,117.94,0.66
2024-12-26,organic_social,desktop,76,28,63.0,183.0,3.9,45,0,0.0,0.0
2024-12-26,organic_social,tablet,20,8,57.1,64.0,3.7,11,0,0.0,0.0
2024-12-27,organic_search,mobile,837,454,45.7,74.0,3.7,582,25,4790.09,2.99
2024-12-27,organic_search,desktop,585,310,46.9,163.0,4.8,448,11,1278.01,1.88
2024-12-27,organic_search,tablet,125,63,49.5,109.0,3.9,84,3,435.02,2.4
2024-12-27,paid_search,mobile,559,329,41.0,123.0,1.8,306,16,2589.03,2.86
2024-12-27,paid_search,desktop,421,246,41.5,112.0,3.7,269,13,1632.57,3.09
2024-12-27,paid_search,tablet,77,45,41.1,113.0,3.6,58,1,174.47,1.3
2024-12-27,paid_social,mobile,431,174,59.6,76.0,4.2,224,5,1044.96,1.16
2024-12-27,paid_social,desktop,310,132,57.2,103.0,3.7,194,6,1067.0,1.94
2024-12-27,paid_social,tablet,102,45,55.8,193.0,2.0,63,1,198.52,0.98
2024-12-27,direct,mobile,444,308,30.4,226.0,1.9,341,11,2048.58,2.48
2024-12-27,direct,desktop,349,242,30.4,150.0,3.4,242,10,1090.49,2.87
2024-12-27,direct,tablet,97,64,33.9,149.0,1.5,50,3,621.8,3.09
2024-12-27,email,mobile,260,192,25.9,230.0,5.5,131,9,929.34,3.46
2024-12-27,email,desktop,145,108,25.0,190.0,1.7,96,5,947.51,3.45
2024-12-27,email,tablet,49,35,28.5,58.0,1.8,30,2,419.75,4.08
2024-12-27,referral,mobile,260,128,50.7,65.0,2.2,180,6,718.16,2.31
2024-12-27,referral,desktop,164,83,49.3,81.0,3.5,87,2,338.53,1.22
2024-12-27,referral,tablet,45,20,54.6,93.0,1.8,29,0,0.0,0.0
2024-12-27,organic_social,mobile,115,38,66.7,151.0,3.7,71,1,101.85,0.87
2024-12-27,organic_social,desktop,76,35,53.4,150.0,4.5,51,1,110.82,1.32
2024-12-27,organic_social,tablet,35,13,62.6,92.0,4.8,22,0,0.0,0.0
2024-12-28,organic_search,mobile,961,569,40.7,67.0,4.2,556,16,1719.33,1.66
2024-12-28,organic_search,desktop,521,274,47.3,73.0,1.5,265,14,2751.91,2.69
2024-12-28,organic_search,tablet,104,58,43.4,132.0,4.5,80,3,388.35,2.88
2024-12-28,paid_search,mobile,776,452,41.7,161.0,2.1,400,24,2691.04,3.09
2024-12-28,paid_search,desktop,481,299,37.8,136.0,3.1,372,15,2479.36,3.12
2024-12-28,paid_search,tablet,130,84,34.7,163.0,4.4,93,3,517.46,2.31
2024-12-28,paid_social,mobile,612,237,61.3,187.0,2.5,473,12,1367.98,1.96
2024-12-28,paid_social,desktop,413,214,48.0,224.0,3.1,214,8,1200.13,1.94
2024-12-28,paid_social,tablet,86,39,53.8,134.0,3.1,64,1,101.29,1.16
2024-12-28,direct,mobile,399,281,29.5,222.0,4.1,255,13,2190.66,3.26
2024-12-28,direct,desktop,312,223,28.4,143.0,3.2,225,8,998.08,2.56
2024-12-28,direct,tablet,104,73,29.0,52.0,5.2,83,2,169.36,1.92
2024-12-28,email,mobile,221,168,23.9,178.0,4.8,167,10,1050.52,4.52
2024-12-28,email,desktop,216,168,21.9,95.0,3.3,129,8,1723.42,3.7
2024-12-28,email,tablet,45,34,23.7,90.0,4.0,35,1,202.82,2.22
2024-12-28,referral,mobile,269,130,51.5,178.0,5.0,140,4,458.82,1.49
2024-12-28,referral,desktop,158,87,44.3,102.0,3.8,98,2,318.65,1.27
2024-12-28,referral,tablet,32,15,50.5,139.0,4.9,16,0,0.0,0.0
2024-12-28,organic_social,mobile,172,74,56.4,105.0,2.9,87,1,128.79,0.58
2024-12-28,organic_social,desktop,116,38,66.9,51.0,4.1,79,1,188.64,0.86
2024-12-28,organic_social,tablet,24,9,62.0,120.0,4.1,12,0,0.0,0.0
2024-12-29,organic_search,mobile,685,371,45.8,60.0,1.4,427,18,1867.25,2.63
2024-12-29,organic_search,desktop,432,233,45.9,202.0,3.7,299,10,1351.7,2.31
2024-12-29,organic_search,tablet,127,65,48.7,54.0,1.7,66,2,272.56,1.57
2024-12-29,paid_search,mobile,583,348,40.2,183.0,2.1,417,16,1339.61,2.74
2024-12-29,paid_search,desktop,271,173,35.9,198.0,3.1,193,9,1817.65,3.32
2024-12-29,paid_search,tablet,112,65,41.6,67.0,2.7,62,4,866.48,3.57
2024-12-29,paid_social,mobile,587,248,57.7,146.0,3.7,311,8,1112.14,1.36
2024-12-29,paid_social,desktop,434,228,47.3,104.0,3.0,307,10,1242.86,2.3
2024-12-29,paid_social,tablet,78,38,51.0,83.0,3.5,43,1,202.76,1.28
2024-12-29,direct,mobile,467,332,28.8,103.0,3.0,363,14,2364.74,3.0
2024-12-29,direct,desktop,332,235,28.9,217.0,4.9,222,9,1550.35,2.71
2024-12-29,direct,tablet,83,56,32.0,65.0,3.8,56,2,398.6,2.41
2024-12-29,email,mobile,268,210,21.5,92.0,3.7,209,12,1000.61,4.48
2024-12-29,email,desktop,142,105,25.6,252.0,2.5,111,5,868.59,3.52
2024-12-29,email,tablet,67,49,25.8,220.0,2.7,49,3,603.25,4.48
2024-12-29,referral,mobile,188,83,55.5,163.0,2.8,138,3,480.35,1.6
2024-12-29,referral,desktop,169,92,45.3,158.0,2.6,124,2,335.42,1.18
2024-12-29,referral,tablet,46,24,47.5,108.0,5.0,27,1,169.88,2.17
2024-12-29,organic_social,mobile,162,68,57.8,82.0,4.3,102,1,92.83,0.62
2024-12-29,organic_social,desktop,101,32,68.0,100.0,2.4,69,0,0.0,0.0
2024-12-29,organic_social,tablet,34,14,57.3,150.0,3.6,22,0,0.0,0.0
2024-12-30,organic_search,mobile,716,351,50.9,186.0,4.5,447,16,2302.26,2.23
2024-12-30,organic_search,desktop,328,166,49.3,70.0,3.4,196,7,957.13,2.13
2024-12-30,organic_search,tablet,108,60,44.3,79.0,4.0,66,3,356.66,2.78
2024-12-30,paid_search,mobile,471,268,43.0,127.0,3.2,343,14,1418.69,2.97
2024-12-30,paid_search,desktop,235,149,36.3,195.0,3.2,155,5,891.38,2.13
2024-12-30,paid_search,tablet,94,60,35.4,179.0,1.7,55,3,644.85,3.19
2024-12-30,paid_social,mobile,413,214,47.9,206.0,3.2,292,8,1372.72,1.94
2024-12-30,paid_social,desktop,210,111,46.8,125.0,3.1,145,3,266.13,1.43
2024-12-30,paid_social,tablet,58,28,50.3,50.0,4.5,39,1,160.71,1.72
2024-12-30,direct,mobile,276,199,27.8,218.0,2.9,183,9,1426.61,3.26
2024-12-30,direct,desktop,227,157,30.5,120.0,5.4,145,5,687.88,2.2
2024-12-30,direct,tablet,59,41,29.9,130.0,5.1,45,2,331.21,3.39
2024-12-30,email,mobile,194,147,24.2,144.0,2.2,119,10,1557.47,5.15
2024-12-30,email,desktop,155,121,21.5,100.0,2.2,117,4,323.01,2.58
2024-12-30,email,tablet,33,24,26.2,143.0,3.1,24,1,163.1,3.03
2024-12-30,referral,mobile,127,61,51.4,220.0,1.3,97,3,539.84,2.36
2024-12-30,referral,desktop,107,61,42.5,82.0,4.0,57,2,374.88,1.87
2024-12-30,referral,tablet,34,16,51.0,199.0,1.4,20,0,0.0,0.0
2024-12-30,organic_social,mobile,117,52,54.8,94.0,1.4,83,1,188.64,0.85
2024-12-30,organic_social,desktop,91,30,66.0,189.0,4.0,61,1,139.48,1.1
2024-12-30,organic_social,tablet,25,9,61.8,133.0,4.6,15,0,0.0,0.0
2024-12-31,organic_search,mobile,635,377,40.6,229.0,1.4,447,19,2179.81,2.99
2024-12-31,organic_search,desktop,285,146,48.7,175.0,4.2,152,7,1451.46,2.46
2024-12-31,organic_search,tablet,78,39,49.7,71.0,2.5,60,1,201.37,1.28
2024-12-31,paid_search,mobile,546,366,32.9,53.0,1.8,378,16,3318.1,2.93
2024-12-31,paid_search,desktop,220,137,37.4,236.0,3.4,143,7,1403.05,3.18
2024-12-31,paid_search,tablet,93,60,34.5,50.0,3.9,56,3,240.5,3.23
2024-12-31,paid_social,mobile,383,189,50.4,170.0,1.6,198,6,1175.51,1.57
2024-12-31,paid_social,desktop,260,107,58.8,65.0,3.5,189,5,1004.88,1.92
2024-12-31,paid_social,tablet,93,47,48.4,144.0,2.9,70,1,129.64,1.08
2024-12-31,direct,mobile,432,319,26.1,240.0,2.0,344,16,1535.97,3.7
2024-12-31,direct,desktop,207,147,28.9,99.0,4.0,148,7,946.47,3.38
2024-12-31,direct,tablet,78,55,29.2,222.0,1.5,47,3,590.11,3.85
2024-12-31,email,mobile,160,119,25.4,222.0,2.8,82,8,1552.71,5.0
2024-12-31,email,desktop,115,84,26.3,126.0,1.8,68,3,292.64,2.61
2024-12-31,email,tablet,52,40,21.4,147.0,5.4,30,2,438.21,3.85
2024-12-31,referral,mobile,204,90,55.4,194.0,4.8,152,5,491.28,2.45
2024-12-31,referral,desktop,76,42,43.8,49.0,5.0,49,1,178.69,1.32
2024-12-31,referral,tablet,26,12,50.9,97.0,3.1,18,0,0.0,0.0
2024-12-31,organic_social,mobile,127,54,56.8,136.0,3.7,87,1,148.2,0.79
2024-12-31,organic_social,desktop,66,28,56.3,118.0,1.7,33,0,0.0,0.0
2024-12-31,organic_social,tablet,14,4,66.6,189.0,1.7,8,0,0.0,0.0
2025-01-01,organic_search,mobile,773,389,49.6,161.0,4.8,580,25,4490.87,3.23
2025-01-01,organic_search,desktop,586,361,38.3,84.0,4.3,294,14,2654.15,2.39
2025-01-01,organic_search,tablet,143,71,49.7,141.0,3.8,93,3,550.57,2.1
2025-01-01,paid_search,mobile,596,346,41.9,69.0,3.5,470,14,2265.92,2.35
2025-01-01,paid_search,desktop,282,177,37.1,151.0,1.8,159,10,1317.57,3.55
2025-01-01,paid_search,tablet,122,71,41.7,162.0,4.5,96,4,788.68,3.28
2025-01-01,paid_social,mobile,408,184,54.7,131.0,3.6,257,5,725.66,1.23
2025-01-01,paid_social,desktop,310,162,47.5,128.0,2.9,172,4,418.0,1.29
2025-01-01,paid_social,tablet,118,49,58.0,211.0,2.1,71,1,191.58,0.85
2025-01-01,direct,mobile,587,430,26.7,149.0,1.7,344,15,2294.08,2.56
2025-01-01,direct,desktop,274,183,32.9,117.0,2.6,175,10,2080.34,3.65
2025-01-01,direct,tablet,58,42,27.4,146.0,5.1,29,1,88.55,1.72
2025-01-01,email,mobile,325,234,27.8,221.0,2.3,250,10,2084.16,3.08
2025-01-01,email,desktop,227,176,22.1,228.0,4.0,140,11,1714.96,4.85
2025-01-01,email,tablet,58,42,26.0,191.0,5.5,42,2,392.59,3.45
2025-01-01,referral,mobile,263,138,47.3,126.0,5.0,137,4,522.91,1.52
2025-01-01,referral,desktop,134,73,44.9,131.0,2.8,70,3,253.08,2.24
2025-01-01,referral,tablet,35,15,54.6,54.0,2.3,25,0,0.0,0.0
2025-01-01,organic_social,mobile,138,55,59.6,72.0,4.4,91,1,180.17,0.72
2025-01-01,organic_social,desktop,99,31,67.8,176.0,1.5,71,1,184.04,1.01
2025-01-01,organic_social,tablet,23,10,56.1,171.0,1.8,13,0,0.0,0.0
2025-01-02,organic_search,mobile,747,411,44.9,167.0,4.7,462,19,2776.01,2.54
2025-01-02,organic_search,desktop,590,346,41.2,87.0,5.2,362,11,1248.68,1.86
2025-01-02,organic_search,tablet,149,78,47.6,126.0,3.1,117,3,333.9,2.01
2025-01-02,paid_search,mobile,629,356,43.4,119.0,4.4,394,21,2106.29,3.34
2025-01-02,paid_search,desktop,292,194,33.4,216.0,3.5,211,7,1113.48,2.4
2025-01-02,paid_search,tablet,119,73,38.3,102.0,2.3,68,3,610.93,2.52
2025-01-02,paid_social,mobile,412,185,55.0,122.0,3.2,242,6,918.43,1.46
2025-01-02,paid_social,desktop,412,183,55.6,62.0,4.0,289,6,1237.52,1.46
2025-01-02,paid_social,tablet,73,28,61.6,88.0,3.2,57,1,183.73,1.37
2025-01-02,direct,mobile,483,346,28.2,143.0,5.1,367,16,2794.33,3.31
2025-01-02,direct,desktop,227,153,32.6,98.0,1.4,121,10,1243.67,4.41
2025-01-02,direct,tablet,105,74,29.0,85.0,3.5,75,3,352.01,2.86
2025-01-02,email,mobile,311,244,21.5,148.0,2.9,176,15,3156.35,4.82
2025-01-02,email,desktop,169,124,26.1,123.0,3.3,93,8,1012.08,4.73
2025-01-02,email,tablet,69,50,26.5,229.0,3.4,50,2,194.24,2.9
2025-01-02,referral,mobile,152,81,46.6,100.0,2.1,89,3,444.93,1.97
