date,campaign_id,campaign_name,campaign_type,impressions,clicks,cost,conversions,conversion_value,ctr,avg_cpc,cost_per_conversion,roas
2024-10-13,C006,YouTube - Brand Awareness,VIDEO,13318,142,17.27,0,0.0,1.07,0.12,17.27,0.0
2024-10-14,C001,Brand - Olist,SEARCH,3797,129,118.27,4,436.75,3.4,0.92,29.57,3.69
2024-10-14,C002,Generic - Electronics,SEARCH,4000,135,150.25,4,398.47,3.38,1.11,37.56,2.65
2024-10-14,C003,Generic - Home & Garden,SEARCH,4253,126,100.25,4,460.25,2.96,0.8,25.06,4.59
2024-10-14,C004,Shopping - All Products,SHOPPING,5984,138,52.35,2,166.16,2.32,0.38,26.18,3.17
2024-10-14,C005,Display - Retargeting,DISPLAY,18810,77,19.87,0,0.0,0.41,0.26,19.87,0.0
2024-10-14,C006,YouTube - Brand Awareness,VIDEO,10223,98,17.73,0,0.0,0.96,0.18,17.73,0.0
2024-10-15,C001,Brand - Olist,SEARCH,4823,167,132.52,4,444.74,3.48,0.79,33.13,3.36
2024-10-15,C002,Generic - Electronics,SEARCH,4851,195,170.13,5,1083.01,4.04,0.87,34.03,6.37
2024-10-15,C003,Generic - Home & Garden,SEARCH,4964,153,97.13,4,688.4,3.08,0.63,24.28,7.09
2024-10-15,C004,Shopping - All Products,SHOPPING,8197,135,70.09,2,433.3,1.65,0.52,35.05,6.18
2024-10-15,C005,Display - Retargeting,DISPLAY,15361,92,25.1,0,0.0,0.6,0.27,25.1,0.0
2024-10-15,C006,YouTube - Brand Awareness,VIDEO,11082,110,15.82,0,0.0,0.99,0.14,15.82,0.0
2024-10-16,C001,Brand - Olist,SEARCH,5626,158,114.47,4,323.61,2.81,0.72,28.62,2.83
2024-10-16,C002,Generic - Electronics,SEARCH,5913,229,210.98,8,1433.85,3.88,0.92,26.37,6.8
2024-10-16,C003,Generic - Home & Garden,SEARCH,5845,225,241.38,4,776.39,3.85,1.07,60.34,3.22
2024-10-16,C004,Shopping - All Products,SHOPPING,8578,188,69.28,5,1037.48,2.19,0.37,13.86,14.98
2024-10-16,C005,Display - Retargeting,DISPLAY,24898,137,38.29,1,178.4,0.55,0.28,38.29,4.66
2024-10-16,C006,YouTube - Brand Awareness,VIDEO,16191,167,25.85,0,0.0,1.04,0.15,25.85,0.0
2024-10-17,C001,Brand - Olist,SEARCH,4441,139,100.48,5,831.0,3.14,0.72,20.1,8.27
2024-10-17,C002,Generic - Electronics,SEARCH,4063,118,119.09,4,768.47,2.91,1.01,29.77,6.45
2024-10-17,C003,Generic - Home & Garden,SEARCH,5888,187,188.3,7,1317.29,3.18,1.01,26.9,7.0
2024-10-17,C004,Shopping - All Products,SHOPPING,7157,129,48.39,2,362.4,1.82,0.38,24.2,7.49
2024-10-17,C005,Display - Retargeting,DISPLAY,17175,91,28.9,0,0.0,0.53,0.32,28.9,0.0
2024-10-17,C006,YouTube - Brand Awareness,VIDEO,11295,146,20.98,0,0.0,1.3,0.14,20.98,0.0
2024-10-18,C001,Brand - Olist,SEARCH,3601,145,107.27,2,386.73,4.03,0.74,53.63,3.61
2024-10-18,C002,Generic - Electronics,SEARCH,4469,181,203.34,7,1745.43,4.06,1.12,29.05,8.58
2024-10-18,C003,Generic - Home & Garden,SEARCH,5976,238,176.87,4,384.54,3.98,0.74,44.22,2.17
2024-10-18,C004,Shopping - All Products,SHOPPING,10394,193,106.28,5,1247.98,1.86,0.55,21.26,11.74
2024-10-18,C005,Display - Retargeting,DISPLAY,16897,68,16.79,0,0.0,0.41,0.25,16.79,0.0
2024-10-18,C006,YouTube - Brand Awareness,VIDEO,17553,216,29.77,0,0.0,1.23,0.14,29.77,0.0
2024-10-19,C001,Brand - Olist,SEARCH,5793,212,136.17,8,1482.56,3.67,0.64,17.02,10.89
2024-10-19,C002,Generic - Electronics,SEARCH,5190,190,210.77,5,1242.08,3.67,1.11,42.15,5.89
2024-10-19,C003,Generic - Home & Garden,SEARCH,5770,197,200.13,4,725.86,3.42,1.02,50.03,3.63
2024-10-19,C004,Shopping - All Products,SHOPPING,10055,235,99.33,4,997.03,2.34,0.42,24.83,10.04
2024-10-19,C005,Display - Retargeting,DISPLAY,25773,136,42.95,1,89.07,0.53,0.32,42.95,2.07
2024-10-19,C006,YouTube - Brand Awareness,VIDEO,14592,187,32.94,0,0.0,1.28,0.18,32.94,0.0
2024-10-20,C001,Brand - Olist,SEARCH,5001,188,154.46,4,426.22,3.77,0.82,38.62,2.76
2024-10-20,C002,Generic - Electronics,SEARCH,5407,196,137.54,5,967.6,3.64,0.7,27.51,7.04
2024-10-20,C003,Generic - Home & Garden,SEARCH,6012,182,110.36,5,994.69,3.04,0.61,22.07,9.01
2024-10-20,C004,Shopping - All Products,SHOPPING,9623,215,132.8,4,593.28,2.24,0.62,33.2,4.47
2024-10-20,C005,Display - Retargeting,DISPLAY,15844,81,18.1,0,0.0,0.51,0.22,18.1,0.0
2024-10-20,C006,YouTube - Brand Awareness,VIDEO,13694,134,14.52,0,0.0,0.98,0.11,14.52,0.0
2024-10-21,C001,Brand - Olist,SEARCH,4914,198,141.34,7,1614.45,4.04,0.71,20.19,11.42
2024-10-21,C002,Generic - Electronics,SEARCH,3271,125,95.68,5,425.52,3.83,0.77,19.14,4.45
2024-10-21,C003,Generic - Home & Garden,SEARCH,4953,181,212.52,6,543.64,3.67,1.17,35.42,2.56
2024-10-21,C004,Shopping - All Products,SHOPPING,5767,95,59.11,2,478.91,1.65,0.62,29.55,8.1
2024-10-21,C005,Display - Retargeting,DISPLAY,12016,57,10.68,0,0.0,0.48,0.19,10.68,0.0
2024-10-21,C006,YouTube - Brand Awareness,VIDEO,10333,104,12.75,0,0.0,1.01,0.12,12.75,0.0
2024-10-22,C001,Brand - Olist,SEARCH,5122,174,132.35,4,523.58,3.42,0.76,33.09,3.96
2024-10-22,C002,Generic - Electronics,SEARCH,3358,100,74.76,3,271.91,2.98,0.75,24.92,3.64
2024-10-22,C003,Generic - Home & Garden,SEARCH,3305,129,88.03,4,425.35,3.93,0.68,22.01,4.83
2024-10-22,C004,Shopping - All Products,SHOPPING,4797,95,38.97,2,206.63,1.99,0.41,19.48,5.3
2024-10-22,C005,Display - Retargeting,DISPLAY,16774,84,16.82,0,0.0,0.5,0.2,16.82,0.0
2024-10-22,C006,YouTube - Brand Awareness,VIDEO,8992,106,14.54,0,0.0,1.18,0.14,14.54,0.0
2024-10-23,C001,Brand - Olist,SEARCH,4875,185,155.02,6,1359.45,3.82,0.84,25.84,8.77
2024-10-23,C002,Generic - Electronics,SEARCH,4441,157,171.89,6,858.9,3.55,1.09,28.65,5.0
2024-10-23,C003,Generic - Home & Garden,SEARCH,4085,142,147.15,4,890.0,3.49,1.04,36.79,6.05
2024-10-23,C004,Shopping - All Products,SHOPPING,7334,167,74.0,3,628.85,2.29,0.44,24.67,8.5
2024-10-23,C005,Display - Retargeting,DISPLAY,15512,68,23.22,0,0.0,0.44,0.34,23.22,0.0
2024-10-23,C006,YouTube - Brand Awareness,VIDEO,14906,189,24.41,0,0.0,1.27,0.13,24.41,0.0
2024-10-24,C001,Brand - Olist,SEARCH,3923,141,99.44,3,333.25,3.6,0.71,33.15,3.35
2024-10-24,C002,Generic - Electronics,SEARCH,5977,191,219.01,5,521.55,3.2,1.15,43.8,2.38
2024-10-24,C003,Generic - Home & Garden,SEARCH,4623,181,147.26,5,1118.35,3.92,0.81,29.45,7.59
2024-10-24,C004,Shopping - All Products,SHOPPING,9420,163,85.89,2,457.18,1.74,0.53,42.95,5.32
2024-10-24,C005,Display - Retargeting,DISPLAY,16996,76,13.31,0,0.0,0.45,0.18,13.31,0.0
2024-10-24,C006,YouTube - Brand Awareness,VIDEO,17252,178,27.26,0,0.0,1.03,0.15,27.26,0.0
2024-10-25,C001,Brand - Olist,SEARCH,6262,178,136.78,4,937.74,2.86,0.77,34.2,6.86
2024-10-25,C002,Generic - Electronics,SEARCH,4904,169,177.03,4,612.39,3.45,1.05,44.26,3.46
2024-10-25,C003,Generic - Home & Garden,SEARCH,5290,222,233.73,8,872.16,4.2,1.05,29.22,3.73
2024-10-25,C004,Shopping - All Products,SHOPPING,5746,101,42.65,2,469.61,1.76,0.42,21.32,11.01
2024-10-25,C005,Display - Retargeting,DISPLAY,20118,100,18.38,0,0.0,0.5,0.18,18.38,0.0
2024-10-25,C006,YouTube - Brand Awareness,VIDEO,18052,187,20.13,0,0.0,1.04,0.11,20.13,0.0
2024-10-26,C001,Brand - Olist,SEARCH,5673,167,143.43,3,433.67,2.96,0.86,47.81,3.02
2024-10-26,C002,Generic - Electronics,SEARCH,5904,197,205.22,7,841.95,3.35,1.04,29.32,4.1
2024-10-26,C003,Generic - Home & Garden,SEARCH,5532,198,227.27,3,249.77,3.59,1.15,75.76,1.1
2024-10-26,C004,Shopping - All Products,SHOPPING,9568,193,107.93,3,255.35,2.02,0.56,35.98,2.37
2024-10-26,C005,Display - Retargeting,DISPLAY,25537,136,46.01,1,195.34,0.53,0.34,46.01,4.25
2024-10-26,C006,YouTube - Brand Awareness,VIDEO,13357,182,37.21,0,0.0,1.37,0.2,37.21,0.0
2024-10-27,C001,Brand - Olist,SEARCH,4344,180,108.2,6,1115.14,4.15,0.6,18.03,10.31
2024-10-27,C002,Generic - Electronics,SEARCH,6470,209,166.63,5,621.89,3.24,0.8,33.33,3.73
2024-10-27,C003,Generic - Home & Garden,SEARCH,4530,179,206.14,4,951.47,3.97,1.15,51.53,4.62
2024-10-27,C004,Shopping - All Products,SHOPPING,5896,98,35.9,1,244.57,1.67,0.37,35.9,6.81
2024-10-27,C005,Display - Retargeting,DISPLAY,19360,96,20.94,0,0.0,0.5,0.22,20.94,0.0
2024-10-27,C006,YouTube - Brand Awareness,VIDEO,17284,213,42.59,0,0.0,1.24,0.2,42.59,0.0
2024-10-28,C001,Brand - Olist,SEARCH,2816,87,86.11,2,460.76,3.1,0.99,43.05,5.35
2024-10-28,C002,Generic - Electronics,SEARCH,4949,201,157.13,4,449.61,4.07,0.78,39.28,2.86
2024-10-28,C003,Generic - Home & Garden,SEARCH,3243,106,90.19,2,409.87,3.28,0.85,45.09,4.54
2024-10-28,C004,Shopping - All Products,SHOPPING,6520,119,55.96,2,307.51,1.83,0.47,27.98,5.5
2024-10-28,C005,Display - Retargeting,DISPLAY,12778,54,14.62,0,0.0,0.42,0.27,14.62,0.0
2024-10-28,C006,YouTube - Brand Awareness,VIDEO,13142,184,35.18,0,0.0,1.41,0.19,35.18,0.0
2024-10-29,C001,Brand - Olist,SEARCH,3758,122,73.37,4,391.03,3.26,0.6,18.34,5.33
2024-10-29,C002,Generic - Electronics,SEARCH,4184,144,95.85,3,274.29,3.45,0.67,31.95,2.86
2024-10-29,C003,Generic - Home & Garden,SEARCH,4227,162,99.52,4,390.22,3.83,0.61,24.88,3.92
2024-10-29,C004,Shopping - All Products,SHOPPING,5142,105,42.88,3,741.62,2.05,0.41,14.29,17.3
2024-10-29,C005,Display - Retargeting,DISPLAY,13692,81,20.29,0,0.0,0.59,0.25,20.29,0.0
2024-10-29,C006,YouTube - Brand Awareness,VIDEO,13382,157,20.22,0,0.0,1.18,0.13,20.22,0.0
2024-10-30,C001,Brand - Olist,SEARCH,4577,180,149.32,4,566.54,3.95,0.83,37.33,3.79
2024-10-30,C002,Generic - Electronics,SEARCH,5917,192,138.12,5,809.81,3.26,0.72,27.62,5.86
2024-10-30,C003,Generic - Home & Garden,SEARCH,6022,187,153.66,7,1017.69,3.11,0.82,21.95,6.62
2024-10-30,C004,Shopping - All Products,SHOPPING,7803,143,87.05,4,785.03,1.84,0.61,21.76,9.02
2024-10-30,C005,Display - Retargeting,DISPLAY,20378,82,21.17,0,0.0,0.41,0.26,21.17,0.0
2024-10-30,C006,YouTube - Brand Awareness,VIDEO,19240,236,42.49,0,0.0,1.23,0.18,42.49,0.0
2024-10-31,C001,Brand - Olist,SEARCH,5338,219,137.3,5,868.06,4.11,0.63,27.46,6.32
2024-10-31,C002,Generic - Electronics,SEARCH,4709,186,200.83,4,493.63,3.97,1.08,50.21,2.46
2024-10-31,C003,Generic - Home & Garden,SEARCH,3817,125,105.1,4,367.67,3.3,0.84,26.27,3.5
2024-10-31,C004,Shopping - All Products,SHOPPING,7497,130,47.37,1,151.26,1.75,0.36,47.37,3.19
2024-10-31,C005,Display - Retargeting,DISPLAY,16018,92,25.07,0,0.0,0.58,0.27,25.07,0.0
2024-10-31,C006,YouTube - Brand Awareness,VIDEO,19123,203,40.2,0,0.0,1.07,0.2,40.2,0.0
2024-11-01,C001,Brand - Olist,SEARCH,5389,181,150.94,6,917.03,3.36,0.83,25.16,6.08
2024-11-01,C002,Generic - Electronics,SEARCH,5694,225,153.48,6,1341.56,3.95,0.68,25.58,8.74
2024-11-01,C003,Generic - Home & Garden,SEARCH,4793,159,181.17,6,973.7,3.33,1.14,30.19,5.37
2024-11-01,C004,Shopping - All Products,SHOPPING,8067,148,73.34,2,252.48,1.85,0.5,36.67,3.44
2024-11-01,C005,Display - Retargeting,DISPLAY,14076,83,28.55,0,0.0,0.6,0.34,28.55,0.0
2024-11-01,C006,YouTube - Brand Awareness,VIDEO,16539,222,45.38,0,0.0,1.35,0.2,45.38,0.0
2024-11-02,C001,Brand - Olist,SEARCH,6470,183,154.79,6,602.8,2.84,0.85,25.8,3.89
2024-11-02,C002,Generic - Electronics,SEARCH,6315,192,185.38,4,691.59,3.05,0.97,46.34,3.73
2024-11-02,C003,Generic - Home & Garden,SEARCH,4751,143,99.63,5,1163.27,3.02,0.7,19.93,11.68
2024-11-02,C004,Shopping - All Products,SHOPPING,6003,114,39.51,2,364.83,1.91,0.35,19.75,9.23
2024-11-02,C005,Display - Retargeting,DISPLAY,15956,71,12.72,0,0.0,0.45,0.18,12.72,0.0
2024-11-02,C006,YouTube - Brand Awareness,VIDEO,12583,173,34.99,0,0.0,1.38,0.2,34.99,0.0
2024-11-03,C001,Brand - Olist,SEARCH,5221,174,106.5,2,427.71,3.35,0.61,53.25,4.02
2024-11-03,C002,Generic - Electronics,SEARCH,4419,126,119.08,5,862.57,2.86,0.95,23.82,7.24
2024-11-03,C003,Generic - Home & Garden,SEARCH,4325,164,124.07,4,693.91,3.79,0.76,31.02,5.59
2024-11-03,C004,Shopping - All Products,SHOPPING,5842,113,65.22,1,118.43,1.94,0.58,65.22,1.82
2024-11-03,C005,Display - Retargeting,DISPLAY,23807,139,26.64,1,228.02,0.59,0.19,26.64,8.56
2024-11-03,C006,YouTube - Brand Awareness,VIDEO,11251,119,21.9,0,0.0,1.06,0.18,21.9,0.0
2024-11-04,C001,Brand - Olist,SEARCH,3602,120,109.24,3,650.77,3.35,0.91,36.41,5.96
2024-11-04,C002,Generic - Electronics,SEARCH,4624,139,95.05,3,448.31,3.02,0.68,31.68,4.72
2024-11-04,C003,Generic - Home & Garden,SEARCH,4431,127,78.19,4,451.54,2.88,0.62,19.55,5.77
2024-11-04,C004,Shopping - All Products,SHOPPING,6943,125,74.26,2,238.2,1.81,0.59,37.13,3.21
2024-11-04,C005,Display - Retargeting,DISPLAY,15148,67,19.61,0,0.0,0.45,0.29,19.61,0.0
2024-11-04,C006,YouTube - Brand Awareness,VIDEO,11258,116,21.17,0,0.0,1.04,0.18,21.17,0.0
2024-11-05,C001,Brand - Olist,SEARCH,2994,125,85.99,5,1074.75,4.19,0.69,17.2,12.5
2024-11-05,C002,Generic - Electronics,SEARCH,4382,158,175.43,4,741.19,3.61,1.11,43.86,4.22
2024-11-05,C003,Generic - Home & Garden,SEARCH,3786,128,101.31,4,457.04,3.4,0.79,25.33,4.51
2024-11-05,C004,Shopping - All Products,SHOPPING,8068,173,99.36,4,331.02,2.15,0.57,24.84,3.33
2024-11-05,C005,Display - Retargeting,DISPLAY,19056,77,25.47,0,0.0,0.41,0.33,25.47,0.0
2024-11-05,C006,YouTube - Brand Awareness,VIDEO,13910,150,29.38,0,0.0,1.08,0.2,29.38,0.0
2024-11-06,C001,Brand - Olist,SEARCH,5521,220,155.29,6,1095.21,3.99,0.71,25.88,7.05
2024-11-06,C002,Generic - Electronics,SEARCH,5547,199,169.21,7,829.26,3.61,0.85,24.17,4.9
2024-11-06,C003,Generic - Home & Garden,SEARCH,5577,174,168.27,3,270.57,3.13,0.97,56.09,1.61
2024-11-06,C004,Shopping - All Products,SHOPPING,6228,129,75.15,3,414.07,2.08,0.58,25.05,5.51
2024-11-06,C005,Display - Retargeting,DISPLAY,19742,115,26.81,0,0.0,0.59,0.23,26.81,0.0
2024-11-06,C006,YouTube - Brand Awareness,VIDEO,12827,124,21.24,0,0.0,0.97,0.17,21.24,0.0
2024-11-07,C001,Brand - Olist,SEARCH,4387,163,136.51,6,1068.42,3.73,0.84,22.75,7.83
2024-11-07,C002,Generic - Electronics,SEARCH,5191,181,115.17,5,689.81,3.5,0.64,23.03,5.99
2024-11-07,C003,Generic - Home & Garden,SEARCH,6251,210,142.85,5,846.65,3.37,0.68,28.57,5.93
2024-11-07,C004,Shopping - All Products,SHOPPING,8949,207,116.86,5,1204.04,2.32,0.56,23.37,10.3
2024-11-07,C005,Display - Retargeting,DISPLAY,17549,70,15.58,0,0.0,0.4,0.22,15.58,0.0
2024-11-07,C006,YouTube - Brand Awareness,VIDEO,15841,153,27.77,0,0.0,0.97,0.18,27.77,0.0
2024-11-08,C001,Brand - Olist,SEARCH,4528,135,87.91,5,952.32,2.99,0.65,17.58,10.83
2024-11-08,C002,Generic - Electronics,SEARCH,3810,128,131.68,2,160.01,3.36,1.03,65.84,1.22
2024-11-08,C003,Generic - Home & Garden,SEARCH,5636,185,138.09,5,1123.48,3.3,0.75,27.62,8.14
2024-11-08,C004,Shopping - All Products,SHOPPING,10196,209,99.7,5,722.98,2.05,0.48,19.94,7.25
2024-11-08,C005,Display - Retargeting,DISPLAY,21285,101,21.92,0,0.0,0.48,0.22,21.92,0.0
2024-11-08,C006,YouTube - Brand Awareness,VIDEO,12092,173,26.23,0,0.0,1.43,0.15,26.23,0.0
2024-11-09,C001,Brand - Olist,SEARCH,5248,206,144.17,5,971.63,3.94,0.7,28.83,6.74
2024-11-09,C002,Generic - Electronics,SEARCH,5546,179,120.69,3,535.03,3.24,0.67,40.23,4.43
2024-11-09,C003,Generic - Home & Garden,SEARCH,5580,210,219.1,6,1224.85,3.78,1.04,36.52,5.59
2024-11-09,C004,Shopping - All Products,SHOPPING,8572,149,48.14,3,554.72,1.75,0.32,16.05,11.52
2024-11-09,C005,Display - Retargeting,DISPLAY,24199,106,20.88,0,0.0,0.44,0.2,20.88,0.0
2024-11-09,C006,YouTube - Brand Awareness,VIDEO,15770,192,21.89,0,0.0,1.22,0.11,21.89,0.0
2024-11-10,C001,Brand - Olist,SEARCH,5133,160,155.92,2,329.36,3.13,0.97,77.96,2.11
2024-11-10,C002,Generic - Electronics,SEARCH,5567,175,136.17,6,1306.12,3.15,0.78,22.69,9.59
2024-11-10,C003,Generic - Home & Garden,SEARCH,5249,200,162.41,5,561.45,3.82,0.81,32.48,3.46
2024-11-10,C004,Shopping - All Products,SHOPPING,8968,183,78.32,2,267.36,2.05,0.43,39.16,3.41
2024-11-10,C005,Display - Retargeting,DISPLAY,14682,81,24.13,0,0.0,0.55,0.3,24.13,0.0
2024-11-10,C006,YouTube - Brand Awareness,VIDEO,17306,203,30.1,0,0.0,1.18,0.15,30.1,0.0
2024-11-11,C001,Brand - Olist,SEARCH,4202,174,136.86,4,664.03,4.16,0.79,34.22,4.85
2024-11-11,C002,Generic - Electronics,SEARCH,3188,118,140.26,3,444.36,3.72,1.19,46.75,3.17
2024-11-11,C003,Generic - Home & Garden,SEARCH,3076,124,104.39,4,620.58,4.04,0.84,26.1,5.94
2024-11-11,C004,Shopping - All Products,SHOPPING,6969,114,65.13,2,484.55,1.65,0.57,32.56,7.44
2024-11-11,C005,Display - Retargeting,DISPLAY,12653,62,17.38,0,0.0,0.5,0.28,17.38,0.0
2024-11-11,C006,YouTube - Brand Awareness,VIDEO,9313,106,12.94,0,0.0,1.15,0.12,12.94,0.0
2024-11-12,C001,Brand - Olist,SEARCH,4125,149,152.31,3,649.54,3.63,1.02,50.77,4.26
2024-11-12,C002,Generic - Electronics,SEARCH,4096,119,110.87,3,391.13,2.91,0.93,36.96,3.53
2024-11-12,C003,Generic - Home & Garden,SEARCH,3144,94,80.13,1,239.73,3.01,0.85,80.13,2.99
2024-11-12,C004,Shopping - All Products,SHOPPING,7379,152,87.55,3,561.35,2.07,0.58,29.18,6.41
2024-11-12,C005,Display - Retargeting,DISPLAY,19155,106,23.69,0,0.0,0.56,0.22,23.69,0.0
2024-11-12,C006,YouTube - Brand Awareness,VIDEO,15390,160,28.93,0,0.0,1.05,0.18,28.93,0.0
2024-11-13,C001,Brand - Olist,SEARCH,6290,258,149.44,9,2174.32,4.11,0.58,16.6,14.55
2024-11-13,C002,Generic - Electronics,SEARCH,4279,178,138.04,4,409.88,4.18,0.78,34.51,2.97
2024-11-13,C003,Generic - Home & Garden,SEARCH,5783,214,211.0,6,1400.45,3.7,0.99,35.17,6.64
2024-11-13,C004,Shopping - All Products,SHOPPING,8927,158,86.16,4,881.91,1.77,0.55,21.54,10.24
2024-11-13,C005,Display - Retargeting,DISPLAY,25267,118,44.6,1,187.35,0.47,0.38,44.6,4.2
2024-11-13,C006,YouTube - Brand Awareness,VIDEO,21071,262,46.68,0,0.0,1.25,0.18,46.68,0.0
2024-11-14,C001,Brand - Olist,SEARCH,4993,183,140.55,3,548.22,3.68,0.77,46.85,3.9
2024-11-14,C002,Generic - Electronics,SEARCH,6949,245,214.6,4,620.45,3.53,0.88,53.65,2.89
2024-11-14,C003,Generic - Home & Garden,SEARCH,4788,146,125.33,2,295.25,3.06,0.86,62.66,2.36
2024-11-14,C004,Shopping - All Products,SHOPPING,9667,192,100.36,3,497.91,1.99,0.52,33.45,4.96
2024-11-14,C005,Display - Retargeting,DISPLAY,17693,73,24.13,0,0.0,0.41,0.33,24.13,0.0
2024-11-14,C006,YouTube - Brand Awareness,VIDEO,22965,225,31.13,0,0.0,0.98,0.14,31.13,0.0
2024-11-15,C001,Brand - Olist,SEARCH,6524,186,160.26,4,372.49,2.86,0.86,40.06,2.32
2024-11-15,C002,Generic - Electronics,SEARCH,4811,143,114.69,3,422.65,2.98,0.8,38.23,3.69
2024-11-15,C003,Generic - Home & Garden,SEARCH,7762,291,232.13,7,1220.13,3.76,0.8,33.16,5.26
2024-11-15,C004,Shopping - All Products,SHOPPING,7162,114,71.98,2,326.48,1.6,0.63,35.99,4.54
2024-11-15,C005,Display - Retargeting,DISPLAY,22782,92,25.8,0,0.0,0.4,0.28,25.8,0.0
2024-11-15,C006,YouTube - Brand Awareness,VIDEO,19073,249,41.27,0,0.0,1.31,0.17,41.27,0.0
2024-11-16,C001,Brand - Olist,SEARCH,4844,189,151.41,5,1184.07,3.92,0.8,30.28,7.82
2024-11-16,C002,Generic - Electronics,SEARCH,4461,142,136.87,5,604.57,3.19,0.96,27.37,4.42
2024-11-16,C003,Generic - Home & Garden,SEARCH,7347,291,244.97,7,1724.08,3.96,0.84,35.0,7.04
2024-11-16,C004,Shopping - All Products,SHOPPING,7761,173,87.25,3,534.96,2.24,0.5,29.08,6.13
2024-11-16,C005,Display - Retargeting,DISPLAY,28789,161,63.1,1,103.8,0.56,0.39,63.1,1.65
2024-11-16,C006,YouTube - Brand Awareness,VIDEO,17090,209,36.94,0,0.0,1.22,0.18,36.94,0.0
2024-11-17,C001,Brand - Olist,SEARCH,6631,222,139.76,9,2065.79,3.35,0.63,15.53,14.78
2024-11-17,C002,Generic - Electronics,SEARCH,7465,312,269.17,10,1622.46,4.19,0.86,26.92,6.03
2024-11-17,C003,Generic - Home & Garden,SEARCH,5706,188,213.94,3,480.59,3.3,1.14,71.31,2.25
2024-11-17,C004,Shopping - All Products,SHOPPING,9907,203,92.86,2,280.64,2.06,0.46,46.43,3.02
2024-11-17,C005,Display - Retargeting,DISPLAY,28035,143,37.87,1,215.36,0.51,0.26,37.87,5.69
2024-11-17,C006,YouTube - Brand Awareness,VIDEO,20538,257,48.19,0,0.0,1.25,0.19,48.19,0.0
2024-11-18,C001,Brand - Olist,SEARCH,5085,178,135.19,5,642.78,3.52,0.76,27.04,4.75
2024-11-18,C002,Generic - Electronics,SEARCH,5475,155,175.39,3,480.54,2.83,1.13,58.46,2.74
2024-11-18,C003,Generic - Home & Garden,SEARCH,3623,133,147.24,3,697.25,3.68,1.11,49.08,4.74
2024-11-18,C004,Shopping - All Products,SHOPPING,6280,101,71.07,3,544.44,1.62,0.7,23.69,7.66
2024-11-18,C005,Display - Retargeting,DISPLAY,22773,110,40.42,0,0.0,0.49,0.37,40.42,0.0
2024-11-18,C006,YouTube - Brand Awareness,VIDEO,12402,130,20.42,0,0.0,1.06,0.16,20.42,0.0
2024-11-19,C001,Brand - Olist,SEARCH,4588,167,128.96,3,504.22,3.66,0.77,42.99,3.91
2024-11-19,C002,Generic - Electronics,SEARCH,3976,127,126.98,2,380.79,3.2,1.0,63.49,3.0
2024-11-19,C003,Generic - Home & Garden,SEARCH,5286,207,226.01,4,922.6,3.92,1.09,56.5,4.08
2024-11-19,C004,Shopping - All Products,SHOPPING,7488,153,96.18,4,997.93,2.05,0.63,24.05,10.38
2024-11-19,C005,Display - Retargeting,DISPLAY,21736,99,39.08,0,0.0,0.46,0.39,39.08,0.0
2024-11-19,C006,YouTube - Brand Awareness,VIDEO,12293,131,18.79,0,0.0,1.07,0.14,18.79,0.0
2024-11-20,C001,Brand - Olist,SEARCH,5060,195,144.38,5,578.24,3.86,0.74,28.88,4.0
2024-11-20,C002,Generic - Electronics,SEARCH,7715,285,288.2,10,2101.96,3.7,1.01,28.82,7.29
2024-11-20,C003,Generic - Home & Garden,SEARCH,6689,277,231.54,9,1835.84,4.15,0.84,25.73,7.93
2024-11-20,C004,Shopping - All Products,SHOPPING,10032,177,100.66,3,569.06,1.77,0.57,33.55,5.65
2024-11-20,C005,Display - Retargeting,DISPLAY,27531,122,36.0,0,0.0,0.45,0.3,36.0,0.0
2024-11-20,C006,YouTube - Brand Awareness,VIDEO,22419,255,56.27,1,111.08,1.14,0.22,56.27,1.97
2024-11-21,C001,Brand - Olist,SEARCH,7642,254,136.87,7,689.73,3.33,0.54,19.55,5.04
2024-11-21,C002,Generic - Electronics,SEARCH,5094,165,213.1,4,903.91,3.24,1.29,53.27,4.24
2024-11-21,C003,Generic - Home & Garden,SEARCH,7286,282,230.88,11,2156.35,3.87,0.82,20.99,9.34
2024-11-21,C004,Shopping - All Products,SHOPPING,8630,172,107.0,2,266.1,2.0,0.62,53.5,2.49
2024-11-21,C005,Display - Retargeting,DISPLAY,28354,162,38.69,1,192.59,0.57,0.24,38.69,4.98
2024-11-21,C006,YouTube - Brand Awareness,VIDEO,20719,279,68.4,1,102.39,1.35,0.25,68.4,1.5
2024-11-22,C001,Brand - Olist,SEARCH,6738,258,142.57,10,1087.06,3.84,0.55,14.26,7.62
2024-11-22,C002,Generic - Electronics,SEARCH,4393,167,175.93,4,434.43,3.8,1.05,43.98,2.47
2024-11-22,C003,Generic - Home & Garden,SEARCH,7211,257,218.22,7,1279.13,3.57,0.85,31.17,5.86
2024-11-22,C004,Shopping - All Products,SHOPPING,9374,212,146.61,3,667.82,2.26,0.69,48.87,4.56
2024-11-22,C005,Display - Retargeting,DISPLAY,26462,142,40.64,1,99.14,0.54,0.29,40.64,2.44
2024-11-22,C006,YouTube - Brand Awareness,VIDEO,17004,235,31.01,0,0.0,1.39,0.13,31.01,0.0
2024-11-23,C001,Brand - Olist,SEARCH,5174,162,143.95,5,734.15,3.15,0.89,28.79,5.1
2024-11-23,C002,Generic - Electronics,SEARCH,4701,132,145.54,3,422.17,2.82,1.1,48.51,2.9
