deal_id,order_id,deal_name,deal_stage,pipeline,amount,create_date,close_date,deal_type,lead_source
DEAL_040574,96dedbc863308fafcabedddb58c1ae89,Order 96dedbc8,closed_won,default,51.09,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040575,c7b1a19d2ae06ca24586ea3d67fb4f38,Order c7b1a19d,closed_won,default,157.06,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040576,f5eb2c9c8751b09f7637a10a9c40aef2,Order f5eb2c9c,closed_won,default,1279.1,2025-06-25,2025-06-25,new_business,direct
DEAL_040577,47cbe02b9cbc9a962569b1fb312b3f0f,Order 47cbe02b,closed_won,default,72.14,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040578,8f6a8c5dbe911618a3e81e7fa7914114,Order 8f6a8c5d,closed_won,default,64.1,2025-06-25,2025-06-25,new_business,referral
DEAL_040579,102dc75f04e28c228169dedb666dcd3e,Order 102dc75f,closed_won,default,28.0,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040580,6c004aa51ca258da5f0936ce3a38ab18,Order 6c004aa5,closed_won,default,27.64,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040581,6cbb7541cec244760660574cd04791c8,Order 6cbb7541,closed_won,default,89.03,2025-06-25,2025-06-25,new_business,direct
DEAL_040582,c1b770015e27aaf2b475026989d04fe0,Order c1b77001,closed_won,default,137.73,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040583,3937dd4b1499f638732d32d8c8f0720d,Order 3937dd4b,closed_won,default,464.98,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040584,1deb5e48c7ba534c27d83f4a6afea25f,Order 1deb5e48,closed_won,default,292.5,2025-06-25,2025-06-25,new_business,referral
DEAL_040585,376a342d70faa7a733b871acc701def8,Order 376a342d,closed_won,default,42.1,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040586,cf08d69c4cea9709409621927e2e41fc,Order cf08d69c,closed_won,default,45.0,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040587,093dea0d5b7854e484d59d15b2243006,Order 093dea0d,closed_won,default,44.1,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040588,0a4717812af08b022a25c46f110d881d,Order 0a471781,closed_won,default,43.98,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040589,92061d31d4807cbc328c14fd3aec3205,Order 92061d31,closed_won,default,232.72,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040590,a2ccba6b49ba609c283317d2754b4fa4,Order a2ccba6b,closed_won,default,197.31,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040591,827a09bfc4897fbe516f911c82365ede,Order 827a09bf,closed_won,default,76.77,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040592,e0b6e95c36638b633c19b0aa5ce47516,Order e0b6e95c,closed_won,default,171.79,2025-06-25,2025-06-25,new_business,referral
DEAL_040593,549724824079ea56bf8f03069347fe0e,Order 54972482,closed_won,default,66.79,2025-06-25,2025-06-25,new_business,direct
DEAL_040594,7ef689cb709f1d6e42a9f52a93e2da25,Order 7ef689cb,closed_won,default,188.34,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040595,23b51e2ed131cc184e283beb7605c156,Order 23b51e2e,closed_won,default,417.55,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040596,7a7afad8caa7dffdb8773430c8fab7ea,Order 7a7afad8,closed_won,default,168.1,2025-06-25,2025-06-25,new_business,email
DEAL_040597,036f684797c77d9beffa596570e198bd,Order 036f6847,closed_won,default,46.1,2025-06-25,2025-06-25,new_business,direct
DEAL_040598,deab5b501cae4f6475a45bb4eaf79b61,Order deab5b50,closed_won,default,103.37,2025-06-25,2025-06-25,new_business,direct
DEAL_040599,c46deef64dc8913af348b596ff4fc40d,Order c46deef6,closed_won,default,53.68,2025-06-25,2025-06-25,new_business,referral
DEAL_040600,fa10e2525a383d23880eef7f85d6945f,Order fa10e252,closed_won,default,225.17,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040601,8e0167d93d1c6bdf4595ee876ac8a842,Order 8e0167d9,closed_won,default,54.0,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040602,5730dad6ecb4f73d55da69d127c2bb6b,Order 5730dad6,closed_won,default,92.57,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040603,a23f7ba42e3c12b58d1e24b1b7615d05,Order a23f7ba4,closed_won,default,367.22,2025-06-25,2025-06-25,new_business,direct
DEAL_040604,7dfb5da526cec6b438017b4b44d07c72,Order 7dfb5da5,closed_won,default,217.64,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040605,d8f3f6f587c473f30872ffdf8170fc6c,Order d8f3f6f5,closed_won,default,119.34,2025-06-25,2025-06-25,new_business,email
DEAL_040606,2d394ce1703ceeb355e2446e4a7a6bf4,Order 2d394ce1,closed_won,default,381.88,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040607,4b8ff73a4dec02960c8a7783bcf9596b,Order 4b8ff73a,closed_won,default,117.75,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040608,3ff16951afc463cf89f6a5baa0de8ca5,Order 3ff16951,closed_won,default,67.14,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040609,10bc94fc052750e8053c44b8a0cdab8d,Order 10bc94fc,closed_won,default,372.75,2025-06-25,2025-06-25,new_business,direct
DEAL_040610,e1de983b29ef4a602a14eea41156ee4e,Order e1de983b,closed_won,default,115.45,2025-06-25,2025-06-25,new_business,direct
DEAL_040611,37ac92a80fc763601ead868bb23af05a,Order 37ac92a8,closed_won,default,60.01,2025-06-25,2025-06-25,new_business,referral
DEAL_040612,95962f933dc8f1cffffaf4fed75d2a5f,Order 95962f93,closed_won,default,64.19,2025-06-25,2025-06-25,new_business,direct
DEAL_040613,54ca11fe8af494d4cbb2cc7220f0a132,Order 54ca11fe,closed_won,default,232.1,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040614,07144524b0b12343da7f0e7227dcb28d,Order 07144524,closed_won,default,100.34,2025-06-25,2025-06-25,new_business,referral
DEAL_040615,41537821ce113ccef16d0e4b303f1230,Order 41537821,closed_won,default,89.27,2025-06-25,2025-06-25,new_business,direct
DEAL_040616,29aefbcf33949b65e5303167977e0362,Order 29aefbcf,closed_won,default,84.88,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040617,033e33708df28579692a3d19492c6553,Order 033e3370,closed_won,default,145.57,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040618,ba23f06cfbbc52bebe1d16e97abe1da4,Order ba23f06c,closed_won,default,36.69,2025-06-25,2025-06-25,new_business,direct
DEAL_040619,f3084f2732a99c1ed0707032aca45026,Order f3084f27,closed_won,default,332.58,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040620,a58dce7bfbda8c2a9ea6744082fda9cc,Order a58dce7b,closed_won,default,262.16,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040621,c23b4e10db2f8a40ad2cdd62f0ea7066,Order c23b4e10,closed_won,default,52.38,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040622,2beef95c5b98fdfefddc581a17f27b82,Order 2beef95c,closed_won,default,73.84,2025-06-25,2025-06-25,new_business,email
DEAL_040623,6d12f43a6648af8bcbcba202eab3a428,Order 6d12f43a,closed_won,default,67.01,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040624,593823b9588a494c8015438b207ee60a,Order 593823b9,closed_won,default,83.15,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040625,dc034558fc2acd4a0d55733dd55b3b9c,Order dc034558,closed_won,default,185.94,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040626,11168fb56306d0f5da251c7531a8b4f6,Order 11168fb5,closed_won,default,110.13,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040627,199252c8392d7a5363c63e239086c091,Order 199252c8,closed_won,default,99.0,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040628,ab8c4bf0204081a450dae1139f6eacb5,Order ab8c4bf0,closed_won,default,189.62,2025-06-25,2025-06-25,new_business,email
DEAL_040629,beee47428ec6a6984d07930d75eb3c17,Order beee4742,closed_won,default,147.37,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040630,a53d5c8476995cd1a3a77e4036f30020,Order a53d5c84,closed_won,default,122.17,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040631,588e7e0d12441120556b3eab625514aa,Order 588e7e0d,closed_won,default,74.56,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040632,b8e17df0f313ac216d29c0683a83b992,Order b8e17df0,closed_won,default,118.17,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040633,535c8ce792ddc4f50d7d860ae069049d,Order 535c8ce7,closed_won,default,276.65,2025-06-25,2025-06-25,new_business,referral
DEAL_040634,50b8dbee8859800c77f56a85f7db69cc,Order 50b8dbee,closed_won,default,20.68,2025-06-25,2025-06-25,new_business,direct
DEAL_040635,28ea88a8bad588a92fdc8933affa2d09,Order 28ea88a8,closed_won,default,32.68,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040636,9eb4c52cf0399fb41b3e537d6acf99e0,Order 9eb4c52c,closed_won,default,243.45,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040637,aa41daf4827f0e42287245f7467a6d6f,Order aa41daf4,closed_won,default,38.31,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040638,599d6e8a6c48719bfc536e4f6e65b92e,Order 599d6e8a,closed_won,default,56.78,2025-06-25,2025-06-25,new_business,direct
DEAL_040639,1c38314597f39a117548efb308041b76,Order 1c383145,closed_won,default,390.32,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040640,73211682c98aac44eb45ceae86828386,Order 73211682,closed_won,default,438.53,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040641,d6e233b5ace3d517b1a0fc015f6de444,Order d6e233b5,closed_won,default,72.98,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040642,8b9c81aba1637b7096d3d34fe6f880a6,Order 8b9c81ab,closed_won,default,161.28,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040643,f556110e0144ed7b7aac2a78e2c12000,Order f556110e,closed_won,default,59.29,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040644,3fbc3af8ff8fea319d3a050846cfe092,Order 3fbc3af8,closed_won,default,149.1,2025-06-25,2025-06-25,new_business,email
DEAL_040645,4c9ddca2b75016c60d1bcad0f53dfbb3,Order 4c9ddca2,closed_won,default,117.92,2025-06-25,2025-06-25,new_business,direct
DEAL_040646,b298fd28139da45209ed96d965b7a1ad,Order b298fd28,closed_won,default,155.36,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040647,f4ed3372892bfb645849016388ddae75,Order f4ed3372,closed_won,default,271.31,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040648,4fec92299349d37362908a6a5685a0d6,Order 4fec9229,closed_won,default,114.56,2025-06-25,2025-06-25,new_business,referral
DEAL_040649,7e96374aee396bd5b72cf015c3e06448,Order 7e96374a,closed_won,default,96.8,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040650,c50e269f3f05dc460ee457106f787b7f,Order c50e269f,closed_won,default,216.42,2025-06-25,2025-06-25,new_business,email
DEAL_040651,ccbb95ac0f7ba15b0f097df2736d9a46,Order ccbb95ac,closed_won,default,92.57,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040652,057712e71c25f78b04ba3452284c110b,Order 057712e7,closed_won,default,241.93,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040653,529c6a63825f705864c027436f173560,Order 529c6a63,closed_won,default,193.98,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040654,b53a3bae66c300d0757b9e094b326264,Order b53a3bae,closed_won,default,51.01,2025-06-25,2025-06-25,new_business,direct
DEAL_040655,64212621110bae7f5310d5737a9c8e53,Order 64212621,closed_won,default,122.5,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040656,13664715b6167dfab3eba4d88b3d2c32,Order 13664715,closed_won,default,129.93,2025-06-25,2025-06-25,new_business,direct
DEAL_040657,b2cb3ebf627fc0385565fc328822fdc9,Order b2cb3ebf,closed_won,default,279.46,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040658,a4efbda58af31645539bafc75617196a,Order a4efbda5,closed_won,default,92.57,2025-06-25,2025-06-25,new_business,direct
DEAL_040659,17290263a090bbef4685f5b23f355104,Order 17290263,closed_won,default,138.6,2025-06-25,2025-06-25,new_business,referral
DEAL_040660,a958c63d82402d33056428ad710622d0,Order a958c63d,closed_won,default,125.44,2025-06-25,2025-06-25,new_business,direct
DEAL_040661,3d1a2a1af49e4de479ee90a75f5aef6e,Order 3d1a2a1a,closed_won,default,130.32,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040662,29e6f39d57976e61801fbb8f266f30e6,Order 29e6f39d,closed_won,default,238.69,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040663,23de168770a4c66841ecb6f89ee67a37,Order 23de1687,closed_won,default,67.36,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040664,c9971f16f56a5775573b08549b2621fb,Order c9971f16,closed_won,default,69.73,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040665,b7c3dc0093239be66c61081692c5ead2,Order b7c3dc00,closed_won,default,21.43,2025-06-25,2025-06-25,new_business,direct
DEAL_040666,a728a784b0cb1c9e387f984db61c0810,Order a728a784,closed_won,default,115.35,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040667,c16b33b318036905a37290c0c735c522,Order c16b33b3,closed_won,default,37.8,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040668,1fbf5baa345604aa56a1e8a510eafd49,Order 1fbf5baa,closed_won,default,50.1,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040669,38ba1e9f8530f9ecdce64d3b724bd81b,Order 38ba1e9f,closed_won,default,103.46,2025-06-25,2025-06-25,new_business,direct
DEAL_040670,2fcc1c43a1d4caedfbacd8f9267a8e95,Order 2fcc1c43,closed_won,default,138.89,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040671,179e23361d372901e40a92f8c29bd61d,Order 179e2336,closed_won,default,187.2,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040672,f02d7520026a027c1329f08d01ac16ab,Order f02d7520,closed_won,default,144.12,2025-06-25,2025-06-25,new_business,email
DEAL_040673,505600165af42b25a7f2f17756eb1b8c,Order 50560016,closed_won,default,128.02,2025-06-25,2025-06-25,new_business,direct
DEAL_040674,9280325355a6fe53fe67ef8c3418b638,Order 92803253,closed_won,default,48.19,2025-06-25,2025-06-25,new_business,direct
DEAL_040675,9a25f8f4708b9143f6583aecb14d9558,Order 9a25f8f4,closed_won,default,61.75,2025-06-25,2025-06-25,new_business,email
DEAL_040676,f640183c8895bffdd9fbe37601bcdfdc,Order f640183c,closed_won,default,82.63,2025-06-25,2025-06-25,new_business,referral
DEAL_040677,0e2a4b5a168e8d1f4e4ce0fb458d1c7c,Order 0e2a4b5a,closed_won,default,73.15,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040678,3f6722bfec2a8821209030cdc7ae23cd,Order 3f6722bf,closed_won,default,98.24,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040679,3e30e6710e775ebfeecbd90fad476396,Order 3e30e671,closed_won,default,70.72,2025-06-25,2025-06-25,new_business,email
DEAL_040680,e3ecf67f9ab4a010b9ca17cc8df843bf,Order e3ecf67f,closed_won,default,69.12,2025-06-25,2025-06-25,new_business,direct
DEAL_040681,930e558d49307bfece16cef73bf168ec,Order 930e558d,closed_won,default,332.6,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040682,0e44e7b0102a1f19aa9d7643e45dbbdb,Order 0e44e7b0,closed_won,default,171.72,2025-06-25,2025-06-25,new_business,email
DEAL_040683,cd1afe54001178b012be992f11234a8e,Order cd1afe54,closed_won,default,58.89,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040684,a28ddb8374055bd8000ae0b1d8526942,Order a28ddb83,closed_won,default,156.92,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040685,f963203238ed23a3000eabb38d9c1f48,Order f9632032,closed_won,default,221.12,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040686,66ef8af8edec04b75469fd942a8ad66e,Order 66ef8af8,closed_won,default,53.76,2025-06-25,2025-06-25,new_business,referral
DEAL_040687,43d7305914fd70e58c762b287e0cde53,Order 43d73059,closed_won,default,93.21,2025-06-25,2025-06-25,new_business,direct
DEAL_040688,19a8ddfef7a411a196509d51ee14b776,Order 19a8ddfe,closed_won,default,38.2,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040689,2fecaf598801440c691c00e5f378d0b2,Order 2fecaf59,closed_won,default,32.77,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040690,a50456c8fe575e192697e5f87d77a52a,Order a50456c8,closed_won,default,129.24,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040691,adf0466a37381e1ad2d2e717a23f28db,Order adf0466a,closed_won,default,367.22,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040692,b46dae9e3868b50ceafa02001dd5a1e0,Order b46dae9e,closed_won,default,39.62,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040693,322b584bcce9a2ecb8d00ca5de3ac302,Order 322b584b,closed_won,default,409.29,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040694,6ec2d80504cd921f6d34b998ceeab690,Order 6ec2d805,closed_won,default,56.75,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040695,b6bc67fe4d4fbc4307eafa56be5e4fdd,Order b6bc67fe,closed_won,default,106.78,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040696,c2cbad19d26c3e399c065fb573a6611c,Order c2cbad19,closed_won,default,69.73,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040697,79fea4eca2e5b9c77d549cbcdc60c8be,Order 79fea4ec,closed_won,default,305.27,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040698,d7c3a90ab28bbb07e47e1fccdbae401c,Order d7c3a90a,closed_won,default,132.03,2025-06-25,2025-06-25,new_business,email
DEAL_040699,dac85d3cab0888e36afc2fdc41ecf316,Order dac85d3c,closed_won,default,699.62,2025-06-25,2025-06-25,new_business,referral
DEAL_040700,cc0f9e4057df851c6911641bf7ea0459,Order cc0f9e40,closed_won,default,174.33,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040701,a7586f18de9c78a682d841ea07939673,Order a7586f18,closed_won,default,79.33,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040702,3169ea0ca9e7b527454873b4aa6e6583,Order 3169ea0c,closed_won,default,72.78,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040703,e881dae0437e8efde70b242d9a1b5a33,Order e881dae0,closed_won,default,115.7,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040704,770cda5595335d94a7ef1709b00c8eca,Order 770cda55,closed_won,default,203.83,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040705,316c859aa0c2b794a3db879c5eb09153,Order 316c859a,closed_won,default,76.76,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040706,2ae5260ce606b477a55abe5a13cd5cad,Order 2ae5260c,closed_won,default,1031.69,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040707,82700234d97d430ee6c36d8978df2b0c,Order 82700234,closed_won,default,266.49,2025-06-25,2025-06-25,new_business,direct
DEAL_040708,61bad37b59417cf4967b83748544fd52,Order 61bad37b,closed_won,default,116.36,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040709,aec3389fc7c084e0cd8f8fae90fa52e3,Order aec3389f,closed_won,default,315.84,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040710,cd2c9b022c25b6279c5f61716a525c1f,Order cd2c9b02,closed_won,default,177.36,2025-06-25,2025-06-25,new_business,referral
DEAL_040711,16fb5223e4fe12fa7d021f3472b20bd6,Order 16fb5223,closed_won,default,32.77,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040712,3f8ef8494797fd747668dde5870c1a76,Order 3f8ef849,closed_won,default,34.0,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040713,de4c508282732a9138afe232f9c7285e,Order de4c5082,closed_won,default,70.27,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040714,723e504b15ea4fbdaf6b550717c24b93,Order 723e504b,closed_won,default,137.08,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040715,35a20de8aa4da49067825dec7e7928b0,Order 35a20de8,closed_won,default,178.27,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040716,645ce4c96c7469ceddf1e970c2d5ccfa,Order 645ce4c9,closed_won,default,411.21,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040717,4a9d3281429a5cb0ed545ff8aa3f6f93,Order 4a9d3281,closed_won,default,203.64,2025-06-25,2025-06-25,new_business,direct
DEAL_040718,f29d4e0699641d77c17eec1fa30099b6,Order f29d4e06,closed_won,default,90.76,2025-06-25,2025-06-25,new_business,email
DEAL_040719,212600c8b1f201e8bc92880516652523,Order 212600c8,closed_won,default,73.66,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040720,63a2ef605ed6a193d40b312ca1b014d5,Order 63a2ef60,closed_won,default,657.63,2025-06-25,2025-06-25,new_business,email
DEAL_040721,3cbae6cd7d4ccde80ef2d1ec061ce54b,Order 3cbae6cd,closed_won,default,252.79,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040722,8facdb9134d16bc7c0e49628ad6c58ac,Order 8facdb91,closed_won,default,108.86,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040723,71e378d732b6816d87b711bd2911b854,Order 71e378d7,closed_won,default,63.72,2025-06-25,2025-06-25,new_business,referral
DEAL_040724,f1adecdec113c6c915849913c65ddd59,Order f1adecde,closed_won,default,355.12,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040725,698b838e230eef7b304ba798ecc3ac1c,Order 698b838e,closed_won,default,76.65,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040726,ed5603443e33d323cc6bbde5d9e74d25,Order ed560344,closed_won,default,71.14,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040727,45a3c5cc6bb7e9bb65bcd185df669a6e,Order 45a3c5cc,closed_won,default,220.19,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040728,be787f15d899c8ef7a1708f7395b3435,Order be787f15,closed_won,default,72.43,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040729,e58d507c1730fdc2137d1fd497049a68,Order e58d507c,closed_won,default,52.38,2025-06-25,2025-06-25,new_business,email
DEAL_040730,d77b625d7bd6a5b92b35d07276d9f013,Order d77b625d,closed_won,default,45.69,2025-06-25,2025-06-25,new_business,direct
DEAL_040731,1b59079c85d79705ec843165565ddd43,Order 1b59079c,closed_won,default,158.55,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040732,5b49cb2d5b6c3ec3583118c9601ff6a4,Order 5b49cb2d,closed_won,default,183.38,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040733,2b3914c5dfff87df339937130ad79fbf,Order 2b3914c5,closed_won,default,112.83,2025-06-25,2025-06-25,new_business,referral
DEAL_040734,4aa9da5533740e416c8a3ccb338e5c49,Order 4aa9da55,closed_won,default,35.0,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040735,6679904ebe40b42a197e435621f35ce7,Order 6679904e,closed_won,default,596.27,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040736,ede12c5ebde30b74b530b13251f2951d,Order ede12c5e,closed_won,default,96.22,2025-06-25,2025-06-25,new_business,direct
DEAL_040737,11a9b7e0a0da34849647a487b13ef821,Order 11a9b7e0,closed_won,default,67.02,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040738,5b70374ba741f581985a6f4f4f491c68,Order 5b70374b,closed_won,default,36.35,2025-06-25,2025-06-25,new_business,direct
DEAL_040739,6efcd938092fe73904610b4bd39b2e7f,Order 6efcd938,closed_won,default,146.44,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040740,a06cb110601fc18a65761940112147e1,Order a06cb110,closed_won,default,170.82,2025-06-25,2025-06-25,new_business,email
DEAL_040741,ae30244c8470e653da0ebd82be453b8e,Order ae30244c,closed_won,default,63.99,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040742,9fa4a5fa8da4a7ef50067bbbffdcf7a2,Order 9fa4a5fa,closed_won,default,132.08,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040743,49f0bd432488ec2cc7a18c0c786b743f,Order 49f0bd43,closed_won,default,33.72,2025-06-25,2025-06-25,new_business,referral
DEAL_040744,33761272008199bba1bb9a298bc8941b,Order 33761272,closed_won,default,96.8,2025-06-25,2025-06-25,new_business,referral
DEAL_040745,2a33151ba8cf7a962bba23abe4ffd2c5,Order 2a33151b,closed_won,default,62.59,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040746,c3a3138b83444e2e6c24b0bdd327bd30,Order c3a3138b,closed_won,default,289.11,2025-06-25,2025-06-25,new_business,email
DEAL_040747,a23f721497b1d681e6408ab48c1cf387,Order a23f7214,closed_won,default,34.0,2025-06-25,2025-06-25,new_business,email
DEAL_040748,e83965852a6e35ed713250e090367ff7,Order e8396585,closed_won,default,143.91,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040749,35347ebe5a17d5710d0790df4b2f0f33,Order 35347ebe,closed_won,default,123.42,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040750,7b1900e11427a097af75a1ae0932b993,Order 7b1900e1,closed_won,default,45.69,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040751,e22cc707086f54199ddd7ce4b79db163,Order e22cc707,closed_won,default,95.58,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040752,415b2e06cc983409682f271b0e908117,Order 415b2e06,closed_won,default,155.03,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040753,892fe89649cc60aa530437d9f856a7ad,Order 892fe896,closed_won,default,32.77,2025-06-25,2025-06-25,new_business,direct
DEAL_040754,ab9617b6232f2ae10e536212f4525e57,Order ab9617b6,closed_won,default,75.08,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040755,7cfabaea28ed8990f6ed91454a1a7cd1,Order 7cfabaea,closed_won,default,70.61,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040756,7f96bf9d2b7643f96bcb99c0a616a5ba,Order 7f96bf9d,closed_won,default,137.08,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040757,94eadd6bc72a7dde85095b20f33e06e9,Order 94eadd6b,closed_won,default,131.84,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040758,223b2b4c06ffe3ced7307cad0ebd5e44,Order 223b2b4c,closed_won,default,180.35,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040759,b7fd5d833fed053c23020ca5b793e6de,Order b7fd5d83,closed_won,default,45.0,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040760,639940742b8990ac13f8f953e11d35cc,Order 63994074,closed_won,default,266.5,2025-06-25,2025-06-25,new_business,referral
DEAL_040761,31b157fa9491800710e3feeb482ccee9,Order 31b157fa,closed_won,default,122.37,2025-06-25,2025-06-25,new_business,paid_search
DEAL_040762,cd577ecda4b9cd34a2193faa1143ce79,Order cd577ecd,closed_won,default,417.54,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040763,b170989c8ac091e327b7ce5b07e72f4d,Order b170989c,closed_won,default,100.62,2025-06-25,2025-06-25,new_business,organic_search
DEAL_040764,46b3fd7575085d6acefa04739e8c03a5,Order 46b3fd75,closed_won,default,289.11,2025-06-25,2025-06-25,new_business,paid_social
DEAL_040765,4773c609fb495ef34f84ee9e40014073,Order 4773c609,closed_won,default,107.95,2025-06-25,2025-06-25,new_business,referral
DEAL_040766,584c738e16c8bf7f525160ad449e103a,Order 584c738e,closed_won,default,76.66,2025-06-25,2025-06-25,new_business,paid_social
