contact_id,sessions,engaged_sessions,page_views,is_first_visit,is_won
HS_023599,4,3,8,1,0
HS_023600,10,4,40,1,1
HS_023601,8,1,40,0,1
HS_023602,7,4,49,1,1
HS_023603,3,1,18,0,1
HS_023604,7,0,49,1,0
HS_023605,7,5,35,0,1
HS_023606,10,6,60,0,1
HS_023607,3,0,18,1,1
HS_023608,2,0,14,1,0
HS_023609,9,7,36,1,0
HS_023610,1,0,4,0,0
HS_023611,14,5,42,0,0
HS_023612,7,3,14,1,0
HS_023613,4,2,24,0,0
HS_023614,2,1,12,1,1
HS_023615,2,0,12,1,0
HS_023616,8,2,24,1,1
HS_023617,7,0,21,1,0
HS_023618,12,10,48,1,1
HS_023619,7,5,35,1,1
HS_023620,5,2,10,1,1
HS_023621,14,6,84,1,1
HS_023622,10,2,30,1,0
HS_023623,8,4,56,1,1
HS_023624,14,9,56,1,0
HS_023625,2,1,6,1,0
HS_023626,2,0,8,1,0
HS_023627,5,3,20,0,1
HS_023628,1,0,7,1,0
HS_023629,6,1,24,0,1
HS_023630,4,2,20,0,0
HS_023631,6,4,30,0,1
HS_023632,7,2,35,1,1
HS_023633,13,8,91,1,0
HS_023634,3,0,9,1,0
HS_023635,11,6,44,1,1
HS_023636,13,6,52,0,0
HS_023637,8,6,16,1,1
HS_023638,7,3,35,0,1
HS_023639,13,5,26,1,0
HS_023640,1,0,5,1,0
HS_023641,6,5,24,1,0
HS_023642,7,0,42,0,0
HS_023643,14,6,98,1,0
HS_023645,11,2,33,1,0
HS_023646,4,1,24,1,0
HS_023647,14,8,70,1,0
HS_023648,2,0,10,1,1
HS_023649,10,1,50,1,1
HS_023650,9,6,18,0,1
HS_023651,7,4,28,1,0
HS_023652,1,0,5,1,0
HS_023653,8,4,16,0,1
HS_023654,3,2,9,1,1
HS_023655,4,2,8,1,0
HS_023656,12,4,84,0,0
HS_023657,5,2,10,1,1
HS_023658,1,0,6,0,1
HS_023659,6,2,30,1,0
HS_023660,10,3,20,1,1
HS_023661,6,3,12,1,1
HS_023662,2,0,10,0,1
HS_023663,11,5,55,1,1
HS_023664,10,8,70,1,0
HS_023665,6,0,30,1,1
HS_023666,8,4,40,1,1
HS_023667,6,5,30,0,1
HS_023668,4,1,8,1,1
HS_023669,4,1,16,1,1
HS_023670,9,3,18,1,0
HS_023671,6,0,12,1,0
HS_023672,8,4,32,1,1
HS_023673,8,4,16,1,0
HS_023674,7,5,28,1,0
HS_023675,3,0,6,0,0
HS_023676,10,4,40,0,1
HS_023677,1,0,5,1,0
HS_023679,5,3,15,1,1
HS_023680,13,2,52,1,0
HS_023681,10,1,70,1,0
HS_023682,10,7,60,0,0
HS_023683,2,0,10,1,0
HS_023684,12,6,36,1,1
HS_023685,10,1,30,0,1
HS_023686,13,4,91,1,1
HS_023687,2,0,12,1,0
HS_023688,14,9,70,1,1
HS_023689,7,4,42,1,0
HS_023690,11,2,66,1,0
HS_023691,13,1,39,0,1
HS_023692,3,1,15,1,1
HS_023693,13,3,78,0,0
HS_023694,8,0,56,1,0
HS_023695,9,2,54,1,1
HS_023696,14,3,28,1,0
HS_023697,13,8,52,1,1
HS_023698,8,6,56,1,1
HS_023699,6,1,12,0,1
HS_023701,5,1,30,1,0
HS_023702,3,1,15,1,1
HS_023703,3,0,21,0,0
HS_023704,7,6,21,1,0
HS_023705,13,3,52,1,1
HS_023706,5,0,35,1,0
HS_023707,12,6,24,0,0
HS_023708,14,7,42,0,1
HS_023709,6,3,24,0,1
HS_023710,14,12,56,1,0
HS_023711,6,2,42,1,0
HS_023712,9,3,45,1,0
HS_023713,1,0,4,0,0
HS_023714,8,4,32,1,1
HS_023715,10,5,70,1,1
HS_023716,13,6,39,1,1
HS_023717,13,5,91,0,0
HS_023718,5,2,20,1,0
HS_023719,13,9,65,1,0
HS_023720,6,3,24,1,0
HS_023721,6,4,24,1,0
HS_023722,1,0,3,1,0
HS_023723,3,2,9,1,0
HS_023724,12,1,72,1,1
HS_023725,6,3,30,1,1
HS_023726,14,10,98,0,1
HS_023727,14,11,98,1,0
HS_023728,11,3,66,1,1
HS_023729,11,5,77,1,1
HS_023730,9,1,36,1,0
HS_023731,6,4,18,1,1
HS_023733,12,2,84,1,1
HS_023734,13,5,39,0,1
HS_023735,6,5,36,1,0
HS_023736,1,0,6,1,0
HS_023737,9,3,45,0,1
HS_023738,4,1,28,1,0
HS_023739,2,0,8,0,1
HS_023740,1,0,6,1,1
HS_023742,3,2,18,1,0
HS_023743,3,0,6,1,1
HS_023744,5,1,20,0,1
HS_023746,1,0,3,1,0
HS_023747,7,3,42,1,0
HS_023749,13,10,52,0,1
HS_023750,1,0,6,0,1
HS_023751,4,2,20,1,0
HS_023752,6,4,18,0,0
HS_023753,1,0,5,1,1
HS_023754,7,1,28,1,1
HS_023755,10,4,20,0,0
HS_023756,7,5,14,1,1
HS_023757,3,0,18,1,0
HS_023758,4,3,24,1,0
HS_023759,6,1,30,0,1
HS_023760,14,2,28,0,0
HS_023761,11,8,66,1,1
HS_023762,7,5,21,0,0
HS_023763,14,1,56,1,1
HS_023764,13,3,91,1,0
HS_023765,4,3,12,0,0
HS_023766,10,3,30,0,1
HS_023767,11,1,33,1,0
HS_023768,9,2,63,1,1
HS_023769,9,6,54,1,1
HS_023770,9,7,27,1,1
HS_023771,12,2,36,1,1
HS_023772,10,2,70,1,1
HS_023773,6,2,12,1,1
HS_023774,2,1,8,1,1
HS_023775,2,1,6,1,1
HS_023776,11,3,55,1,0
HS_023777,4,0,20,1,1
HS_023778,9,2,36,1,0
HS_023779,3,0,18,1,0
HS_023781,6,0,30,1,0
HS_023782,2,1,10,1,1
HS_023783,1,0,4,1,1
HS_023784,12,9,84,0,1
HS_023785,5,2,20,0,0
HS_023786,8,7,40,1,0
HS_023787,10,2,60,1,1
HS_023788,10,1,20,1,0
HS_023789,2,0,8,0,0
HS_023790,10,6,70,1,0
HS_023791,9,3,45,0,1
HS_023792,12,9,72,0,0
HS_023793,8,4,48,1,0
HS_023794,3,1,6,1,1
HS_023795,1,0,3,1,0
HS_023796,4,1,28,1,1
HS_023797,8,1,24,1,0
HS_023798,3,1,21,1,0
HS_023799,10,1,40,0,1
HS_023800,12,9,24,0,1
HS_023801,2,1,14,0,1
HS_023802,7,4,35,1,1
HS_023803,4,1,12,1,0
HS_023804,6,2,42,0,0
HS_023805,5,2,15,0,0
HS_023806,2,1,8,1,1
HS_023808,10,2,70,0,1
HS_023809,2,1,10,1,1
HS_023810,14,10,28,1,0
HS_023811,9,4,45,1,1
HS_023812,11,1,55,1,1
HS_023813,10,2,50,1,1
HS_023814,2,1,4,1,1
HS_023815,8,6,56,1,1
HS_023816,8,6,24,1,0
HS_023817,1,0,7,0,0
HS_023818,1,0,6,1,0
HS_023819,13,4,39,1,0
HS_023820,4,0,12,0,0
HS_023821,2,0,4,0,0
HS_023822,12,6,36,0,0
HS_023823,1,0,7,1,1
HS_023824,9,1,27,0,1
HS_023825,13,6,65,1,1
HS_023826,3,0,18,1,0
HS_023827,14,9,98,0,0
HS_023828,14,2,28,0,0
HS_023829,14,12,56,0,1
HS_023830,1,0,2,0,1
HS_023831,2,1,10,1,0
HS_023832,8,5,24,1,1
HS_023833,5,3,30,0,0
HS_023834,11,1,44,0,1
HS_023835,7,4,28,1,0
HS_023836,6,4,18,0,0
HS_023837,13,2,39,0,1
HS_023838,1,0,5,1,1
HS_023839,6,2,36,1,1
HS_023840,11,5,44,1,1
HS_023841,7,1,28,0,0
HS_023842,4,2,8,1,0
HS_023843,8,6,32,1,1
HS_023844,8,5,56,0,1
HS_023845,7,2,49,1,1
HS_023847,11,9,55,1,0
HS_023848,2,0,8,1,1
HS_023849,6,1,18,1,0
HS_023850,6,5,24,1,1
HS_023851,12,8,48,0,1
HS_023852,12,8,60,1,1
HS_023853,7,1,49,1,0
HS_023854,6,1,42,0,0
HS_023855,2,0,14,1,0
HS_023856,8,5,40,1,1
HS_023857,4,1,16,1,0
HS_023858,9,1,54,0,1
HS_023859,8,1,32,1,1
HS_023860,14,8,98,1,1
HS_023861,3,1,12,1,1
HS_023862,3,2,21,1,1
HS_023863,8,3,16,1,1
HS_023864,2,1,8,1,0
HS_023865,9,4,18,0,1
HS_023866,4,2,12,0,1
HS_023868,6,1,36,0,0
HS_023869,3,2,15,1,1
HS_023870,3,0,6,1,1
HS_023871,3,1,15,0,1
HS_023873,11,5,55,1,0
HS_023874,13,3,91,1,1
HS_023875,10,4,20,0,0
HS_023876,12,9,48,1,1
HS_023877,14,3,70,1,0
HS_023878,14,3,56,1,1
HS_023879,14,7,70,1,0
HS_023881,12,7,24,1,0
HS_023882,2,0,12,0,0
HS_023883,8,2,56,1,0
HS_023884,9,1,54,1,1
HS_023885,8,1,32,1,1
HS_023886,10,1,70,1,0
HS_023887,3,2,15,0,0
HS_023888,7,1,35,1,0
HS_023889,11,3,22,1,1
HS_023890,10,8,70,1,0
HS_023891,2,1,10,0,0
HS_023892,4,0,16,1,0
HS_023893,12,6,60,1,0
HS_023894,13,7,39,0,0
HS_023895,14,2,28,1,0
HS_023896,13,8,78,1,1
HS_023897,6,5,36,1,1
HS_023898,11,4,33,0,0
HS_023899,5,2,20,1,1
HS_023900,13,8,26,1,0
HS_023901,9,6,63,1,1
HS_023902,10,7,70,1,0
HS_023903,4,0,12,1,1
HS_023904,5,3,35,0,1
HS_023905,4,3,16,1,0
HS_023906,14,1,70,0,1
HS_023907,13,1,65,1,0
HS_023908,14,7,28,0,1
HS_023909,8,3,48,1,0
HS_023910,13,11,78,1,0
HS_023911,8,2,16,1,1
HS_023912,3,1,9,1,0
HS_023913,1,0,3,1,0
HS_023914,6,3,42,1,0
HS_023915,2,1,4,1,1
HS_023916,2,1,14,1,0
HS_023917,3,0,6,1,0
HS_023918,8,6,32,1,1
HS_023919,3,0,21,1,0
HS_023920,7,1,14,1,0
HS_023921,10,6,30,0,0
HS_023922,14,6,98,1,0
HS_023923,10,5,50,0,0
HS_023924,9,4,54,0,1
HS_023925,13,5,91,1,0
HS_023926,8,3,16,1,0
HS_023927,1,0,3,1,0
HS_023928,7,6,28,1,0
HS_023929,7,3,21,0,1
HS_023930,8,2,56,0,0
HS_023931,10,6,50,1,0
HS_023932,5,4,35,1,0
HS_023934,10,3,50,0,1
HS_023935,9,3,36,1,0
HS_023936,9,4,36,1,0
HS_023937,8,2,48,1,1
HS_023938,6,4,42,0,0
HS_023939,6,3,18,1,1
HS_023940,1,0,5,1,1
HS_023941,13,11,78,1,0
HS_023942,6,3,12,1,1
HS_023943,14,11,70,1,1
HS_023944,4,2,20,1,1
HS_023945,4,2,28,1,1
HS_023946,14,6,28,1,0
HS_023947,2,0,14,1,0
HS_023948,13,3,78,1,1
HS_023949,11,9,44,1,0
HS_023950,14,3,84,0,1
HS_023951,4,2,20,1,0
HS_023952,5,0,25,1,1
HS_023953,13,11,52,1,0
HS_023954,12,6,24,1,0
HS_023955,5,3,25,1,1
HS_023956,5,2,15,1,0
HS_023957,4,2,28,1,0
HS_023958,1,0,5,0,0
HS_023959,14,6,56,1,1
HS_023960,10,4,30,0,1
HS_023961,8,0,56,0,0
HS_023962,3,1,15,0,0
HS_023963,2,1,6,0,0
HS_023964,9,5,45,0,1
HS_023965,7,5,42,0,0
HS_023966,9,2,36,1,0
HS_023967,13,6,52,1,0
HS_023968,2,0,4,1,1
HS_023969,9,5,45,1,1
HS_023970,10,7,40,1,1
HS_023971,9,6,54,0,0
HS_023972,11,1,77,0,1
HS_023973,9,2,45,1,1
HS_023974,10,6,30,0,0
HS_023975,13,9,26,0,0
HS_023976,10,3,60,0,0
HS_023977,4,1,20,0,1
HS_023978,10,3,30,0,1
HS_023979,3,0,15,1,1
HS_023980,6,3,42,1,0
HS_023981,3,1,9,0,0
HS_023982,11,3,55,1,1
HS_023983,9,5,63,1,0
HS_023984,3,0,15,1,1
HS_023985,2,1,10,1,1
HS_023986,8,3,24,0,0
HS_023987,6,4,42,1,0
HS_023988,8,4,16,1,1
HS_023989,13,3,65,0,0
HS_023990,7,5,21,1,1
HS_023991,3,2,6,1,0
HS_023992,8,1,48,0,1
HS_023993,10,1,50,1,1
HS_023995,1,0,4,1,1
HS_023996,1,0,3,1,0
HS_023997,13,4,78,1,1
HS_023998,13,6,78,1,0
HS_023999,10,5,70,1,0
HS_024000,13,9,52,1,0
HS_024001,8,6,24,1,0
HS_024002,13,6,26,1,0
HS_024003,9,3,63,1,0
HS_024004,10,2,40,0,1
HS_024006,6,3,24,1,1
HS_024007,5,2,30,1,0
HS_024008,2,0,8,1,1
HS_024009,11,5,55,1,0
HS_024010,9,6,27,1,0
HS_024011,6,3,24,1,1
HS_024012,8,3,16,0,0
HS_024013,9,2,45,0,1
HS_024014,9,5,27,1,0
HS_024015,8,4,24,1,0
HS_024016,12,5,24,1,0
HS_024017,10,2,20,1,1
HS_024018,8,1,40,0,1
HS_024019,3,1,21,1,1
HS_024020,13,10,91,1,1
HS_024021,3,2,15,0,0
HS_024022,2,1,4,0,1
HS_024023,1,0,5,1,0
HS_024024,4,1,16,1,0
HS_024025,2,1,4,1,1
HS_024026,14,3,84,0,0
HS_024027,14,9,56,0,0
HS_024028,2,0,8,1,1
HS_024029,13,2,52,0,1
HS_024030,11,1,44,1,1
HS_024031,11,7,33,0,0
HS_024032,5,2,20,1,0
HS_024033,4,0,8,0,1
HS_024034,1,0,2,1,1
HS_024035,9,5,36,1,1
HS_024036,14,1,98,1,1
HS_024037,4,1,12,1,1
HS_024038,5,3,20,0,0
HS_024039,7,1,49,1,1
HS_024040,2,1,14,0,1
HS_024041,8,4,32,1,1
HS_024042,11,7,33,1,0
HS_024043,2,1,8,1,1
HS_024044,11,7,66,1,1
HS_024045,10,1,70,0,1
HS_024046,5,2,10,1,1
HS_024047,13,4,39,1,0
HS_024048,12,6,36,1,0
HS_024049,2,1,4,0,0
HS_024050,2,0,10,1,0
HS_024051,4,3,24,0,1
HS_024052,4,3,20,1,0
HS_024053,13,11,65,0,1
HS_024054,8,5,32,1,0
HS_024055,13,6,26,1,0
HS_024056,6,1,24,1,0
HS_024057,10,5,60,0,1
HS_024058,8,4,32,1,0
HS_024059,13,4,26,0,0
HS_024060,7,4,21,1,1
HS_024062,13,2,52,1,1
HS_024063,10,6,20,0,1
HS_024064,4,3,28,1,0
HS_024065,2,0,6,1,0
HS_024066,9,6,27,1,1
HS_024068,2,1,6,1,1
HS_024069,1,0,3,1,1
HS_024070,8,1,16,1,0
HS_024071,10,7,20,1,0
HS_024072,9,1,54,0,0
HS_024073,1,0,4,1,1
HS_024074,7,5,49,0,0
HS_024075,2,0,8,0,1
HS_024077,6,2,18,1,0
HS_024078,13,7,52,1,1
HS_024079,11,6,22,0,0
HS_024080,5,0,35,0,1
HS_024081,1,0,5,1,0
HS_024082,2,1,10,0,1
HS_024083,2,1,14,1,1
HS_024084,10,2,60,0,0
HS_024085,10,6,40,1,1
HS_024086,6,4,12,1,1
HS_024088,11,2,66,1,1
HS_024089,12,5,84,1,1
HS_024090,1,0,3,1,1
HS_024091,11,4,77,0,0
HS_024092,13,4,52,1,0
HS_024093,4,2,8,1,1
HS_024094,12,5,36,1,0
HS_024095,10,6,50,1,0
HS_024096,11,2,77,1,1
HS_024097,5,2,10,1,0
HS_024098,2,0,8,1,1
HS_024099,2,1,6,1,1
HS_024100,7,4,14,1,1
HS_024101,7,4,42,0,0
HS_024102,6,1,30,1,0
HS_024103,1,0,4,1,0
HS_024104,12,1,48,0,0
HS_024105,13,2,78,1,0
HS_024106,12,1,24,1,0
HS_024107,3,2,6,0,1
HS_024108,9,6,45,0,1
HS_024109,10,8,20,1,1
HS_024110,1,0,2,0,1
HS_024111,2,1,10,0,0
HS_024112,8,4,32,1,1
HS_024113,7,4,42,1,1
HS_024114,9,4,36,0,0
HS_024115,10,6,30,1,1
HS_024116,12,9,60,1,0
HS_024117,12,6,24,1,0
HS_024118,4,3,8,1,1
HS_024119,4,2,16,1,1
HS_024120,7,5,42,0,1
HS_024121,1,0,3,0,1
HS_024122,10,5,70,1,1
HS_024123,12,1,24,0,1
HS_024124,9,6,27,1,0
HS_024125,2,0,10,0,1
HS_024126,1,0,3,1,0
HS_024127,7,3,28,0,0
HS_024128,6,3,36,1,0
HS_024129,12,7,72,1,1
HS_024131,3,1,6,0,1
HS_024132,1,0,7,1,1
HS_024133,12,8,72,1,0
HS_024134,5,3,10,1,1
HS_024135,10,7,20,0,0
HS_024136,14,6,42,1,0
HS_024137,4,0,28,0,1
HS_024138,5,3,10,0,0
HS_024139,1,0,3,1,1
HS_024140,1,0,3,1,0
HS_024141,5,3,15,0,0
HS_024142,6,4,24,1,1
HS_024143,5,1,25,1,0
HS_024144,2,1,4,1,0
HS_024145,9,4,18,1,0
HS_024146,5,1,25,1,1
HS_024147,11,8,44,1,1
HS_024148,11,5,33,1,1
HS_024150,5,1,20,1,1
HS_024151,10,3,70,0,1
HS_024152,9,2,36,1,1
HS_024153,3,1,6,1,1
HS_024154,5,1,20,1,1
HS_024155,13,5,26,1,0
HS_024156,12,7,24,1,1
HS_024157,5,4,35,1,0
HS_024158,2,0,6,1,0
HS_024159,11,3,44,1,1
HS_024160,4,0,24,0,0
HS_024161,11,3,55,1,1
HS_024162,11,4,66,0,1
HS_024163,2,0,14,1,0
HS_024164,5,1,10,1,1
HS_024165,10,2,30,1,1
HS_024166,13,7,91,1,0
HS_024167,12,5,36,1,1
HS_024168,2,0,14,1,1
HS_024169,10,8,60,0,0
HS_024170,14,7,56,1,0
HS_024171,9,3,18,1,0
HS_024172,10,3,20,1,0
HS_024173,6,2,12,1,0
HS_024174,8,6,32,1,1
HS_024175,9,7,36,1,0
HS_024176,13,5,78,0,1
HS_024177,8,2,16,1,0
HS_024178,5,4,35,1,0
HS_024179,5,1,25,0,1
HS_024180,6,2,12,0,1
HS_024181,14,3,42,0,1
HS_024182,1,0,7,1,0
HS_024183,13,5,52,1,1
HS_024184,11,3,44,1,0
HS_024185,8,5,32,1,0
HS_024186,2,1,12,1,0
HS_024187,6,5,36,0,1
HS_024188,14,4,56,0,0
HS_024189,14,10,98,1,1
HS_024190,9,3,18,0,1
HS_024191,13,1,52,1,1
HS_024192,3,0,15,1,0
HS_024193,2,1,10,0,0
HS_024194,10,7,20,0,0
HS_024195,5,0,10,1,0
HS_024196,11,8,55,1,1
HS_024197,9,6,27,0,1
HS_024198,6,0,30,1,1
HS_024199,14,2,28,0,1
HS_024200,8,1,48,1,1
HS_024201,8,5,40,0,0
HS_024202,7,3,21,1,1
HS_024203,5,1,25,1,0
HS_024204,2,0,12,1,1
HS_024205,14,5,84,0,1
HS_024206,10,6,20,1,1
HS_024207,10,1,70,0,0
HS_024208,5,3,20,1,1
HS_024209,12,1,72,1,1
HS_024210,7,4,42,1,1
HS_024211,12,3,72,0,1
HS_024212,12,2,72,1,0
HS_024213,7,2,42,1,0
HS_024214,11,6,44,1,1
HS_024215,13,2,65,1,1
HS_024216,2,0,10,1,1
HS_024218,7,2,42,1,0
HS_024219,6,2,12,1,0
HS_024220,7,5,28,1,0
HS_024221,11,4,66,0,0
HS_024222,8,7,48,1,0
HS_024223,4,2,12,1,0
HS_024224,1,0,4,1,1
HS_024225,8,3,40,1,1
HS_024226,8,1,32,1,0
HS_024227,3,0,15,0,1
HS_024228,3,1,15,1,1
HS_024229,5,4,35,1,0
HS_024230,14,2,42,1,1
HS_024231,3,1,21,1,1
HS_024232,14,7,84,1,0
HS_024233,5,3,20,1,0
HS_024234,8,2,56,1,0
HS_024235,1,0,7,1,1
HS_024236,2,0,10,1,0
HS_024237,2,0,6,1,0
HS_024238,12,3,24,1,1
HS_024239,4,0,8,1,0
HS_024240,9,2,18,1,1
HS_024241,2,1,12,1,0
HS_024242,12,10,36,0,1
HS_024243,14,11,84,0,0
HS_024244,11,3,66,1,0
HS_024245,13,1,65,1,0
HS_024246,12,10,72,1,1
HS_024247,9,4,36,1,0
HS_024248,7,6,14,1,1
HS_024249,10,5,30,1,1
HS_024250,8,6,16,1,1
HS_024251,1,0,6,1,0
HS_024252,13,7,91,0,1
HS_024253,5,2,30,1,1
HS_024254,9,2,27,1,0
HS_024255,12,8,72,1,1
HS_024256,4,0,12,0,1
HS_024257,2,0,10,1,1
HS_024258,6,4,24,1,0
HS_024259,2,1,4,1,1
HS_024260,3,0,18,1,0
HS_024261,14,3,42,1,0
HS_024262,8,1,32,0,0
HS_024263,3,0,15,1,0
HS_024264,2,0,6,1,1
HS_024265,6,4,42,0,1
HS_024266,14,8,28,0,0
HS_024267,3,0,9,1,0
HS_024268,1,0,4,1,0
HS_024269,12,4,48,1,1
HS_024270,14,5,84,1,1
HS_024271,14,7,84,1,0
HS_024272,3,2,12,0,1
HS_024273,6,4,24,1,0
HS_024274,3,1,6,1,1
HS_024275,9,3,36,1,1
HS_024276,7,3,49,1,0
HS_024277,14,6,98,0,1
HS_024278,5,0,15,1,0
HS_024279,2,1,4,1,0
HS_024280,9,5,27,0,1
HS_024281,5,2,20,1,1
HS_024282,7,3,21,0,0
HS_024283,9,7,27,1,1
HS_024284,4,2,24,0,1
HS_024285,9,6,54,1,0
HS_024286,1,0,5,1,0
HS_024287,12,8,72,1,1
HS_024288,6,5,30,1,1
HS_024289,2,1,8,1,0
HS_024290,8,1,56,0,1
HS_024291,5,1,30,0,1
HS_024292,3,0,21,1,0
HS_024293,2,0,14,0,1
HS_024294,8,3,56,1,0
HS_024295,7,5,35,0,0
HS_024296,9,3,18,1,1
HS_024297,8,5,40,1,1
HS_024298,11,9,22,1,0
HS_024299,4,0,8,1,1
HS_024300,2,0,4,0,1
HS_024301,14,11,28,1,0
HS_024302,13,3,91,1,0
HS_024303,2,0,6,0,1
HS_024304,2,0,14,1,1
HS_024305,14,3,28,0,0
HS_024306,11,8,33,0,0
HS_024308,12,7,36,1,0
HS_024309,6,1,18,0,0
HS_024310,7,3,42,1,1
HS_024311,12,3,60,1,0
HS_024312,6,1,30,1,0
HS_024313,2,1,14,1,1
HS_024314,4,2,16,1,0
HS_024315,3,1,9,0,0
HS_024316,11,7,22,0,1
HS_024317,13,10,52,1,1
HS_024318,4,3,20,1,1
HS_024319,5,3,25,1,0
HS_024320,7,1,14,1,0
HS_024321,14,9,70,1,1
HS_024322,9,1,45,1,1
HS_024323,11,2,66,1,0
HS_024324,2,1,6,1,0
HS_024325,8,6,40,1,1
HS_024326,3,0,6,1,0
HS_024327,9,3,54,1,0
HS_024328,10,6,20,1,0
HS_024329,12,10,84,1,1
HS_024330,4,2,16,1,1
HS_024331,3,2,6,1,1
HS_024332,10,8,30,0,0
HS_024333,6,3,30,1,0
HS_024334,10,6,40,1,0
HS_024335,13,8,52,1,1
HS_024336,9,5,63,1,1
HS_024337,7,3,49,1,1
HS_024338,4,2,20,0,0
HS_024339,3,1,12,1,1
HS_024340,10,6,20,0,1
HS_024341,4,2,24,1,0
HS_024342,3,0,21,0,0
HS_024343,12,7,36,0,1
HS_024344,3,1,9,1,1
HS_024345,12,2,48,1,0
HS_024346,14,10,56,1,1
HS_024347,13,3,91,0,1
HS_024348,9,4,63,1,0
HS_024349,4,2,28,1,0
HS_024350,9,5,63,1,0
HS_024351,12,2,84,0,0
HS_024352,10,2,30,1,0
HS_024353,5,1,35,1,0
HS_024354,7,1,42,1,1
HS_024355,14,4,28,1,1
HS_024356,5,2,30,1,1
HS_024357,1,0,6,0,0
HS_024358,2,1,4,1,0
HS_024359,11,7,33,1,0
HS_024360,5,2,20,0,1
HS_024361,6,3,12,1,0
HS_024362,7,3,21,0,0
HS_024363,2,0,6,1,1
HS_024364,10,8,40,1,1
HS_024365,9,6,27,1,1
HS_024366,6,3,30,1,0
HS_024368,2,1,8,1,0
HS_024369,2,1,8,1,1
HS_024370,3,1,6,0,1
HS_024371,1,0,6,1,0
HS_024372,9,3,54,0,0
HS_024373,14,11,56,0,1
HS_024374,10,1,50,1,1
HS_024375,11,2,66,1,1
HS_024376,4,2,12,1,1
HS_024377,5,1,20,1,1
HS_024378,7,1,35,1,0
HS_024379,1,0,2,1,0
HS_024380,3,1,6,0,1
HS_024381,14,7,98,1,0
HS_024382,3,1,6,1,1
HS_024383,2,1,12,1,1
HS_024384,8,6,24,0,1
HS_024385,5,3,25,1,1
HS_024386,1,0,6,1,0
HS_024387,12,4,84,1,0
HS_024388,2,1,12,1,0
HS_024390,1,0,4,1,1
HS_024391,6,4,30,1,0
HS_024392,9,2,54,1,1
HS_024393,11,6,77,1,1
HS_024394,7,5,14,1,1
HS_024395,5,1,20,1,0
HS_024396,12,10,24,1,0
HS_024397,13,5,91,1,0
HS_024398,3,1,18,0,0
HS_024399,12,8,48,1,0
HS_024400,12,3,24,0,0
HS_024401,8,5,40,0,1
HS_024402,10,3,70,0,0
HS_024403,4,2,28,1,0
HS_024404,9,6,63,0,1
HS_024405,5,0,10,0,1
HS_024406,14,2,84,1,1
HS_024407,6,5,36,0,0
HS_024408,5,3,15,1,1
HS_024409,10,8,70,1,1
HS_024410,12,5,84,0,1
HS_024411,11,7,44,1,0
HS_024412,7,6,42,0,1
HS_024413,7,3,35,0,0
HS_024414,1,0,4,1,1
HS_024415,2,0,6,0,0
HS_024416,7,3,28,1,1
HS_024417,8,2,48,1,1
HS_024418,4,2,8,0,0
HS_024419,6,1,24,0,1
HS_024420,11,4,77,0,0
HS_024421,12,1,84,1,0
HS_024422,10,4,70,1,0
HS_024423,3,1,9,1,1
HS_024424,7,2,42,1,0
HS_024425,11,9,66,1,1
HS_024426,3,0,15,1,1
HS_024427,11,8,55,0,1
HS_024428,7,2,42,1,1
HS_024429,12,3,36,0,0
HS_024430,11,3,22,0,0
HS_024431,12,9,36,1,0
HS_024432,11,8,55,1,1
HS_024433,8,0,40,1,0
HS_024434,3,0,21,1,0
HS_024435,2,1,8,0,1
HS_024436,12,4,72,0,0
HS_024437,6,5,42,0,1
HS_024438,4,2,24,0,0
HS_024439,8,6,24,0,0
HS_024440,13,3,52,1,0
HS_024441,14,3,28,1,0
HS_024442,2,1,12,0,1
HS_024443,4,1,12,1,0
HS_024444,2,0,12,1,0
HS_024445,14,9,84,0,1
HS_024446,2,0,4,1,1
HS_024447,2,1,4,0,1
HS_024448,1,0,3,1,1
HS_024449,4,1,12,1,1
HS_024451,2,0,14,1,0
HS_024452,9,1,27,1,1
HS_024453,9,2,27,0,1
HS_024454,11,2,77,0,0
HS_024455,11,1,55,1,0
HS_024456,7,0,35,0,0
HS_024457,6,3,18,1,0
HS_024458,12,7,48,0,0
HS_024459,3,2,18,1,0
HS_024460,14,3,28,0,1
HS_024461,12,7,48,1,1
HS_024462,14,7,84,1,1
HS_024463,7,3,35,1,1
HS_024464,1,0,5,0,0
HS_024465,9,2,63,1,1
HS_024466,4,1,24,1,1
HS_024467,6,2,42,1,0
HS_024468,6,1,12,1,0
HS_024469,11,5,22,1,0
HS_024470,3,0,18,1,0
HS_024471,4,1,16,1,0
HS_024472,13,2,91,1,0
HS_024473,11,1,44,1,0
HS_024474,10,3,30,0,0
HS_024475,3,1,15,0,1
HS_024476,13,2,39,1,0
HS_024477,6,5,18,1,0
HS_024478,1,0,7,1,1
HS_024479,8,0,16,0,1
HS_024480,8,0,48,0,0
HS_024481,9,5,54,1,1
HS_024482,6,3,12,1,0
HS_024483,1,0,3,0,0
HS_024484,3,0,21,1,0
HS_024485,1,0,2,1,1
HS_024486,13,10,26,0,0
HS_024487,5,3,25,1,1
HS_024488,3,0,9,1,0
HS_024489,14,11,42,0,1
HS_024490,2,1,8,1,0
HS_024491,3,0,21,0,0
HS_024492,9,1,27,1,1
HS_024493,11,5,55,0,1
HS_024494,8,5,32,0,0
HS_024495,13,4,65,1,1
HS_024496,3,0,9,1,1
HS_024497,11,1,66,1,0
HS_024498,2,1,14,0,1
